reason_code,priority,ticker,exchange,mic_code,local_name,twelvedata_name,twelvedata_type,name_score,candidate_action,validation_status,listing_key,twelvedata_exchange,review_batch
low_name_similarity|severe_name_mismatch,P2,0N9V,LSE,XLON,Esso Societe Anonyme Francaise SA,North Atlantic Energies,Common Stock,0.075,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0N9V,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,7686,TSE,XJPX,"HitoMile Co.,Ltd.","Kakuyasu Group Co., Ltd.",Common Stock,0.091,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::7686,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,4594,TSE,XJPX,"BrightPath Biotherapeutics Co.,Ltd.",California Municipal Finance Authority,Common Stock,0.094,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::4594,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08250,HKEX,XHKG,DU DU HLDGS,Silk Road Energy Services Group Limited,Common Stock,0.095,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08250,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,2334,TSE,XJPX,eole Inc.,Federal National Mortgage Association (FNCL) Floating Rate Note 1995 Series,Common Stock,0.104,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::2334,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,TAB,LSE,XLON,Becket Invest Plc,Miotal PLC,Common Stock,0.105,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::TAB,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,8887,TSE,XJPX,"SYLA Holdings Co.,Ltd.",Cumica Corp,Common Stock,0.105,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::8887,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01599,HKEX,XHKG,UCD,"Beijing Urban Construction Investment & Development Co., Ltd.",Common Stock,0.107,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01599,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,02051,HKEX,XHKG,VALA,51 Credit Card Inc.,Common Stock,0.111,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::02051,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0IL8,LSE,XLON,Kyntra Bio,"FibroGen, Inc.",Common Stock,0.111,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0IL8,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01355,HKEX,XHKG,Biosysen Limited,"Legend Strategy International Holdings Group Co., Ltd.",Common Stock,0.115,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01355,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0QIQ,LSE,XLON,Fila SpA,F.I.L.A. - Fabbrica Italiana Lapis ed Affini S.p.A.,Common Stock,0.118,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0QIQ,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,LKPFIN,BSE_IN,XBOM,LKP Finance Ltd,Gyftr Limited,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::LKPFIN,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01115,HKEX,XHKG,5100 XIZANG,Tibet Water Resources Ltd.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01115,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01168,HKEX,XHKG,Z FIN,Sinolink Worldwide Holdings Ltd.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01168,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,WIZC3,B3,BVMF,WIZ CO PARTICIPAÇÕES E CORRETAGEM DE SEGUROS S.A.,Wiz Co.,Common Stock,0.128,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::WIZC3,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,ALBA,LSE,AIMX,Alba Mineral Resources,Arkadian Strategic Metals Plc,Common Stock,0.128,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::ALBA,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08292,HKEX,XHKG,VSING,Worldgate Global Logistics Ltd.,Common Stock,0.129,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08292,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0NQT,LSE,XLON,Television Francaise 1 SA,TF1 Group,Common Stock,0.129,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0NQT,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0NLV,LSE,XLON,VITA 34 AG,FamiCord AG,Common Stock,0.133,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0NLV,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,1959,TSE,XJPX,KRAFTIA CORPORATION,Kyudenko Corporation,Common Stock,0.133,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::1959,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,SOFTBPO,BSE_IN,XBOM,Softbpo Global Services Ltd,Idream Film Infrastructure Company Ltd.,Common Stock,0.14,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::SOFTBPO,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,MFII11,B3,BVMF,MÉRITO DESENVOLVIMENTO IMOBILIÁRIO I FII RESP LIM,Fiip11b,REIT,0.143,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::MFII11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01848,HKEX,XHKG,CALC,China Aircraft Leasing Group Holdings Ltd.,Common Stock,0.146,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01848,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01336,HKEX,XHKG,NCI,New China Life Insurance Co. Ltd.,Common Stock,0.148,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01336,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,TCIN11,B3,BVMF,G5 CIDADE NOVA FDO. INVEST. IMOB.,FII Tourmalet V EDF CDD NV,REIT,0.151,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::TCIN11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0HRB,LSE,XLON,Centrale d&#39;Achat Francaise pour l&#39; Outre Mer,Cafom S.A.,Common Stock,0.152,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0HRB,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,SCPF11,B3,BVMF,SCP FII RESP LIMITADA,FI Imobiliário SCP,REIT,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::SCPF11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,5858,TSE,XJPX,"STG CO.,LTD.",Sunac Services Holdings Ltd.,Common Stock,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::5858,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,7603,TSE,XJPX,"Gyet Co.,Ltd.","Mac House Co., Ltd.",Common Stock,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::7603,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08635,HKEX,XHKG,ELEPHANT HLDGS,Novacon Technology Group Ltd.,Common Stock,0.158,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08635,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,6364,TSE,XJPX,AIRMAN CORPORATION,"Hokuetsu Industries Co., Ltd.",Common Stock,0.16,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::6364,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,3750,TSE,XJPX,"ADR120S,Inc.","Cytori Cell Research Institute Co., Ltd.",Common Stock,0.162,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::3750,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,MPDL,BSE_IN,XBOM,MPDL Ltd,Macrotech Developers Ltd.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::MPDL,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01116,HKEX,XHKG,HC TECH GP,Mayer Holdings Ltd.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01116,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01751,HKEX,XHKG,AI ENERGY ENG,Kingland Group Holdings Ltd.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01751,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08271,HKEX,XHKG,GDC,Global Digital Creations Holdings Limited,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08271,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0FI1,LSE,XLON,Greek Organisation of Football Prognostics SA,Allwyn AG,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0FI1,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0HN5,LSE,XLON,"Former BL Stores, Inc.",Big Lots Inc.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0HN5,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,06869,HKEX,XHKG,YOFC,Yangtze Optical Fibre and Cable Joint Stock Ltd.,Common Stock,0.17,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::06869,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08516,HKEX,XHKG,ZY INTL,Grand Talents Group Holdings Limited,Common Stock,0.171,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08516,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01523,HKEX,XHKG,PLOVER BAY TECH,PNC Financial Services Group Inc. 5.75% Subordinated Floating Rate Note,Common Stock,0.175,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01523,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08158,HKEX,XHKG,CRMI,China Regenerative Medicine International Ltd.,Common Stock,0.178,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08158,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,HGPO11,B3,BVMF,PATRIA PRIME OFFICES - FII - RESPONSABILIDADE LTDA,HedgePort Mutual Fund,REIT,0.179,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::HGPO11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,RLFL,BSE_IN,XBOM,Ramchandra Leasing & Finance Ltd,RLF Ltd.,Common Stock,0.182,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::RLFL,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,9432,TSE,XJPX,"NTT,Inc.",Nippon Telegraph and Telephone Corporation,Common Stock,0.182,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::9432,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01468,HKEX,XHKG,JAKOTA CAPITAL,Kingkey Financial International Holdings Ltd.,Common Stock,0.185,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01468,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01398,HKEX,XHKG,ICBC,Industrial & Commercial Bank of China Ltd.,Common Stock,0.186,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01398,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01635,HKEX,XHKG,DZUG,"Shanghai Dazhong Public Utilities Group Co., Ltd.",Common Stock,0.186,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01635,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01401,HKEX,XHKG,FUTURE MACH LTD,Sprocomm Intelligence Ltd.,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01401,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08286,HKEX,XHKG,CCOE,"Shanxi Changcheng Microlight Co., Ltd.",Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08286,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,09981,HKEX,XHKG,WOER,"Shenzhen Woer Heat-Shrinkable Material Co., Ltd.",Common Stock,0.19,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::09981,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,80737,HKEX,XHKG,BAY AREA DEV-R,"Shenzhen Investment Holdings Co., Ltd.",Common Stock,0.19,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::80737,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,195A,TSE,XJPX,MUSCAT GROUP Inc.,Ricecurry Inc.,Common Stock,0.19,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::195A,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01763,HKEX,XHKG,CIRC,China Isotope & Radiation Corporation,Common Stock,0.194,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01763,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,03908,HKEX,XHKG,CICC,China International Capital Corporation Limited,Common Stock,0.194,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::03908,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,03997,HKEX,XHKG,TSO,Telecom Service One Holdings Ltd.,Common Stock,0.194,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::03997,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,02039,HKEX,XHKG,CIMC,China International Marine Containers Co. Ltd.,Common Stock,0.195,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::02039,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,EV8,ASX,XASX,EVERLAST MINERALS LTD.,EV8,Common Stock,0.2,deepseek_classify_rename_vs_different_security,pending_deepseek_review,ASX::EV8,ASX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,HIIL,BSE_IN,XBOM,Hindusthan Insulators & Industries Ltd,HIIL,Common Stock,0.2,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::HIIL,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01915,HKEX,XHKG,TAIHE M-FIN,Yangzhou Guangling District Development Co. Ltd.,Common Stock,0.2,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01915,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,06682,HKEX,XHKG,PHANCY,"Beijing Fourth Paradigm Technology Co., Ltd.",Common Stock,0.2,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::06682,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0NEX,LSE,XLON,Orpea SA,Emeis SA,Common Stock,0.2,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0NEX,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0QQI,LSE,XLON,HT5 AG,Centiel AG,Common Stock,0.2,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0QQI,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01165,HKEX,XHKG,SFCE,Shunfeng International Clean Energy Ltd.,Common Stock,0.205,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01165,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01640,HKEX,XHKG,QIAN XUN TECH,Ruicheng China Media Group Ltd.,Common Stock,0.205,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01640,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01698,HKEX,XHKG,TME-SW,Tencent Music Entertainment Group,Common Stock,0.205,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01698,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,TGP,LSE,AIMX,Tekmar Group plc,Orange County Revenue Bonds,Common Stock,0.205,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::TGP,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,RAGHUTOB,BSE_IN,XBOM,Raghunath Tobacco Company Ltd,RTCL Ltd.,Common Stock,0.207,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::RAGHUTOB,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01288,HKEX,XHKG,ABC,Agricultural Bank of China Ltd.,Common Stock,0.207,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01288,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08050,HKEX,XHKG,CITY COOLXUAN,Quantum Thinking Ltd.,Common Stock,0.207,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08050,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0H3Q,LSE,XLON,Deutsche Post AG NA O.N.,DHL Group AG,Common Stock,0.207,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0H3Q,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,1887,TSE,XJPX,JDC CORPORATION,Jardine Strategic Holdings Limited,Common Stock,0.207,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::1887,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,VXXV11,B3,BVMF,GENESIS MULTIESTRATÉGIA FII,VX XVI Fundo de Investimento Imobiliário,REIT,0.209,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::VXXV11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,CLFL,BSE_IN,XBOM,Classic Leasing & Finance Ltd,Ruchi Infrastructure Ltd.,Common Stock,0.213,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::CLFL,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01447,HKEX,XHKG,SFK,SFK Construction Holdings Limited,Common Stock,0.214,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01447,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01931,HKEX,XHKG,ETHK LABS INC.,Ivd Medical Holding Ltd.,Common Stock,0.214,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01931,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08217,HKEX,XHKG,JU FU TANG BIOT,Wmhw Holdings Ltd.,Common Stock,0.214,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08217,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08223,HKEX,XHKG,ZYY,Ziyuanyuan Holdings Group Ltd.,Common Stock,0.214,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08223,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0IE9,LSE,XLON,Semapa,"Semapa - Sociedade de Investimento e Gestão, SGPS, S.A.",Common Stock,0.214,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0IE9,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0J9C,LSE,XLON,Duerr AG,Dürr Aktiengesellschaft,Common Stock,0.214,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0J9C,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,JSTL,BSE_IN,XBOM,Jeevan Scientific Technology Ltd,JSW Steel Ltd.,Common Stock,0.216,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BSE_IN::JSTL,BSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01636,HKEX,XHKG,CMRU,China Metal Resources Utilization Limited,Common Stock,0.216,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01636,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,02312,HKEX,XHKG,LONG INV CORP,China Financial Leasing Group Limited,Common Stock,0.216,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::02312,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,CXCO11,B3,BVMF,CAIXA IMÓVEIS CORPORATIVOS FII RESP LIM,FII CEF Corp,REIT,0.217,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::CXCO11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,02515,HKEX,XHKG,TJCD,"Tianjin Construction Development Co., Ltd.",Common Stock,0.222,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::02515,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,02611,HKEX,XHKG,GTHT,"Guotai Junan Securities Co., Ltd.",Common Stock,0.222,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::02611,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,03323,HKEX,XHKG,CNBM,China National Building Material Co. Ltd.,Common Stock,0.222,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::03323,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08118,HKEX,XHKG,ZHONGZI INTL H,Bortex Global Ltd.,Common Stock,0.222,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08118,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0NNU,LSE,XLON,NV Nederlandsche Apparatenfabriek Nedap,Nedap N.V.,Common Stock,0.222,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0NNU,LSE,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,2970,TSE,XJPX,"GLC GROUP,INC.","Good Life Co., Inc.",Common Stock,0.222,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::2970,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,FATN11,B3,BVMF,BRC RENDA CORPORATIVA FII RESP LIM,FII Athena I Fundo de Investimento Imobiliário,REIT,0.225,deepseek_classify_rename_vs_different_security,pending_deepseek_review,B3::FATN11,Bovespa,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01551,HKEX,XHKG,GRCB,Guangzhou Rural Commercial Bank Co. Ltd.,Common Stock,0.229,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01551,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,03750,HKEX,XHKG,CATL,"Contemporary Amperex Technology Co., Limited",Common Stock,0.229,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::03750,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,03768,HKEX,XHKG,DCWT,"Kunming Dianchi Water Treatment Co., Ltd.",Common Stock,0.229,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::03768,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,08269,HKEX,XHKG,GO UP EDU TECH,Wealth Glory Holdings Ltd.,Common Stock,0.229,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::08269,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,7381,TSE,XJPX,"CCI Group,Inc.",Hokkoku Financial Holdings Inc.,Common Stock,0.229,deepseek_classify_rename_vs_different_security,pending_deepseek_review,TSE::7381,JPX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,ADG,ASX,XASX,ADELONG GOLD LIMITED,Amara Minerals Limited,Common Stock,0.231,deepseek_classify_rename_vs_different_security,pending_deepseek_review,ASX::ADG,ASX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,01421,HKEX,XHKG,PROSP GP INTL,Kingbo Strike Limited,Common Stock,0.231,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::01421,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,06881,HKEX,XHKG,CGS,"China Galaxy Securities Co., Ltd.",Common Stock,0.231,deepseek_classify_rename_vs_different_security,pending_deepseek_review,HKEX::06881,HKEX,batch_c_high_value_international
low_name_similarity|severe_name_mismatch,P2,0KAS,LSE,XLON,Ocwen Financial Corp.,Onity Group Inc.,Common Stock,0.231,deepseek_classify_rename_vs_different_security,pending_deepseek_review,LSE::0KAS,LSE,batch_c_high_value_international
