reason_code,priority,ticker,exchange,mic_code,local_name,twelvedata_name,twelvedata_type,name_score,candidate_action,validation_status,listing_key,twelvedata_exchange,review_batch
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SLMNP,OTC,PINX,A. Schulman Inc,LyondellBasell Industries N.V. 6% Perpetual Preferred Stock,Preferred Stock,0.119,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::SLMNP,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ADAMZ,NASDAQ,XNMS,"Adamas Trust, Inc","New York Mortgage Trust, Inc. - 7.000% Series G Cumulative Redeemable Preferred Stock, $0.01 par value per share",Common Stock,0.124,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::ADAMZ,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,KUST,NASDAQ,XNCM,"Kustom Entertainment, Inc.",Digital Ally Inc.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::KUST,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,YYAI,NASDAQ,XNCM,AiRWA Inc.,Connexa Sports Technologies Inc.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::YYAI,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BFGFF,OTC,PINX,Giant Mining Corp.,Copper One Resources Corp.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BFGFF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,GRPS,OTC,PINX,"Trans American Aquaculture, Inc",Gold River Productions Inc.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::GRPS,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,KNDYF,OTC,PINX,Kenadyr Metals Corp,Algo Grande Copper Corp.,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::KNDYF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,OPORF,OTC,PINX,Open Orphan plc,Hvivo Plc,Common Stock,0.125,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::OPORF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ADAMN,NASDAQ,XNMS,"Adamas Trust, Inc","New York Mortgage Trust, Inc. - 8.00% Series D Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock",Common Stock,0.127,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::ADAMN,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ALBAF,OTC,PINX,Alba Mineral Resources plc,Arkadian Strategic Metals Plc,Common Stock,0.128,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::ALBAF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BCEXF,OTC,PINX,BCE Inc,BCE Inc. Preferred Stock Series V 3.306% Perpetual,Preferred Stock,0.128,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BCEXF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,CVSA,NYSE,XNYS,Covista Inc.,Adtalem Global Education Inc.,Common Stock,0.129,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NYSE::CVSA,NYSE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ESXMF,OTC,PINX,Essex Minerals Inc,Optegra Ventures Inc.,Common Stock,0.133,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::ESXMF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,KYDKF,OTC,PINX,Kyudenko Corporation,Kraftia Corporation,Common Stock,0.133,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::KYDKF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,VTIAF,OTC,PINX,VITA 34 AG,FamiCord AG,Common Stock,0.133,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::VTIAF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ROMO,BATS,BCXE,Strategy Shares Newfound/ReSolve Robust Momentum ETF,RomReal Limited,Common Stock,0.136,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BATS::ROMO,CBOE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BWVI,OTC,PINX,Blue Water Ventures International Inc,"Psycheceutical Bioscience, Inc.",Common Stock,0.138,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BWVI,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,XOMAP,NASDAQ,XNMS,XOMA Corp,XOMA Royalty Corporation 8.625% Perpetual Preferred Stock Series A,Preferred Stock,0.14,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::XOMAP,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ODTC,OTC,PINX,Odonate Therapeutics,FNCL 2.5 2013 USB Float,Common Stock,0.14,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::ODTC,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,TETAA,OTC,PINX,"Alpha G Investment Management, Inc.",Teton Advisors Inc.,Common Stock,0.14,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::TETAA,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,TETAB,OTC,PINX,"Alpha G Investment Management, Inc.",Teton Advisors Inc.,Common Stock,0.14,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::TETAB,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,GOFPY,OTC,PINX,Allwyn AG,Opap S.A.,American Depositary Receipt,0.143,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::GOFPY,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,RDAR,OTC,PINX,"Telvantis, Inc.",Raadr Inc.,Common Stock,0.143,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::RDAR,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,QNTPF,OTC,PINX,QUANTUMPHARM INC.,XtalPi Holdings Limited,Common Stock,0.148,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::QNTPF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SUIG,NASDAQ,XNMS,SUI Group Holdings Limited,"Mill City Ventures III, Ltd.",Common Stock,0.15,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::SUIG,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,AMSSY,OTC,PINX,ams AG,ams-OSRAM AG American Depositary Receipt,American Depositary Receipt,0.15,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::AMSSY,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,AIOS,NASDAQ,XNMS,AIOS Tech Inc.,"NiSun International Enterprise Development Group Co., Ltd. Class A",Common Stock,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::AIOS,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,NXTS,NASDAQ,XNMS,Nexentis Technologies Inc.,"N2OFF, Inc.",Common Stock,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::NXTS,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,OBAI,NASDAQ,XNMS,"Our Bond, Inc.","TG-17, Inc.",Common Stock,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::OBAI,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,GRKZF,OTC,PINX,Greek Organization of Football Prognostics S.A,Allwyn AG,Common Stock,0.154,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::GRKZF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BUSEP,NASDAQ,XNGS,First Busey Corporation,"First Busey Corporation 8.25% Series B Non-Cumulative Perpetual Preferred Stock, Depositary Shares, each representing a 1/40th interest in a share",Preferred Stock,0.155,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::BUSEP,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SOLM,BATS,BCXE,Amplify Solana 3% Monthly Option Income ETF,SOL S.p.A.,Common Stock,0.157,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BATS::SOLM,CBOE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,MURGY,OTC,PINX,Munich Reinsurance Company,Münchener Rückversicherungs-Gesellschaft Aktiengesellschaft ADR,American Depositary Receipt,0.157,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::MURGY,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,GLBL,BATS,BCXE,Pacer Funds Trust Pacer MSCI Wo,Glanbia plc,Common Stock,0.158,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BATS::GLBL,CBOE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,EMDF,OTC,PINX,Garrison Film Productions Inc.,E Med Future Inc.,Common Stock,0.162,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::EMDF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,PRCX,OTC,PINX,Resort Savers Inc,Phoenix Rising Companies Inc.,Common Stock,0.162,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::PRCX,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,DECP,BATS,BCXE,PGIM US Large-Cap Buffer 12 ETF - December,JCDecaux SE,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BATS::DECP,CBOE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,APAD,NASDAQ,XNMS,A Paradise Acquisition Corp.,Enhanced Group Inc.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::APAD,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SBLX,NASDAQ,XNMS,"StableX Technologies, Inc.","AYRO, Inc.",Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::SBLX,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,CITR,NYSE MKT,XASE,CitroTech Inc.,General Enterprise Ventures Inc.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NYSE MKT::CITR,NYSE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,HWKRF,OTC,PINX,Hawkmoon Resources Corp,Earthwise Minerals Corp.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::HWKRF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ILXP,OTC,PINX,ECOMINAS CORP.,International Luxury Product Inc.,Common Stock,0.167,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::ILXP,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,GIG,NASDAQ,XNMS,GigCapital7 Corp. Class A Ordinary Share,Hadron Energy Inc.,Common Stock,0.17,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::GIG,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,RCCMF,OTC,PINX,Nippon Dragon Resources Inc,G.E.T.T. Gold Inc.,Common Stock,0.171,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::RCCMF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SONM,NASDAQ,XNCM,"DNA X, Inc.",Sonim Technologies Inc.,Common Stock,0.174,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::SONM,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,VSTD,NASDAQ,XNMS,Vestand Inc.,Yoshiharu Global Co.,Common Stock,0.174,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::VSTD,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BBBT,OTC,PINX,Digital Development Partners Inc,Black Bird Biotech Inc.,Common Stock,0.174,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BBBT,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,MAJI,OTC,PINX,Nextel Medical Corp.,Marijuana Inc.,Common Stock,0.174,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::MAJI,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,YI,NASDAQ,XNMS,111 Inc,"111, Inc. American Depositary Receipt",American Depositary Receipt,0.176,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::YI,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,MSOVF,OTC,PSGM,Greatbanks Resources Ltd,GOLDHILLS HLDG LTD.,Common Stock,0.176,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::MSOVF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,ZHDM,OTC,PINX,Ainnova Tech,Zhong Hui Dao Ming Copper Holding Ltd.,Common Stock,0.178,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::ZHDM,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,CAAOF,OTC,PINX,Cannabis One Holdings Inc,Indvr Brands Inc.,Common Stock,0.182,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::CAAOF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,CICN,OTC,PINX,Cicero Inc,SMS Alternatives Inc.,Common Stock,0.182,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::CICN,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,DLAD,OTC,EXPM,Cabal Communications Corporation,DealerAdvance Inc.,Common Stock,0.182,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::DLAD,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,WNRC,OTC,PINX,Superhero Scramble Inc,Wenr Corporation,Common Stock,0.182,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::WNRC,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,MLYCF,OTC,PINX,American CuMo Mining Corporation,Multi Metal Development Ltd.,Common Stock,0.186,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::MLYCF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BECEF,OTC,PINX,BCE Inc,BCE Preferred Stock Series CN,Preferred Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BECEF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BRQL,OTC,PINX,DYNAMIC AEROSPACE SYSTEMS Corp,Brooqly Inc.,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BRQL,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,CYJBY,OTC,PINX,Hiab Oyj,Cargotec Corporation Unsponsored ADR,American Depositary Receipt,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::CYJBY,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,HPYCF,OTC,PINX,Happy Creek Minerals Ltd,Fox Tungsten Ltd.,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::HPYCF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,IWGFF,OTC,PINX,IWG PLC,International Workplace Group plc,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::IWGFF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,MSGP,OTC,PINX,Kenergy Scientific Inc,Medsmart Group Inc.,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::MSGP,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,PFFOF,OTC,PINX,Portofino Resources Inc,LatAm Lithium Corp.,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::PFFOF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SMNRF,OTC,PINX,FNX Inc.,FNX Inc. Subordinate Voting Shares,Common Stock,0.188,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::SMNRF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,TENM,BATS,BCXE,ishares Large Cap 10% Target Buffer Mar ETF,Tenaris S.A.,Common Stock,0.189,deepseek_classify_rename_vs_different_security,pending_deepseek_review,BATS::TENM,CBOE,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,LONA,NASDAQ,XNCM,"LeonaBio, Inc.",Athira Pharma Inc.,Common Stock,0.19,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::LONA,NASDAQ,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,DDNFD,OTC,PINX,DDNFD,ADAMERA MINERALS CORP,Common Stock,0.19,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::DDNFD,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,LGLOF,OTC,PINX,Link Global Technologies Inc,Green Block Mining Corp.,Common Stock,0.19,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::LGLOF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,BZQIY,OTC,PINX,Bezeq Corp Ltd,Bezeq The Israeli Telecommunication Corp Limited Unsponsored ADR,American Depositary Receipt,0.192,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::BZQIY,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,CMCXF,OTC,PINX,CMC Metals Ltd,Walker Lane Resources Ltd.,Common Stock,0.194,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::CMCXF,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,GSTC,OTC,PINX,AngioSoma Inc,Globestar Therapeutics Corp.,Common Stock,0.194,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::GSTC,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,JGCCY,OTC,PINX,JGC Corp,JGC Holdings Corp. Unsponsored ADR,American Depositary Receipt,0.194,deepseek_classify_rename_vs_different_security,pending_deepseek_review,OTC::JGCCY,OTC,batch_a_us_core
low_name_similarity|severe_name_mismatch|batch_a_us_core,P0,SRTA,NASDAQ,XNMS,"Strata Critical Medical, Inc.","Blade Air Mobility, Inc.",Common Stock,0.195,deepseek_classify_rename_vs_different_security,pending_deepseek_review,NASDAQ::SRTA,NASDAQ,batch_a_us_core
