ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_sector,tv_industry,sector_update,decision
HBUD,SGX,Baidu HK SDR 10to1,HBUD,"Baidu, Inc. Shs UnSp Singapore Depositary Receipt Repr 1/10 Sh",SGX,dr,Technology Services,Internet Software/Services,,asset_type_mismatch
HCAR3,B3,HOSPITAL CARE CALEDONIA S.A.,,,,,,,,no_tradingview_match
HCCD,SGX,CATL HK SDR 30to1,HCCD,"Contemporary Amperex Technology Co., Limited Shs UnSp Singapore Depositary Receipt Repr 1/30 Sh",SGX,dr,Producer Manufacturing,Electrical Products,,asset_type_mismatch
HCF,ASX,H&G HIGH CONVICTION LIMITED,HCF,H&G High Conviction Ltd.,ASX,stock,Finance,Financial Conglomerates,,unsupported_sector
HCMD,SGX,CN Mobile HK SDR 5to1,HCMD,China Mobile Limited Shs UnSp Singapore Depositary Receipt Repr 1/5 Sh,SGX,dr,Communications,Specialty Telecommunications,,asset_type_mismatch
HCO.P,TSXV,Hansco Capital Corp.,HCO.P,Hansco Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HEART,STO,Real Heart,HEART,Scandinavian Real Heart AB,OMXSTO,stock,Health Technology,Medical Specialties,Health Care,accept
HEC.P,TSXV,Haviland Enviro Corp.,HEC.P,Haviland Enviro Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HEDA3,B3,HEDERA INVESTIMENTOS E PARTICIPAÇÕES S.A,,,,,,,,no_tradingview_match
HEN3,XETRA,HENKEL AG+CO.KGAA VZO,HEN3,Henkel AG & Co. KGaA Pref,XETR,stock,Process Industries,Industrial Specialties,,name_mismatch
HERNO-B,STO,Vuxen Group AB,HERNO_B,Herno Gin AB Class B,OMXSTO,stock,Retail Trade,Specialty Stores,,name_mismatch
HEXI,STO,Hexicon AB,HEXI,Hexicon AB,OMXSTO,stock,Industrial Services,Engineering & Construction,Industrials,accept
HGGE,TASE,Hagag Europe Development ZF Ltd,HGGE,HAGAG EUROPE DEVELOPMENT Z.F. LTD,TASE,stock,Finance,Real Estate Development,Real Estate,accept
HGM,HNX,Công ty cổ phần Cơ khí và Khoáng sản Hà Giang,HGM,Ha Giang Mineral & Mechanics JSC,HNX,stock,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
HGMD,SGX,Geely Auto HK SDR 2to1,HGMD,Geely Auto HK SDR 2to1,SGX,dr,,,,asset_type_mismatch
HHPG,LSE,HON HAI PRECISION INDUSTRY CO LD GDR (EACH REPR 2 SHS)(144A),HHPG,"Hon Hai Precision Industry Co., Ltd. Sponsored GDR 144A",LSE,dr,Electronic Technology,Computer Peripherals,,asset_type_mismatch
HHZD,SGX,HorizonRobo HK SDR1to1,HHZD,Horizon Robotics UnSp Singapore Depositary Receipt Repr 1 Sh,SGX,dr,Technology Services,Packaged Software,,asset_type_mismatch
HIGHCO-B,STO,High Coast Distillery AB,HIGHCO_B,High Coast Distillery AB Class B,OMXSTO,stock,Consumer Non-Durables,Beverages: Alcoholic,Consumer Staples,accept
HILB-B,STO,Hilbert Group AB Series B,HILB_B,Hilbert Group AB Class B,OMXSTO,stock,Technology Services,Packaged Software,,name_mismatch
HIPR,TASE,Hiper Global Ltd,HIPR,HIPER GLOBAL LTD,TASE,stock,Distribution Services,Electronics Distributors,Industrials,accept
HJDD,SGX,JD HK SDR 10to1,HJDD,"JD.com, Inc. Shs UnSp Singapore Depositary Receipt Repr 1/10 Sh",SGX,dr,Retail Trade,Internet Retail,,asset_type_mismatch
HJS,HNX,Nam Mu Hydropower JSC,HJS,Nam Mu Hydropower JSC,HNX,stock,Utilities,Electric Utilities,Utilities,accept
HKUD,SGX,Kuaishou HK SDR 5to1,HKUD,Kuaishou HK SDR 5to1,SGX,dr,,,,asset_type_mismatch
HLC,HNX,Vinacomin Ha Lam Coal JSC,HLC,Vinacomin - HaLam Coal JSC,HNX,stock,Distribution Services,Wholesale Distributors,Industrials,accept
HLD,HNX,HUDLAND Real Estate Investment and Development,HLD,Hudland Real Estate Investment & Development JSC,HNX,stock,Consumer Durables,Homebuilding,Consumer Discretionary,accept
HLGYO,BIST,HALK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,HLGYO,Halk Gayrimenkul Yatirim Ortakligi AS,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
HLJP3,B3,HOTEL LAJE DE PEDRA S.A.,,,,,,,,no_tradingview_match
HLPD,LSE,HELLENIQ ENERGY HOLDINGS S.A. GDS (REPR 1 ORD SHS GRD500)(REG S),,,,,,,,no_tradingview_match
HMH,HNX,Hai Minh Corp,HMH,Hai Minh Corporation,HNX,stock,Transportation,Other Transportation,Industrials,accept
HMTD,SGX,Meituan HK SDR 5to1,HMTD,Meituan Shs UnSp Singapore Depositary Receipt Repr 1/5 Sh,SGX,dr,Technology Services,Packaged Software,,asset_type_mismatch
HNDA,NEO,HONDA MOTOR CO LTD CDR (CAD Hedged),HNDA,"Honda Motor Co., Ltd. Sponsored Canadian Depository Receipt Hedged Reg",NEO,dr,Consumer Durables,Motor Vehicles,,asset_type_mismatch
HO.P,TSXV,H2 Ventures 1 Inc.,HO.P,"H2 Ventures 1, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HOAM5,B3,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,,no_tradingview_match
HOAM6,B3,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,,no_tradingview_match
HOLDFL,STO,Holdflight,,,,,,,,no_tradingview_match
HOM,HNX,Công ty cổ phần Xi măng VICEM Hoàng Mai,HOM,VICEM Hoang Mai Cement JSC,HNX,stock,Non-Energy Minerals,Construction Materials,,name_mismatch
HOME-B,STO,HomeMaid AB,,,,,,,,no_tradingview_match
HOTEL,STO,Hotel Fast SSE,HOTEL,Hotel Fast SSE AB,OMXSTO,stock,Consumer Services,Hotels/Resorts/Cruise lines,Consumer Discretionary,accept
HP3,XETRA,RINGMETALL SE NA O.N.,,,,,,,,no_tradingview_match
HPAD,SGX,Ping An Ins HK SDR2to1,HPAD,"Ping An Insurance (Group) Company of China, Ltd. Shs UnSp Singapore Depositary Receipt Repr 1/2 Sh",SGX,dr,Finance,Multi-Line Insurance,,asset_type_mismatch
HPCD,SGX,PetroCN HK SDR 1to2,HPCD,"PetroChina Co., Ltd. Shs UnSp Singapore Depositary Receipt Repr 2/1 Sh",SGX,dr,Energy Minerals,Integrated Oil,,asset_type_mismatch
HPPD,SGX,POP MART HK SDR 20to1,HPPD,Pop Mart International Group Limited Shs UnSp Singapore Depositary Receipt Repr 1/20 Sh,SGX,dr,Consumer Services,Movies/Entertainment,,asset_type_mismatch
HQU,SGX,Oiltek,HQU,Oiltek International Limited,SGX,stock,Energy Minerals,Oil Refining/Marketing,,name_mismatch
HRC.P,TSXV,Hoshi Resource Corp.,HRC.P,Hoshi Resource Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
HREE,LSE,Harena Rare Earths Plc,HREE,Harena Rare Earths Plc,LSE,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
HRMNYCP,BSE_IN,Harmony Capital Service Ltd,HRMNYCP,Harmony Capital Services Ltd.,BSE,stock,Finance,Financial Conglomerates,,name_mismatch
HRMS,TSX,Hermès CDR (CAD Hedged),HRMS,Hermes International S.A. Shs Unsponsored Canadian Depository Receipt Hedged,TSX,dr,Consumer Non-Durables,Apparel/Footwear,,asset_type_mismatch
HSBK,LSE,Halyk Bank of Kazakhstan Joint Stock Company,,,,,,,,no_tradingview_match
HSHD,SGX,HSBC HK SDR 5to1,HSHD,HSBC Holdings Plc Shs UnSp Singapore Depositary Receipt Repr 1/5 Sh,SGX,dr,Finance,Major Banks,,asset_type_mismatch
HTCD,SGX,Tencent HK SDR 10to1,HTCD,Tencent Holdings Ltd Shs UnSp Singapore Depositary Receipt Repr 1/10 Sh,SGX,dr,Technology Services,Packaged Software,,asset_type_mismatch
HTGD,SGX,Trip.com HK SDR 50to1,HTGD,Trip.com Group Ltd. Shs UnSp Singapore Depositary Receipt Repr 1/50 Sh,SGX,dr,Consumer Services,Other Consumer Services,,asset_type_mismatch
HUD,LSE,Huddled Group Plc,HUD,Huddled Group PLC,LSE,stock,Electronic Technology,Electronic Equipment/Instruments,Information Technology,accept
HUI,LSE,HYDROGEN UTOPIA INTERNATIONAL PLC,HUI,Hydrogen Utopia International PLC,LSE,stock,Industrial Services,Environmental Services,Industrials,accept
HULT-B,STO,Hultström Group B,HULT_B,Hultstrom Group AB(publ) Class B,OMXSTO,stock,Industrial Services,Engineering & Construction,Industrials,accept
HUUD,SGX,UBTECHRobo HK SDR10to1,HUUD,UBTECHRobo HK SDR10to1,SGX,dr,,,,asset_type_mismatch
HVO,LSE,hVIVO plc,HVO,hVIVO plc,LSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
HXXD,SGX,Xiaomi HK SDR 2to1,HXXD,Xiaomi Corporation Shs UnSp Singapore Depositary Receipt Repr 1/2 Sh,SGX,dr,Electronic Technology,Telecommunications Equipment,,asset_type_mismatch
HYAC-UN,NYSE,Haymaker Acquisition Corp. 4,,,,,,,,no_tradingview_match
HYDD,SGX,BYD HK SDR 10to1,HYDD,BYD Company Limited Shs UnSp Singapore Depositary Receipt Repr 1/10 Sh,SGX,dr,Producer Manufacturing,Electrical Products,,asset_type_mismatch
HZGD,SGX,Zijin Gld HK SDR 10to1,HZGD,Zijin Gold International Company Limited Shs UnSp Singapore Depositary Receipt Repr 1/10 Sh,SGX,dr,Non-Energy Minerals,Precious Metals,,asset_type_mismatch
IAD,LSE,Invesco Asia Dragon Trust plc,IAD,Invesco Asia Dragon Trust PLC GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
IARG,TASE,Iargento Hi Tech Assets Limited Partnership,IARG,iArgento High Tech Assets Limited Partnership,TASE,stock,Finance,Financial Conglomerates,,unsupported_sector
IBKD,SGX,BBCA ID SDR 1to2,IBKD,PT Bank Central Asia Tbk UnSp Singapore Depositary Receipt Repr 2/1 Sh,SGX,dr,Finance,Major Banks,,asset_type_mismatch
ICBR3,B3,INTERCEMENT BRASIL S.A.,,,,,,,,no_tradingview_match
ICFG,LSE,ICFG Limited,ICFG,Icfg Limited,LSE,stock,Technology Services,Information Technology Services,,name_mismatch
ICGH,TSXV,IC Group Holdings Inc.,ICGH,IC Group Holdings Inc.,TSXV,stock,Finance,Financial Conglomerates,,name_mismatch
ICI.P,TSXV,Inceptus Capital Ltd.,,,,,,,,no_tradingview_match
ICP,XETRA,Panamax New Energy AG,,,,,,,,no_tradingview_match
ICRS,TSXV,Icarus Capital Corp.,ICRS,Icarus Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ICUGS,BIST,ICU GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,ICUGS,ICU Girisim Sermayesi Yatirim Ortakligi A.S.,BIST,stock,Finance,Investment Managers,Financials,accept
ICWY.P,TSXV,ICWHY Capital Ventures Inc.,ICWY.P,ICWHY Capital Ventures Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
IDC,HNX,Idico Corporation JSC,IDC,IDICO Corp. JSC,HNX,stock,Utilities,Electric Utilities,Utilities,accept
IDJ,HNX,IDJ FINANCIAL,IDJ,IDJ Vietnam Investment Joint Stock Company,HNX,stock,Finance,Real Estate Development,,name_mismatch
IDLDX,STO,Neovici Holding AB (publ),IDLDX,IDL Diagnostics AB,OMXSTO,stock,Health Technology,Medical Specialties,,name_mismatch
IDNT,TASE,Identi Healthcare Ltd,IDNT,IDENTI HEALTHCARE LTD,TASE,stock,Technology Services,Information Technology Services,Information Technology,accept
IF1,ASX,"IBERDROLA FINANZAS, S.A.U.",,,,,,,,no_tradingview_match
IGBT-UN,TSX,2028 Investment Grade Bond Trust,IGBT.UN,2028 Investment Grade Bond Trust Trust Units F,TSX,fund,,,,asset_type_mismatch
IICD,SGX,IDFD CBP ID SDR 1to2,IICD,PT Indofood CBP Sukses Makmur Tbk Shs UnSp Singapore Depositary Receipt Repr 2/1 Sh,SGX,dr,Consumer Non-Durables,Food: Specialty/Candy,,asset_type_mismatch
IKC.P,TSXV,Ikigai Capital Corp.,IKC.P,Ikigai Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
IKIV,LSE,Ikigai Ventures Ltd,IKIV,Ikigai Ventures Limited,LSE,stock,Finance,Financial Conglomerates,,unsupported_sector
ILDA,TASE,The Israel Land Development Company Ltd,,,,,,,,no_tradingview_match
IMED,TASE,Imed Infinity Medical-Limited Partnership,IMED,IMED Infinity Medical - Limited Partnership,TASE,stock,Finance,Investment Managers,Financials,accept
IMPT,TSXV,Impact Development Group Inc.,IMPT,Impact Development Group Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
INGS,TSX,ING CDR (CAD Hedged),INGS,ING Groep N.V. CAD Hedged CIBC CDR,TSX,dr,Finance,Major Banks,,asset_type_mismatch
INHD,NASDAQ,Inno Holdings Inc. Common Stock,INHD,"Inno Holdings, Inc.",NASDAQ,stock,Producer Manufacturing,Building Products,,name_mismatch
INIT,STO,Initiator Pharma A/S,INIT,Initiator Pharma A/S,OMXSTO,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
INTEA-B,STO,Intea Fastigheter B,INTEA_B,Intea Fastigheter AB Class B,OMXSTO,stock,Finance,Real Estate Development,Real Estate,accept
INTEA-D,STO,Intea Fastigheter D,INTEA_D,Intea Fastigheter AB Class D,OMXSTO,stock,Finance,Real Estate Development,Real Estate,accept
INVICTA,NSE_IN,Invicta Diagnostic Limited,INVICTA,Invicta Diagnostic limited,NSE,stock,,,,unsupported_sector
INW,XETRA,GBS SOFTWARE AG,INW,GBS Software AG,XETR,stock,Technology Services,Internet Software/Services,Information Technology,accept
IOC,JSE,iOCO Limited,IOC,iOCO Limited,JSE,stock,Technology Services,Information Technology Services,,name_mismatch
IOS,XETRA,IONOS GROUP SE NA O.N.,IOS,IONOS Group SE,XETR,stock,Technology Services,Data Processing Services,,name_mismatch
IPNN3,B3,TESTE IPN VS SA,,,,,,,,no_tradingview_match
IQL,XETRA,"IQ INTERNATIONAL AG         SF-,01",,,,,,,,no_tradingview_match
IRX,ASX,Inhalerx Ltd,,,,,,,,no_tradingview_match
ISATR,BIST,TÜRKİYE İŞ BANKASI A.Ş.,ISATR,Turkiye Is Bankasi Anonim Sirketi Class A,BIST,stock,Finance,Major Banks,Financials,accept
ISBTR,BIST,TÜRKİYE İŞ BANKASI A.Ş.,ISBTR,Turkiye Is Bankasi Anonim Sirketi Class B,BIST,stock,Finance,Major Banks,Financials,accept
ISGSY,BIST,İŞ GİRİŞİM SERMAYESİ YATIRIM ORTAKLIĞI A.Ş.,ISGSY,Is Girisim Sermayesi Yatirim Ortakligi A.S.,BIST,fund,Finance,Investment Managers,,asset_type_mismatch
ISHO,TASE,ISRAS HOLDINGS LTD,ISHO,ISRAS HOLDINGS LTD,TASE,stock,Finance,Real Estate Development,Real Estate,accept
ISI,TASE,Imagesat International ISI Ltd,ISI,ImageSat International (ISI),TASE,stock,Technology Services,Packaged Software,Information Technology,accept
ISIFHLSDG,BSE_IN,iSIF Hybrid Long-Short Fund - Direct Plan - Growth,ISIFHLSDG,iSIF Hybrid Long-Short Fund - Direct Plan - Growth Units - Direct Plan - Growth,BSE,fund,,,,asset_type_mismatch
ISIFHLSG,BSE_IN,iSIF Hybrid Long-Short Fund - Growth,ISIFHLSG,iSIF Hybrid Long-Short Fund - Growth Units -Growth,BSE,fund,,,,asset_type_mismatch
ISKUR,BIST,TÜRKİYE İŞ BANKASI A.Ş.,ISKUR,Turkiye Is Bankasi Anonim Sirketi,BIST,stock,Finance,Major Banks,Financials,accept
ISYAT,BIST,İŞ YATIRIM ORTAKLIĞI A.Ş.,ISYAT,Is Yatirim Ortakligi A.S.,BIST,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
ITIM,LSE,Itim Group PLC,ITIM,Itim Group PLC,LSE,stock,Technology Services,Information Technology Services,,name_mismatch
ITKD,SGX,TLKM ID SDR 1to5,ITKD,PT Telkom Indonesia (Persero) Tbk Shs UnSp Singapore Depositary Receipt Repr 5/1 Sh,SGX,dr,Communications,Wireless Telecommunications,,asset_type_mismatch
IVLG3B,B3,INVITEL LEGACY S.A.,,,,,,,,no_tradingview_match
J03,SGX,Jadason,J03,Jadason Enterprises Ltd,SGX,stock,Producer Manufacturing,Industrial Machinery,,name_mismatch
J85,SGX,CDL HTrust,J85,CDL Hospitality Trusts,SGX,stock,Finance,Real Estate Investment Trusts,,name_mismatch
JCBA6,B3,J C BARRETTO FERTILIZANTES S.A.,,,,,,,,no_tradingview_match
JCFN,TASE,Jacob Finance And Investments Ltd,JCFN,Jacob Finance & Investments Ltd.,TASE,stock,Finance,Finance/Rental/Leasing,Financials,accept
JCI-H,TSXV,JM CAPITAL II CORP,JCI.H,JM Capital II Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JDC,XETRA,JDC GROUP AG O.N.,JDC,JDC Group AG,XETR,stock,Finance,Investment Managers,,name_mismatch
JDL,BSE_IN,Jaisukh Dealers Ltd,,,,,,,,no_tradingview_match
JEDT,LSE,JPMorgan Euro Small Companies Trust Plc,JEDT,JPMorgan European Discovery Trust plc,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JEGI,LSE,JPMorgan European Growth & Income plc,JEGI,JPMorgan European Growth & Income PLC GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JHDA,LSE,JAMES HALSTEAD PLC 5.5% CUM PRF #1,JHDA,James Halstead PLC 5 1/2 % Cum.Pref.Shs,LSE,stock,Producer Manufacturing,Building Products,Industrials,accept
JIGI,LSE,JPMorgan India Growth & Income PLC,JIGI,JPMorgan India Growth & Income PLC GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JMGCORP,BSE_IN,JMG Corporation Ltd,JMGCORP,JMG Corporation Limited,BSE,stock,Commercial Services,Miscellaneous Commercial Services,,name_mismatch
JMGI,LSE,JPMorgan Emerging Markets Investment Trust plc,JMGI,JPMorgan Emerging Markets Growth & Income PLC GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JNGO,TASE,Jungo Connectivity Ltd,JNGO,Jungo Connectivity Ltd,TASE,stock,Technology Services,Packaged Software,Information Technology,accept
JOJO.P,TSXV,Jo-Jo Capital Canada Ltd.,JOJO.P,Jo-Jo Capital Canada Ltd.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JTWO,TSXV,J2 Metals Inc.,JTWO,J2 Metals Incorporation,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
JUGI,LSE,JPMorgan UK Small Cap Growth & Income Plc,JUGI,JPMorgan UK Small Cap Growth & Income plc GBP,LSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JVR.P,TSXV,JVR Ventures Inc.,JVR.P,"JVR Ventures, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
K29,SGX,Karin Tech,K29,Karin Technology Holdings Limited,SGX,stock,Technology Services,Information Technology Services,,name_mismatch
K33,STO,K33 AB (publ),K33,K33 AB,OMXSTO,stock,Technology Services,Information Technology Services,,name_mismatch
K75,SGX,Koh Bros,K75,Koh Brothers Group Limited,SGX,stock,Industrial Services,Engineering & Construction,,name_mismatch
KA1,XETRA,HAUSVORTEIL AG NA O.N.,KA1,HausVorteil AG,XETR,stock,Finance,Real Estate Development,,name_mismatch
KALM.P,TSXV,Kalma Capital Corp.,KALM.P,Kalma Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KALS5,B3,KA 2 LAUNDRY SERVICES S.A.,,,,,,,,no_tradingview_match
KALU3,B3,KALUNGA S.A,,,,,,,,no_tradingview_match
KARNEL-B,STO,Karnell,KARNEL_B,Karnell Group AB Class B,OMXSTO,stock,Producer Manufacturing,Trucks/Construction/Farm Machinery,Industrials,accept
KCHOL,BIST,KOÇ HOLDİNG A.Ş.,KCHOL,Koc Holding A.S.,BIST,stock,Energy Minerals,Oil Refining/Marketing,,name_mismatch
KCO0,XETRA,KLOECKNER + CO SE NA VERK,KCO0,Kloeckner & Co SE TEMP,XETR,stock,Non-Energy Minerals,Steel,,name_mismatch
KDM,HNX,New Residential Urban Development Holdings Corp,KDM,GCL Group JSC,HNX,stock,Industrial Services,Engineering & Construction,,name_mismatch
KFW,ASX,KFW,,,,,,,,no_tradingview_match
KHS,HNX,Kien Hung JSC VN,KHS,Kien Hung JSC,HNX,stock,Consumer Non-Durables,Food: Meat/Fish/Dairy,Consumer Staples,accept
KILI,STO,Kiliaro AB,,,,,,,,no_tradingview_match
KITW,LSE,Kitwave Group PLC,,,,,,,,no_tradingview_match
KJ5,SGX,BBR,KJ5,BBR Holdings (S) Ltd,SGX,stock,Industrial Services,Engineering & Construction,,name_mismatch
KJELL,STO,Kjell Group AB,KJELL,Kjell Group AB,OMXSTO,stock,Retail Trade,Internet Retail,Consumer Discretionary,accept
KKL.P,TSXV,Kelly Ventures Ltd.,KKL.P,Kelly Ventures Ltd.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KKRT,NYSE,KKR & Co. Inc. 6.875% Subordina,,,,,,,,no_tradingview_match
KLARA-B,STO,KlaraBo Sverige AB Series B,KLARA_B,KlaraBo Sverige AB Class B,OMXSTO,stock,Finance,Real Estate Development,Real Estate,accept
KLIMAT,STO,Klimator AB,KLIMAT,Klimator AB,OMXSTO,stock,Technology Services,Data Processing Services,Information Technology,accept
KLSO,LSE,Kelso Group Holdings PLC,KLSO,Kelso Group Holdings PLC,LSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
KLX,TSXV,Klimat X Developments Inc.,,,,,,,,no_tradingview_match
KOBR-B,STO,Kopparbergs Bryggeri AB,,,,,,,,no_tradingview_match
KOCMT,BIST,KOÇ METALURJİ A.Ş.,KOCMT,Koc Metalurji AS,BIST,stock,Non-Energy Minerals,Steel,Materials,accept
KOVO,TSXV,Kovo Healthtech Corp,KOVO,Kovo+ Holdings Inc,TSXV,stock,Technology Services,Information Technology Services,,name_mismatch
KPEN.P,TSXV,KP3993 Resources Inc.,KPEN.P,KP3993 Resources Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KRDMA,BIST,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KRDMA,Kardemir Karabiik Demir celik Sanayi ve Ticaret A.S. Class A,BIST,stock,Non-Energy Minerals,Steel,Materials,accept
KRDMB,BIST,KARDEMİR KARABÜK DEMİR ÇELİK SANAYİ VE TİCARET A.Ş.,KRDMB,Kardemir Karabiik Demir celik Sanayi ve Ticaret A.S. Class B,BIST,stock,Non-Energy Minerals,Steel,Materials,accept
KRISHPP,BSE_IN,KRISHIVAL FOODS Ltd,KRISHPP,Krishival Foods Ltd TEMP,BSE,stock,,,,unsupported_sector
KSD,HNX,CTCP Đầu tư DNA,KSD,DNA Investment JSC,HNX,stock,Consumer Durables,Electronics/Appliances,,name_mismatch
KSF,HNX,KSFinance Group JSC,KSF,Sunshine Group Joint Stock Company,HNX,stock,Finance,Real Estate Development,,name_mismatch
KSTN,TASE,Keystone Reit Ltd,KSTN,KEYSTONE INFRA LTD,TASE,stock,Finance,Financial Conglomerates,,name_mismatch
KSV,HNX,Vinacomin Minerals Holding Corp,KSV,Vinacomin - Minerals Holding Corporation,HNX,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
KTS,HNX,CTCP Đường KonTum,KTS,Kon Tum Sugar JSC,HNX,stock,Process Industries,Agricultural Commodities/Milling,,name_mismatch
KUAI.P,TSXV,Kua Investments Inc.,KUAI.P,Kua Investments Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
KUH,SGX,TSH,KUH,TSH Corporation Limited,SGX,stock,Consumer Durables,Electronics/Appliances,,name_mismatch
KUO,SGX,Intl Cement,KUO,International Cement Group Ltd.,SGX,stock,Non-Energy Minerals,Construction Materials,,name_mismatch
KUX,SGX,OIO,KUX,OIO Holdings Ltd.,SGX,stock,Industrial Services,Engineering & Construction,,name_mismatch
KVIX,STO,Kvix AB (Publ),,,,,,,,no_tradingview_match
KYB,SGX,FoodInnovators,KYB,Food Innovators Holdings Limited,SGX,stock,Miscellaneous,Miscellaneous,,name_mismatch
KZBGY,BIST,KIZILBÜK GAYRİMENKUL YATIRIM ORTAKLIĞI A.Ş.,KZBGY,KIZILBUK GAYRIMENKUL YATIRIM ORTAKLIGI A.S.,BIST,stock,Finance,Real Estate Investment Trusts,Real Estate,accept
L14,HNX,LICOGI 14,L14,Licogi 14 JSC,HNX,stock,Consumer Durables,Homebuilding,,name_mismatch
L18,HNX,Construction And Investment JSC No 18,L18,Construction & Investment JSC No. 18,HNX,stock,Industrial Services,Engineering & Construction,Industrials,accept
LAIR,STO,LightAir,,,,,,,,no_tradingview_match
LAS,HNX,LAM THAO FERTI,LAS,Lam Thao Fertilizers & Chemicals JSC,HNX,stock,Process Industries,Chemicals: Agricultural,,name_mismatch
LAZT3,B3,LAGO AZUL TRANSMISSO S.A.,,,,,,,,no_tradingview_match
LBG,LSE,LBG Media PLC,LBG,LBG Media Plc,LSE,stock,Commercial Services,Commercial Printing/Forms,,unsupported_sector
LCC,SGX,Lum Chang Creat,LCC,Lum Chang Creations Limited,SGX,stock,Industrial Services,Engineering & Construction,,name_mismatch
LCX,TSXV,Lycos Energy Inc.,LCX,Lycos Energy Inc,TSXV,stock,Miscellaneous,Miscellaneous,,unsupported_sector
LDB.P,TSXV,LDB Capital Corp.,LDB.P,LDB Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
LEGY,TSXV,Legacy Gold Mines Ltd.,LEGY,Legacy Gold Mines Ltd,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
LEH,XETRA,Lampetia AG,,,,,,,,no_tradingview_match
LEND,LSE,Sancus Lending Group Ltd,LEND,Sancus Lending Group Limited,LSE,stock,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
LEOW,XETRA,Leo International Precision Health AG,,,,,,,,no_tradingview_match
LEVEL,STO,Nordic LEVEL Group AB,LEVEL,Nordic LEVEL Group AB Class B,OMXSTO,stock,Consumer Services,Broadcasting,Communication Services,accept
LFC.P,TSXV,Left Field Capital Corp.,LFC.P,Left Field Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
LIG,HNX,LICOGI 13,LIG,Licogi 13 JSC,HNX,stock,Industrial Services,Engineering & Construction,,name_mismatch
LIKE,LSE,Likewise Group PLC,LIKE,Likewise Group Plc,LSE,stock,Distribution Services,Wholesale Distributors,Industrials,accept
LILL.P,TSXV,Little Fish Acquisition I Corp.,LILL.P,Little Fish Acquisition I Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
LINV,LSE,Lendinvest PLC,LINV,LendInvest PLC,LSE,stock,Finance,Finance/Rental/Leasing,Financials,accept
LIRC,TSX,Lithium Royalty Corp.,,,,,,,,no_tradingview_match
LIW,SGX,Eagle HTrust USD,LIW,Eagle Hospitality Trust,SGX,stock,Consumer Services,Hotels/Resorts/Cruise lines,,name_mismatch
LJ3,SGX,OUE,LJ3,OUE Limited,SGX,stock,Finance,Real Estate Development,,name_mismatch
LKCS,LSE,LKCS,,,,,,,,no_tradingview_match
LN,TSX,Loncor Gold Inc.,,,,,,,,no_tradingview_match
LNGE,TSXV,LNG Energy Group Corp.,,,,,,,,no_tradingview_match
