ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_isin,tv_sector,tv_industry,sector_update,decision
ALUMA,TASE,Aluma Infrastructure Fund 2020 Ltd,ALUMA,Aluma Infrastructure Fund (2020) Ltd.,TASE,stock,IL0011816431,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
ALVO-SDB,STO,Alvotech SDB,ALVO_SDB,Alvotech Swedish Depository Receipt Repr 1 Sh,OMXSTO,dr,SE0025011463,Health Technology,Biotechnology,,asset_type_mismatch
AMBEY,NSE_IN,Ambey Laboratories Limited,AMBEY,Dhansa Labs Limited,NSE,stock,INE0M3I01029,Process Industries,Chemicals: Agricultural,Materials,accept
AMCO,LSE,Amcomri Group plc,AMCO,Amcomri Group Plc,LSE,stock,GB00BMBWCV32,Finance,Financial Conglomerates,,unsupported_sector
AMG.P,TSXV,AMG Acquisition Corp.,AMG.P,AMG Acquisition Corp.,TSXV,stock,CA0311602035,Finance,Financial Conglomerates,,unsupported_sector
AMRQ,LSE,Amaroq Minerals Ltd.,AMRQ,Amaroq Ltd.,LSE,stock,CA02311U1030,Non-Energy Minerals,Precious Metals,Materials,accept
AMV.P,TSXV,AMV II Capital Corporation,AMV.P,AMV II Capital Corporation,TSXV,stock,CA00181V1022,Finance,Financial Conglomerates,,unsupported_sector
AMYA.P,TSXV,Amaya Big Sky Capital Corp.,AMYA.P,Amaya Big Sky Capital Corp.,TSXV,stock,CA02315A1030,Finance,Financial Conglomerates,,unsupported_sector
AMZG3,B3,AMAZONAS DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,,no_tradingview_match
AN3,ASX,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,,,,,,,,,no_tradingview_match
AOCC.P,TSXV,Artrari One Capital Corp.,AOCC.P,Artrari One Capital Corp,TSXV,stock,CA0431481054,Finance,Financial Conglomerates,,unsupported_sector
AOTI,LSE,AOTI Inc,AOTI,"AOTI, Inc.",LSE,stock,US03690C1027,Health Technology,Medical Specialties,Health Care,accept
APLABPP,BSE_IN,Aplab Ltd,APLABPP,Aplab Limited TEMP,BSE,stock,IN9273A01047,Electronic Technology,Electronic Equipment/Instruments,Information Technology,accept
AQR.P,TSXV,Anquiro Ventures Ltd.,,,,,,,,,no_tradingview_match
ARBO-A,STO,Arbona AB (publ),,,,,,,,,no_tradingview_match
ARENA,BIST,ARENA BİLGİSAYAR SANAYİ VE TİCARET A.Ş.,ARENA,Arena Bilgisayar AS,BIST,stock,TRAARENA91U1,Distribution Services,Electronics Distributors,Industrials,accept
ARGH,TSXV,Argo Corporation,ARGH,Argo Corporation,TSXV,stock,CA03990E1051,Technology Services,Internet Software/Services,,name_mismatch
AROC.P,TSXV,Argo Opportunity Corp.,AROC.P,Argo Opportunity Corp,TSXV,stock,CA04019W1005,Finance,Financial Conglomerates,,unsupported_sector
ARPAK,PSX,Arpak International Investment Limited,ARPAK,Arpak International Investments Ltd.,PSX,stock,PK0022201013,Finance,Investment Banks/Brokers,Financials,accept
ARSIFHDG,BSE_IN,Arudha Hybrid Long- Short Fund Direct Plan-Growth,ARSIFHDG,Arudha Hybrid Long- Short Fund Direct Plan-Growth Units Direct Plan-Growth,BSE,fund,INF194K30184,,,,asset_type_mismatch
ARSIFHRG,BSE_IN,Arudha Hybrid Long- Short Fund Regular Plan-Growth,ARSIFHRG,Arudha Hybrid Long- Short Fund Regular Plan-Growth Units -Regular Plan-Growth,BSE,fund,INF194K30010,,,,asset_type_mismatch
ARSIFHRHD,BSE_IN,Arudha Hybrid Long- Short Fund Direct Plan-Half yearly IDCW,ARSIFHRHD,Arudha Hybrid Long-Short Fund Units Direct Plan-Half yearly IDCW,BSE,fund,INF194K30242,,,,asset_type_mismatch
ARSIFHRMD,BSE_IN,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW,ARSIFHRMD,Arudha Hybrid Long- Short Fund Regular Plan-Monthly IDCW Units Regular Plan-Monthly IDCW,BSE,fund,INF194K30051,,,,asset_type_mismatch
ASLIND,NSE_IN,ASL Industries Limited,ASLIND,AVATAR INDUSTRIES LTD,NSE,stock,,,,,name_mismatch
ASMDEE-B,STO,Financière Amuse TopCo SAS,ASMDEE_B,Asmodee Group AB Class B,OMXSTO,stock,SE0023615638,Consumer Durables,Recreational Products,Consumer Discretionary,accept
ASTOR,STO,Scandinavian Astor Group AB,,,,,,,,,no_tradingview_match
ATANA,STO,Attana,,,,,,,,,no_tradingview_match
ATEA3,B3,ATHENA SAUDE BRASIL S.A.,,,,,,,,,no_tradingview_match
ATLH.P,TSXV,Atlantic Horizon Capital Corp.,ATLH.P,Atlantic Horizon Capital Corp.,TSXV,stock,CA0485891059,Finance,Financial Conglomerates,,unsupported_sector
ATN,LSE,Eastinco Mining & Exploration PLC,ATN,Aterian PLC,LSE,stock,GB00BPJMN573,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
ATR.P,TSXV,Aster Acquisition Corp.,ATR.P,Aster Acquisition Corp.,TSXV,stock,CA0459381079,Finance,Financial Conglomerates,,unsupported_sector
ATSYH,BIST,ATLANTİS YATIRIM HOLDİNG A.Ş.,ATSYH,Atlantis Yatirim Holding A.S.,BIST,stock,TRAATSYO91Q3,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
AUAU99,B3,UNIÃO PET PARTICIPAÇÕES S.A.,AUAU99,PETZCOBASI,BMFBOVESPA,stock,BRAUAUCDAXX1,,,,unsupported_sector
AUNK.P,TSXV,Ankh II Capital Inc.,AUNK.P,Ankh II Capital Inc,TSXV,stock,CA03539U1075,Finance,Financial Conglomerates,,unsupported_sector
AUSC,LSE,Abrdn UK Smaller Companies Growth Trust PLC,AUSC,Aberdeen UK Smaller Companies Growth Trust plc GBP,LSE,fund,GB0002959582,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AUUA,TSXV,Aluula Composites Inc.,AUUA,Aluula Composites Inc,TSXV,stock,CA0223173091,Finance,Financial Conglomerates,,unsupported_sector
AVII.P,TSXV,Antera Ventures II Corp.,AVII.P,Antera Ventures II Corp.,TSXV,stock,CA03675K1030,Finance,Financial Conglomerates,,unsupported_sector
AVSALT,STO,Avsalt Group,,,,,,,,,no_tradingview_match
AVTUR,BIST,AVRASYA PETROL VE TURİSTİK TESİSLER YATIRIMLAR A.Ş.,AVTUR,Avrasya Petrol ve Turistik Tesisler Yatirimlar AS,BIST,fund,TREMRYO00017,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AWEM,LSE,Ashoka WhiteOak Emerging Mrkt,AWEM,Ashoka Whiteoak Emerging Markets Trust Plc,LSE,fund,GB00BMZR7D19,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
AXB,LSE,AXIS BANK LIMITED,,,,,,,,,no_tradingview_match
AXBA,LSE,AXIS BANK LD GDR EACH REPR 5 EQTY SHS(144A),AXBA,Axis Bank Limited Sponsored GDR 144A,LSE,dr,US05462W3079,Finance,Major Banks,,asset_type_mismatch
AXET.P,TSXV,Axe2 Acquisitions Inc.,AXET.P,"Axe2 Acquisitions, Inc.",TSXV,stock,CA05460C1059,Finance,Financial Conglomerates,,unsupported_sector
AXISOL,BSE_IN,Axis Solutions Ltd,AXISOL,Axis Solution Ltd,BSE,stock,INE520G01024,Technology Services,Information Technology Services,Information Technology,accept
AXO,TSXV,AXO Copper Corp.,AXO,Axo Metals Corp.,TSXV,stock,CA05465W1068,Non-Energy Minerals,Other Metals/Minerals,,name_mismatch
AYGAZ,BIST,AYGAZ A.Ş.,AYGAZ,Aygaz Anonim Sirketi,BIST,stock,TRAAYGAZ91E0,Utilities,Gas Distributors,Utilities,accept
AYU,ASX,AUSTRALIAN UNITY LIMITED,,,,,,,,,no_tradingview_match
AZC.P,TSXV,A2ZCryptocap Inc.,AZC.P,A2ZCryptocap Inc,TSXV,stock,CA00249B1067,Finance,Financial Conglomerates,,unsupported_sector
AZG,SGX,8Telecom,AZG,"8Telecom International Holdings Co., Ltd.",SGX,stock,BMG3087Y2074,Industrial Services,Engineering & Construction,Industrials,accept
B1GR,XETRA,BigRep SE,,,,,,,,,no_tradingview_match
B69,SGX,Broadway Ind,,,,,,,,,no_tradingview_match
B73,SGX,Global Inv,B73,Global Investments Limited,SGX,fund,SGXC73602341,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BA69,LSE,CITY OF LONDON INVESTMENT TRUST PLC 4.2% CUM 1ST PRF STK,,,,,,,,,no_tradingview_match
BAHN-B,STO,Bahnhof AB Series B,BAHN_B,Bahnhof AB Class B,OMXSTO,stock,SE0010442418,Communications,Major Telecommunications,Communication Services,accept
BAJAJ-AUTO,NSE_IN,Bajaj Auto Limited,,,,,,,,,no_tradingview_match
BANGANGA,BSE_IN,Banganga Paper Industries Ltd,,,,,,,,,no_tradingview_match
BAQ.P,TSXV,Bluewater Acquisition Corp.,,,,,,,,,no_tradingview_match
BASC,LSE,Brown Advisory US Smaller Companies PLC,BASC,Brown Advisory US Smaller Companies PLC GBP,LSE,fund,GB0003463402,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BBD,TSX,Bombardier Inc.,,,,,,,,,no_tradingview_match
BBYL,TASE,Abra Information Technologies Ltd,,,,,,,,,no_tradingview_match
BC88,LSE,CHEMRING GROUP PLC 7% CUM PRF #1,,,,,,,,,no_tradingview_match
BCCPP,BSE_IN,BCC Fuba India Ltd,BCCPP,BCC Fuba India Ltd,BSE,stock,IN9788D01014,,,,unsupported_sector
BCEE3,B3,BANCO BESA S/A,,,,,,,,,no_tradingview_match
BCEE5,B3,BANCO BESA S/A,,,,,,,,,no_tradingview_match
BCPS3,B3,CLARO S.A.,,,,,,,,,no_tradingview_match
BCPS4,B3,CLARO S.A.,,,,,,,,,no_tradingview_match
BEGB4,B3,BANCO BERJ S.A.,,,,,,,,,no_tradingview_match
BEH,SGX,China Intl,BEH,China International Holdings Limited,SGX,stock,BMG2113G1151,Finance,Real Estate Development,Real Estate,accept
BEK,TSX,Becker Milk Company Ltd. (The),,,,,,,,,no_tradingview_match
BENZ,TSX,Mercedes-Benz CDR (CAD Hedged),BENZ,Mercedes-Benz Group AG CAD Hedged CIBC CDR,TSX,dr,CA58769H1010,Consumer Durables,Motor Vehicles,,asset_type_mismatch
BEPH,NYSE,Brookfield BRP Holdings (Canada (BEPH),,,,,,,,,no_tradingview_match
BETP3,B3,BETAPART PARTICIPACOES S.A.,BETP3,Betapart Participacoes SA,BMFBOVESPA,stock,BRBETPACNOR3,Miscellaneous,Miscellaneous,,unsupported_sector
BFFT3,B3,Bluefit Academias de Ginástica e Participações S.A,,,,,,,,,no_tradingview_match
BFK,SGX,Pharmesis Intl,BFK,Pharmesis International Ltd.,SGX,stock,SG1BH6000003,Health Technology,Pharmaceuticals: Major,Health Care,accept
BFSP,LSE,Blackfinch Spring VCT PLC,BFSP,Blackfinch Spring VCT Plc,LSE,fund,GB00BKV46W45,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BGI-UN,TSX,Brookfield Global Infrastructure Securities Income Fund,BGI.UN,Brookfield Global Infrastructure Securities Income Fund,TSX,fund,CA1127201079,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BHOLM,STO,Bergholm Fritidsfordon Ab,,,,,,,,,no_tradingview_match
BIPJ,NYSE,Brookfield Infrastructure Finance ULC,,,,,,,,,no_tradingview_match
BIPS,LSE,Invesco Bond Income Plus Limited,BIPS,Invesco Bond Income Plus Limited,LSE,fund,JE00B6RMDP68,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BJV,SGX,Yamada Green Res,BJV,Yamada Green Resources Ltd.,SGX,stock,SG1CA8000004,Process Industries,Agricultural Commodities/Milling,Consumer Staples,accept
BJZ,SGX,Koda,BJZ,Koda Ltd.,SGX,stock,SG1CB1000009,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
BKC,HNX,BacKan Mineral Joint Stock Corp,BKC,Bac Kan Mineral JSC,HNX,stock,VN000000BKC7,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
BKFR,TASE,Bait Bakfar Ltd,BKFR,Bayit Bakfar Ltd,TASE,stock,IL0011836561,Health Services,Medical/Nursing Services,Health Care,accept
BKMA,LSE,BANKMUSCAT (S.A.O.G) GDR (EACH REPR 4 COM STK) (144A),BKMA,Bank Muscat SAOG Sponsored GDR 144A,LSE,dr,US0637461015,Finance,Regional Banks,,asset_type_mismatch
BLCC.P,TSXV,Bow Lake Capital Corp.,BLCC.P,Bow Lake Capital Corp,TSXV,stock,CA10215F1062,Finance,Financial Conglomerates,,unsupported_sector
BLTC.P,TSXV,Baltic I Acquisition Corp.,BLTC.P,Baltic I Acquisition Corp.,TSXV,stock,CA0588261085,Finance,Financial Conglomerates,,unsupported_sector
BNAC3,B3,BANCO NACIONAL S/A,,,,,,,,,no_tradingview_match
BNAC4,B3,BANCO NACIONAL S/A,,,,,,,,,no_tradingview_match
BNRG3,B3,BRAZIL ENERGY S.A.,,,,,,,,,no_tradingview_match
BOAR,LSE,BANK OF AFRICA GDR (REPR 1/3 ORD MAD10)(REG S),,,,,,,,,no_tradingview_match
BOFA,TSX,Bank of America CDR (CAD Hedged),BOFA,Bank of America Corp Shs Canadian Depositary Receipt Repr Shs Reg S,TSX,dr,CA06048X1087,Finance,Major Banks,,asset_type_mismatch
BOG,XETRA,STOCK3 AG NA O.N.,BOG,stock3 AG,XETR,stock,DE000A0S9QZ8,Technology Services,Data Processing Services,Information Technology,accept
BOHO,STO,Boho Group AB,BOHO,Boho Group AB (publ),OMXSTO,stock,SE0009697204,Finance,Real Estate Development,Real Estate,accept
BOOK,LSE,Literacy Capital PLC,BOOK,Literacy Capital PLC,LSE,fund,GB00BMF1L080,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
BP-A,LSE,BP p.l.c,,,,,,,,,no_tradingview_match
BP1,ASX,BP CAPITAL MARKETS P.L.C.,,,,,,,,,no_tradingview_match
BPCAP,BSE_IN,B. P. Capital Ltd,BPCAP,B. P. Capital Ltd.,BSE,stock,INE947C01010,Finance,Finance/Rental/Leasing,Financials,accept
BPO,TSX,Brookfield Office Properties Inc.,,,,,,,,,no_tradingview_match
BQD,SGX,Envictus,BQD,Envictus International Holdings Limited,SGX,stock,SG1CF4000007,Consumer Non-Durables,Food: Meat/Fish/Dairy,Consumer Staples,accept
BQF,SGX,XMH,BQF,XMH Holdings Ltd.,SGX,stock,SG1CF5000006,Producer Manufacturing,Electrical Products,Industrials,accept
BQP,SGX,Southern Pkg,BQP,Southern Packaging Group Limited,SGX,stock,SG1CG0000009,Process Industries,Containers/Packaging,Materials,accept
BRCB.P,TSXV,Brachium2 Capital Corp.,BRCB.P,Brachium2 Capital Corp.,TSXV,stock,CA10378A1003,Finance,Financial Conglomerates,,unsupported_sector
BRIGHT,STO,Maximum Entertainment AB,BRIGHT,BrightBid Group AB,OMXSTO,stock,SE0017937279,Technology Services,Internet Software/Services,Information Technology,accept
BRIX,STO,Briox,,,,,,,,,no_tradingview_match
BRS,LSE,Beacon Rise Holdings PLC,BRS,Beacon Rise Holdings PLC,LSE,stock,GB00BMC0V753,Finance,Financial Conglomerates,,unsupported_sector
BTC-B,STO,B Treasury Capital AB,,,,,,,,,no_tradingview_match
BTS-B,STO,BTS Group AB (publ),BTS_B,BTS Group AB Class B,OMXSTO,stock,SE0000805426,Commercial Services,Miscellaneous Commercial Services,Industrials,accept
BUZ.P,TSXV,Buzz Capital Inc.,BUZ.P,Buzz Capital Inc,TSXV,stock,CA12429L1013,Finance,Financial Conglomerates,,unsupported_sector
BUZH.P,TSXV,Buzz Capital 2 Inc.,BUZH.P,"Buzz Capital 2, Inc.",TSXV,stock,CA12430G1090,Finance,Financial Conglomerates,,unsupported_sector
BVEN3,B3,BOA VISTA ENERGIA S.A.,,,,,,,,,no_tradingview_match
BWRA,LSE,Bristol Water Holdings UK Limited 8.75% CUM IRRD PRF GBP1,,,,,,,,,no_tradingview_match
BXE,SGX,CDW,BXE,CDW Holding Limited,SGX,stock,BMG2022E1104,Electronic Technology,Electronic Production Equipment,Information Technology,accept
C04,SGX,Casa,C04,Casa Holdings Limited,SGX,stock,SG1B93012089,Distribution Services,Wholesale Distributors,Industrials,accept
C05,SGX,Chemical Ind,C05,Chemical Industries Far East Ltd.,SGX,stock,SG1B37000984,Process Industries,Chemicals: Specialty,Materials,accept
C06,SGX,CSC,C06,CSC Holdings Limited,SGX,stock,SG1F84861094,Industrial Services,Engineering & Construction,Industrials,accept
C07,SGX,Jardine C&C,C07,Jardine Cycle & Carriage Limited,SGX,stock,SG1B51001017,Consumer Durables,Motor Vehicles,Consumer Discretionary,accept
C09,SGX,CityDev,C09,City Developments Limited,SGX,stock,SG1R89002252,Finance,Real Estate Development,Real Estate,accept
C0M,XETRA,CCS ABWICKLUNGS AG,,,,,,,,,no_tradingview_match
C1GT3,B3,CELG TRANSMISSÃO S.A. - CELG T,,,,,,,,,no_tradingview_match
C3RP3,B3,COTRASA PARTICIPACOES S.A.,,,,,,,,,no_tradingview_match
CAC.P,TSXV,Cinaport Acquisition Corp. III,CAC.P,Cinaport Acquisition Corp. III,TSXV,stock,CA17185C1041,Finance,Financial Conglomerates,,unsupported_sector
CALVIK,STO,Hernö Gin AB (publ),CALVIK,Calviks AB (publ),OMXSTO,stock,SE0017564800,Commercial Services,Personnel Services,Industrials,accept
CAPL.P,TSXV,Caplink Ventures Inc.,CAPL.P,Caplink Ventures Inc.,TSXV,stock,CA14065G1072,Finance,Financial Conglomerates,,unsupported_sector
CASE,STO,Case Group AB,CASE,Case Group AB,OMXSTO,stock,SE0017082514,Finance,Investment Managers,Financials,accept
CBAR.P,TSXV,Castlebar Capital Corp.,CBAR.P,Castlebar Capital Corp.,TSXV,stock,CA14852T1066,Finance,Financial Conglomerates,,unsupported_sector
CBKD,LSE,Commercial International Bank -Egypt S.A.E,,,,,,,,,no_tradingview_match
CBOH3,B3,CBO HOLDING S.A.,,,,,,,,,no_tradingview_match
CCAT3,B3,COMFIO COMPANHIA CATARINENSE DE FIACAO,,,,,,,,,no_tradingview_match
CCAT4,B3,COMFIO COMPANHIA CATARINENSE DE FIACAO,,,,,,,,,no_tradingview_match
CCHH,NASDAQ,CCH Holdings Ltd Ordinary Shares,CCHH,CCH Holdings Ltd,NASDAQ,stock,KYG1993F1063,Consumer Services,Restaurants,Consumer Discretionary,accept
CCIC.P,TSXV,Chicane Capital I Corp.,CCIC.P,Chicane Capital I Corp,TSXV,stock,CA1682731007,Finance,Financial Conglomerates,,unsupported_sector
CCZ.P,TSXV,Chablis Capital Corp.,CCZ.P,Chablis Capital Corp.,TSXV,stock,CA15723C1077,Finance,Financial Conglomerates,,unsupported_sector
CDN,HNX,Danang Port JSC,CDN,Da Nang Port JSC,HNX,stock,VN000000CDN7,Transportation,Other Transportation,Industrials,accept
CEAC3,B3,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,,no_tradingview_match
CEAC4,B3,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,,no_tradingview_match
CEAG3,B3,CIA DE ENTREPOSTOS E ARMAZENS GERAIS SP,,,,,,,,,no_tradingview_match
CEAL3,B3,EQUATORIAL ALAGOAS - DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,,no_tradingview_match
CEAL4,B3,EQUATORIAL ALAGOAS - DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,,no_tradingview_match
CEAP3,B3,COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA,,,,,,,,,no_tradingview_match
CEBD3,B3,Neoenergia Distribuicao Brasilia S.A,,,,,,,,,no_tradingview_match
CECV,XETRA,CECONOMY V AG,CECV,CECONOMY AG TEMP,XETR,stock,DE000A40ZVV0,Retail Trade,Department Stores,Consumer Discretionary,accept
CEDU,SGX,Dasin Retail Tr,CEDU,Dasin Retail Trust,SGX,stock,SG1DE2000000,Finance,Real Estate Investment Trusts,Real Estate,accept
CEEP3,B3,CIA EST. DE ENERG. ELETRICA PARTICIPAÇÕES CEEE-PAR,,,,,,,,,no_tradingview_match
CEGS,TSX,Constellation Energy CDR (CAD Hedged),CEGS,Constellation Energy Corporation Shs Unsponsored Canadian Depository Receipt Hedged Reg S,TSX,dr,CA2099571093,Utilities,Electric Utilities,,asset_type_mismatch
CEIR,LSE,Compal Electronics Inc. GDR Reg S,,,,,,,,,no_tradingview_match
CERO3,B3,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A,,,,,,,,,no_tradingview_match
CEROW,NASDAQ,CERo Therapeutics Holdings Inc,,,,,,,,,no_tradingview_match
CES.P,TSXV,Celestial Acquisition Corp.,CES.P,Celestial Acquisition Corp,TSXV,stock,CA15102Q1072,Finance,Financial Conglomerates,,unsupported_sector
CESA3,B3,CIA ESTADUAL DE SILOS E ARMAZENS,,,,,,,,,no_tradingview_match
CESSA,STO,Cessatech,,,,,,,,,no_tradingview_match
CFHO3,B3,CARVALHO HOLDINGS SA,,,,,,,,,no_tradingview_match
CFHO4,B3,CARVALHO HOLDINGS SA,,,,,,,,,no_tradingview_match
CGL,LSE,Castelnau Group Limited,CGL,Castelnau Group Limited,LSE,stock,GG00BMWWJM28,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
CGOS3,B3,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,,,,,,,,,no_tradingview_match
CHIB,LSE,CT UK High Income Trust Plc,CHIB,CT UK High Income Trust PLC B GBP,LSE,fund,GB00B1N4H594,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
CHII.P,TSXV,Chicane Capital II Corp.,CHII.P,Chicane Capital II Corp.,TSXV,stock,CA16827P1018,Finance,Financial Conglomerates,,unsupported_sector
CHP,LSE,Caledonian Holdings PLC,CHP,Caledonian Holdings plc.,LSE,stock,GB00BYZ9XC29,Finance,Financial Conglomerates,,unsupported_sector
CITYON,BSE_IN,Cityon Systems (India) Ltd,,,,,,,,,no_tradingview_match
CIU,TSX,CU Inc.,,,,,,,,,no_tradingview_match
CJN,SGX,B&M Hldg,CJN,British and Malayan Holdings Limited,SGX,stock,SG1DI0000003,Finance,Investment Managers,Financials,accept
CLNT3,B3,CLARANET TECHNOLOGY S.A.,,,,,,,,,no_tradingview_match
CMICABLES,BSE_IN,CMI Ltd,CMICABLES,CMI Limited,BSE,stock,INE981B01011,Producer Manufacturing,Electrical Products,Industrials,accept
CMNS3,B3,CMN SOLUTIONS AO18 PARTICIPACOES S.A.,,,,,,,,,no_tradingview_match
CNCO,TSXV,Core Nickel Corp.,,,,,,,,,no_tradingview_match
CNJ.P,TSXV,CNJ Capital Investments Inc.,CNJ.P,"CNJ Capital Investments, Inc.",TSXV,stock,CA12598T1093,Finance,Financial Conglomerates,,unsupported_sector
CNRT5,B3,CICANORTE IND CONSERVAS ALIMENTICIAS S.A,,,,,,,,,no_tradingview_match
CNST.P,TSXV,Constellation Capital Corp.,CNST.P,Constellation Capital Corp,TSXV,stock,CA21036W1032,Finance,Financial Conglomerates,,unsupported_sector
CNW,XETRA,CO.DON AG   INH. O.N.,,,,,,,,,no_tradingview_match
COCN5,B3,CIA DE COCOS DO NORDESTE,,,,,,,,,no_tradingview_match
COLL.P,TSXV,Collingwood Resources Corp.,COLL.P,Collingwood Resources Corp.,TSXV,stock,CA1947972057,Finance,Financial Conglomerates,,unsupported_sector
CONX3,B3,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
COP-U,TSX,Sprott Physical Copper Trust,COP.U,Sprott Physical Copper Trust Trust Units,TSX,fund,CA85210C1005,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
COP-UN,TSX,Sprott Physical Copper Trust,COP.UN,Sprott Physical Copper Trust Trust Units,TSX,fund,CA85210C1005,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
CPC,HNX,CTCP Thuốc sát trùng Cần Thơ,CPC,Can Tho Pesticides JSC,HNX,stock,VN000000CPC4,Process Industries,Chemicals: Agricultural,Materials,accept
CPCH3,B3,CAPITAL CENTER HOTEIS S.A.,,,,,,,,,no_tradingview_match
CPCH7,B3,CAPITAL CENTER HOTEIS S.A.,,,,,,,,,no_tradingview_match
CPE-I,STO,Coeli Private Equity,,,,,,,,,no_tradingview_match
CPIC,LSE,China Pacific Insurance (Group) Co. Ltd.,,,,,,,,,no_tradingview_match
CPIS12,B3,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,,no_tradingview_match
CPIS3,B3,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,,no_tradingview_match
CPIS4,B3,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,,no_tradingview_match
CPNO7,B3,COPENOR - CIA PETROQUIMICA DO NORDESTE,,,,,,,,,no_tradingview_match
CRET,STO,Creturner Group,,,,,,,,,no_tradingview_match
CRML4,B3,CARBOMIL S.A.,,,,,,,,,no_tradingview_match
CRPC4,B3,CRP CADERI CAPITAL DE RISCO S/A,,,,,,,,,no_tradingview_match
CRZK,XETRA,CR Energy AG,,,,,,,,,no_tradingview_match
CSAL4,B3,CIA ABASTEC. D'AGUA E SAN. EST. ALAGOAS,,,,,,,,,no_tradingview_match
CSAM3,B3,COSAMA - CIA DE SANEAMENTO DA AMAZONIA,,,,,,,,,no_tradingview_match
CSAM4,B3,COSAMA - CIA DE SANEAMENTO DA AMAZONIA,,,,,,,,,no_tradingview_match
CSPN,TSXV,"CareSpan Health, Inc.",,,,,,,,,no_tradingview_match
CSQ,XETRA,CREDITSHELF AG  IA O.N.,,,,,,,,,no_tradingview_match
CT.P,TSXV,CarbonTech Capital Corp.,CT.P,CarbonTech Capital Corp.,TSXV,stock,CA14133L1040,Finance,Financial Conglomerates,,unsupported_sector
CTH,TSXV,CoTec Holdings Corp.,CTH,CoTec Holdings Corp,TSXV,stock,CA22165A1021,Finance,Financial Conglomerates,,unsupported_sector
CTPE,LSE,CT Private Equity Trust PLC,CTPE,CT Private Equity Trust PLC,LSE,fund,GB0030738271,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
CTRL,TSXV,Edge Total Intelligence Inc.,CTRL,Edge Total Intelligence Inc,TSXV,stock,CA2798741013,Finance,Financial Conglomerates,,unsupported_sector
CTUK,LSE,CT UK Capital And Income Investment Trust Plc,CTUK,CT UK Capital and Income Investment Trust PLC GBP,LSE,fund,GB0003463287,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
CVBP,LSE,Coventry Building Society,,,,,,,,,no_tradingview_match
CVCE,LSE,CVC Income & Growth Limited,CVCE,CVC Income & Growth Limited EUR,LSE,fund,JE00B9G79F59,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
CVCG,LSE,CVC Income & Growth Limited,CVCG,CVC Income & Growth Limited GBP,LSE,fund,JE00B9MRHZ51,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
CYK,LSE,Cykel AI PLC,,,,,,,,,no_tradingview_match
CYPC,LSE,China Yangtze Power Co. Ltd. GDR,,,,,,,,,no_tradingview_match
D03,SGX,Del Monte Pac,D03,Del Monte Pacific Limited,SGX,stock,VGG270541169,Consumer Non-Durables,Food: Major Diversified,Consumer Staples,accept
D77,XETRA,Neon Equity AG,D77,DN Group AG,XETR,stock,DE000A3DW408,Finance,Financial Conglomerates,,unsupported_sector
D8DU,SGX,FSL Trust,D8DU,First Ship Lease Trust Shipping Business Trust Units,SGX,fund,SG1U66934613,Transportation,Marine Shipping,,asset_type_mismatch
