ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_isin,tv_sector,tv_industry,sector_update,decision
EC3S4,B3,ENERGETICA CORUMBA III S.A.,,,,,,,,,no_tradingview_match
ECAP.P,TSXV,Endurance Capital Corp.,ECAP.P,Endurance Capital Corp,TSXV,stock,CA29290G1028,Finance,Financial Conglomerates,,unsupported_sector
ECCF.P,TSXV,ECC Ventures 4 Corp.,ECCF.P,ECC Ventures 4 Corp.,TSXV,stock,CA2682751045,Finance,Financial Conglomerates,,unsupported_sector
ECCS.P,TSXV,ECC Ventures 6 Corp.,ECCS.P,ECC Ventures 6 Corp.,TSXV,stock,CA26827M1077,Finance,Financial Conglomerates,,unsupported_sector
ECCV.P,TSXV,ECC Ventures 5 Corp.,ECCV.P,ECC Ventures 5 Corp.,TSXV,stock,CA2682741079,Finance,Financial Conglomerates,,unsupported_sector
EESG3,B3,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
EESH.P,TSXV,Aneesh Capital Corp.,EESH.P,Aneesh Capital Corp,TSXV,stock,CA0345821064,Finance,Financial Conglomerates,,unsupported_sector
EGCE3,B3,ENERGISA GERACAO CENTRAIS EOLICAS RN S.A.,,,,,,,,,no_tradingview_match
EIRE-P,TSXV,Monaghan Capital Fund Ltd.,EIRE.P,Monaghan Capital Fund Ltd,TSXV,stock,CA6090021008,Finance,Financial Conglomerates,,unsupported_sector
ELBR4,B3,ELEBRA S/A ELETRONICA BRASILEIRA,,,,,,,,,no_tradingview_match
ELL,TSXV,Everybody Loves Languages Corp.,,,,,,,,,no_tradingview_match
EMBP3,B3,EMBRAPAR PARTICIPACOES S.A.,,,,,,,,,no_tradingview_match
EMBP4,B3,EMBRAPAR PARTICIPACOES S.A.,,,,,,,,,no_tradingview_match
ENAC3,B3,CIA ARMAZENS GERAIS ENTREPOSTOS DO ACRE,,,,,,,,,no_tradingview_match
EPTR4,B3,EMPR TURISMO DE PERNAMBUCO S.A. -EMPETUR,,,,,,,,,no_tradingview_match
ESBL,TSXV,Eshbal Functional Food Inc.,ESBL,Eshbal Functional Food Inc.,TSXV,stock,CA2959181066,Finance,Financial Conglomerates,,unsupported_sector
ESCT,LSE,The European Smaller Companies Trust PLC,ESCT,European Smaller Companies Trust PLC,LSE,fund,GB00BMCF8689,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
ESGS3,B3,COMPANHIA DE GAS DO ESPIRITO SANTO - ES GAS,,,,,,,,,no_tradingview_match
ESGS4,B3,COMPANHIA DE GAS DO ESPIRITO SANTO - ES GAS,,,,,,,,,no_tradingview_match
ESOZ,LSE,EPE Special Opportunities Ltd. ZDP,,,,,,,,,no_tradingview_match
ESPN,TSXV,Hispania Resources Inc.,ESPN,Hispania Resources Inc,TSXV,stock,CA43359H1091,Finance,Financial Conglomerates,,unsupported_sector
ESSD3,B3,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,,no_tradingview_match
ESSE5,B3,ESSENCIA AGROPECUARIA S.A.,,,,,,,,,no_tradingview_match
ESXR,TSXV,Essex Resources Corp.,ESXR,Essex Resources Corp.,TSXV,stock,CA2971901004,Finance,Financial Conglomerates,,unsupported_sector
ETGO3,B3,EMPR DE TRANSP URBANO DO EST GOIAS S.A.,,,,,,,,,no_tradingview_match
ETGO4,B3,EMPR DE TRANSP URBANO DO EST GOIAS S.A.,,,,,,,,,no_tradingview_match
EVOC.P,TSXV,Evocati Capital Resources Inc.,EVOC.P,"Evocati Capital Resources, Inc.",TSXV,stock,CA30051W1041,Finance,Financial Conglomerates,,unsupported_sector
F8DF5,B3,FRIGORIFICO DIAS S/A - FRIGODIAS,,,,,,,,,no_tradingview_match
FAEL6,B3,FAE -FERRAGENS E APARELHOS ELETRICOS S.A,,,,,,,,,no_tradingview_match
FAEL7,B3,FAE -FERRAGENS E APARELHOS ELETRICOS S.A,,,,,,,,,no_tradingview_match
FEDS,LSE,FEDERAL BANK LD (THE) GDR (EACH REPR 1 ORD) (REGS),,,,,,,,,no_tradingview_match
FEML,LSE,Fidelity Emerging Markets Ord,FEML,Fidelity Emerging Markets Limited Red Pref Shs GBP,LSE,fund,GG00B4L0PD47,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
FFC.P,TSXV,Fife Capital Corp.,FFC.P,Fife Capital Corp.,TSXV,stock,CA31660L1094,Finance,Financial Conglomerates,,unsupported_sector
FGCC.P,TSXV,First and Goal Capital Corp.,,,,,,,,,no_tradingview_match
FGRT5,B3,FRIGORIFICO REDENTOR S.A.,,,,,,,,,no_tradingview_match
FINV.P,TSXV,Faction Investment Group Corp.,FINV.P,Faction Investment Group Corp.,TSXV,stock,CA3030441016,Finance,Financial Conglomerates,,unsupported_sector
FIVD.P,TSXV,5D Acquisition Corp.,FIVD.P,5D Acquisition Corp.,TSXV,stock,CA33830F1036,Finance,Financial Conglomerates,,unsupported_sector
FMNP3,B3,FIRMINOPOLIS TRANSMISSAO S.A.,,,,,,,,,no_tradingview_match
FNUV3,B3,FENAUVA-FEIRA NAC DA UVA TUR E EMPR S.A.,,,,,,,,,no_tradingview_match
FOBI,TSXV,FOBI AI Inc.,,,,,,,,,no_tradingview_match
FONC.P,TSXV,Florence One Capital Inc.,FONC.P,Florence One Capital Inc.,TSXV,stock,CA3402881096,Finance,Financial Conglomerates,,unsupported_sector
FRAS.P,TSXV,Fraser Big Sky Capital Corp.,FRAS.P,Fraser Big Sky Capital Corp.,TSXV,stock,CA35552A1057,Finance,Financial Conglomerates,,unsupported_sector
FRED,TSXV,Fredonia Mining Inc.,FRED,"Fredonia Mining, Inc.",TSXV,stock,CA3560634048,Finance,Financial Conglomerates,,unsupported_sector
FRNV3,B3,CIA DE NAVEG DO SAO FRANCISCO - FRANAVE,,,,,,,,,no_tradingview_match
FTRC,TSXV,FUTR Corporation (The),FTRC,FUTR Corporation,TSXV,stock,CA3609521057,Finance,Financial Conglomerates,,name_mismatch
FTRO3,B3,FRUTOS TROPICAIS S/A,,,,,,,,,no_tradingview_match
FUN.P,TSXV,Fountainhall Capital Corp.,FUN.P,Fountainhall Capital Corp.,TSXV,stock,CA35084J1030,Finance,Financial Conglomerates,,unsupported_sector
FVEN,LSE,Foresight Ventures VCT plc,FVEN,Foresight Ventures VCT,LSE,fund,GB00BRBQ0C76,Finance,Investment Managers,,asset_type_mismatch
FVV,LSE,Fuel Ventures Vct Plc,FVV,Fuel Ventures Vct PLC,LSE,fund,GB00BP2RHT10,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
FWT,LSE,Foresight Solar & Techn VCT PLC Foresight Williams Tech Shares,FWT,Foresight Technology Vct PLC,LSE,fund,GB00BKF2JH04,Finance,Investment Managers,,asset_type_mismatch
FWTC,TSXV,Forward Water Technologies Corp.,FWTC,Forward Water Technologies Corp,TSXV,stock,CA34988A2011,Finance,Financial Conglomerates,,unsupported_sector
GCV.P,TSXV,Golden Star Capital Ventures Inc.,GCV.P,"Golden Star Capital Ventures, Inc.",TSXV,stock,CA38119D1096,Finance,Financial Conglomerates,,unsupported_sector
GENT3,B3,LG INFORMÁTICA S.A.,,,,,,,,,no_tradingview_match
GFOR.P,TSXV,Good2Go4 Corp.,GFOR.P,Good2Go4 Corp.,TSXV,stock,CA3821451000,Finance,Financial Conglomerates,,unsupported_sector
GGAU,TSXV,Galactic Gold Corp.,GGAU,Galactic Gold Corp.,TSXV,stock,CA36315L1076,Finance,Financial Conglomerates,,unsupported_sector
GHV1,LSE,Gresham House Income & Growth VCT plc,GHV1,Gresham House Income & Growth VCT plc,LSE,fund,GB00B29BN198,Finance,Investment Managers,,asset_type_mismatch
GLIN.P,TSXV,Global Investments Capital Corp.,,,,,,,,,no_tradingview_match
GOWC.P,TSXV,Can-Gow Capital Inc.,,,,,,,,,no_tradingview_match
GPLA5,B3,GEPLAN HOTEIS S.A.,,,,,,,,,no_tradingview_match
GQ,TSXV,Great Quest Gold Ltd.,,,,,,,,,no_tradingview_match
GRVA.P,TSXV,Grosvenor CPC I Inc.,GRVA.P,Grosvenor CPC I Inc.,TSXV,stock,CA39927B1031,Finance,Financial Conglomerates,,unsupported_sector
GSCT,LSE,The Global Smaller Companies Trust Plc,GSCT,Global Smaller Companies Trust PLC,LSE,fund,GB00BKLXD974,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
GTM.P,TSXV,G2M Cap Corp.,,,,,,,,,no_tradingview_match
GUNI3,B3,GRUPO UNI.CO S.A.,,,,,,,,,no_tradingview_match
GV1A,LSE,Gresham House Renewable Energy VCT 1 plc,GV1A,Gresham House Renewable Energy VCT 1 Plc Class A,LSE,fund,GB00B4L13999,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
GV1O,LSE,Gresham House Renewable Energy VCT 1 plc,GV1O,Gresham House Renewable Energy VCT 1 PLC,LSE,fund,GB00B4M2G812,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
GV2A,LSE,GRESHAM HOUSE RENEWABLE ENERGY VCT 2 PLC,GV2A,Gresham House Renewable Energy VCT 2 PLC Class A,LSE,fund,GB00B4KWC525,Finance,Investment Managers,,asset_type_mismatch
GV2O,LSE,Gresham House Renewable Energy VCT 2 plc,GV2O,Gresham House Renewable Energy VCT 2 PLC,LSE,fund,GB00B43GVJ82,Finance,Investment Managers,,asset_type_mismatch
GVCT,LSE,Guinness VCT PLC,GVCT,Guinness VCT Plc,LSE,fund,GB00BQD0HG35,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
GXY.P,TSXV,Galaxy Ventures Inc.,GXY.P,"Galaxy Ventures, Inc.",TSXV,stock,CA36321X1033,Finance,Financial Conglomerates,,unsupported_sector
HAW.P,TSXV,Haw Capital 2 Corp.,HAW.P,HAW Capital 2 Corp.,TSXV,stock,CA41966H1082,Finance,Financial Conglomerates,,unsupported_sector
HCAR3,B3,HOSPITAL CARE CALEDONIA S.A.,,,,,,,,,no_tradingview_match
HCO.P,TSXV,Hansco Capital Corp.,HCO.P,Hansco Capital Corp.,TSXV,stock,CA41130L1004,Finance,Financial Conglomerates,,unsupported_sector
HEC.P,TSXV,Haviland Enviro Corp.,HEC.P,Haviland Enviro Corp.,TSXV,stock,CA4196121061,Finance,Financial Conglomerates,,unsupported_sector
HEDA3,B3,HEDERA INVESTIMENTOS E PARTICIPAÇÕES S.A,,,,,,,,,no_tradingview_match
HHPG,LSE,HON HAI PRECISION INDUSTRY CO LD GDR (EACH REPR 2 SHS)(144A),HHPG,"Hon Hai Precision Industry Co., Ltd. Sponsored GDR 144A",LSE,dr,US4380908883,Electronic Technology,Computer Peripherals,,asset_type_mismatch
HLJP3,B3,HOTEL LAJE DE PEDRA S.A.,,,,,,,,,no_tradingview_match
HLPD,LSE,HELLENIQ ENERGY HOLDINGS S.A. GDS (REPR 1 ORD SHS GRD500)(REG S),,,,,,,,,no_tradingview_match
HO.P,TSXV,H2 Ventures 1 Inc.,HO.P,"H2 Ventures 1, Inc.",TSXV,stock,CA44332Q1090,Finance,Financial Conglomerates,,unsupported_sector
HOAM5,B3,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,,,no_tradingview_match
HOAM6,B3,CIA TROPICAL DE HOTEIS DA AMAZONIA,,,,,,,,,no_tradingview_match
HRC.P,TSXV,Hoshi Resource Corp.,HRC.P,Hoshi Resource Corp.,TSXV,stock,CA4410151043,Finance,Financial Conglomerates,,unsupported_sector
HSBK,LSE,Halyk Bank of Kazakhstan Joint Stock Company,,,,,,,,,no_tradingview_match
IAD,LSE,Invesco Asia Dragon Trust plc,IAD,Invesco Asia Dragon Trust PLC GBP,LSE,fund,GB0004535307,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
ICBR3,B3,INTERCEMENT BRASIL S.A.,,,,,,,,,no_tradingview_match
ICGH,TSXV,IC Group Holdings Inc.,ICGH,IC Group Holdings Inc.,TSXV,stock,CA4492741091,Finance,Financial Conglomerates,,name_mismatch
ICI.P,TSXV,Inceptus Capital Ltd.,,,,,,,,,no_tradingview_match
ICRS,TSXV,Icarus Capital Corp.,ICRS,Icarus Capital Corp.,TSXV,stock,CA4510621036,Finance,Financial Conglomerates,,unsupported_sector
ICWY.P,TSXV,ICWHY Capital Ventures Inc.,ICWY.P,ICWHY Capital Ventures Inc,TSXV,stock,CA45114Q1000,Finance,Financial Conglomerates,,unsupported_sector
IKC.P,TSXV,Ikigai Capital Corp.,IKC.P,Ikigai Capital Corp.,TSXV,stock,CA45174R1055,Finance,Financial Conglomerates,,unsupported_sector
IKIV,LSE,Ikigai Ventures Ltd,IKIV,Ikigai Ventures Limited,LSE,stock,GG00BPG8J619,Finance,Financial Conglomerates,,unsupported_sector
IMPT,TSXV,Impact Development Group Inc.,IMPT,Impact Development Group Inc,TSXV,stock,CA45259H1055,Finance,Financial Conglomerates,,unsupported_sector
IPNN3,B3,TESTE IPN VS SA,,,,,,,,,no_tradingview_match
IVLG3B,B3,INVITEL LEGACY S.A.,,,,,,,,,no_tradingview_match
JCBA6,B3,J C BARRETTO FERTILIZANTES S.A.,,,,,,,,,no_tradingview_match
JCI-H,TSXV,JM CAPITAL II CORP,JCI.H,JM Capital II Corp.,TSXV,stock,CA46622N1006,Finance,Financial Conglomerates,,unsupported_sector
JEDT,LSE,JPMorgan Euro Small Companies Trust Plc,JEDT,JPMorgan European Discovery Trust plc,LSE,fund,GB00BMTS0Z37,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JEGI,LSE,JPMorgan European Growth & Income plc,JEGI,JPMorgan European Growth & Income PLC GBP,LSE,fund,GB00BPR9Y246,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JIGI,LSE,JPMorgan India Growth & Income PLC,JIGI,JPMorgan India Growth & Income PLC GBP,LSE,fund,GB0003450359,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JMGI,LSE,JPMorgan Emerging Markets Investment Trust plc,JMGI,JPMorgan Emerging Markets Growth & Income PLC GBP,LSE,fund,GB00BMXWN182,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JOJO.P,TSXV,Jo-Jo Capital Canada Ltd.,JOJO.P,Jo-Jo Capital Canada Ltd.,TSXV,stock,CA47766J1030,Finance,Financial Conglomerates,,unsupported_sector
JTWO,TSXV,J2 Metals Inc.,JTWO,J2 Metals Incorporation,TSXV,stock,CA4809311042,Finance,Financial Conglomerates,,unsupported_sector
JUGI,LSE,JPMorgan UK Small Cap Growth & Income Plc,JUGI,JPMorgan UK Small Cap Growth & Income plc GBP,LSE,fund,GB00BF7L8P11,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
JVR.P,TSXV,JVR Ventures Inc.,JVR.P,"JVR Ventures, Inc.",TSXV,stock,CA46654Y1079,Finance,Financial Conglomerates,,unsupported_sector
KALM.P,TSXV,Kalma Capital Corp.,KALM.P,Kalma Capital Corp.,TSXV,stock,CA48344K1093,Finance,Financial Conglomerates,,unsupported_sector
KALS5,B3,KA 2 LAUNDRY SERVICES S.A.,,,,,,,,,no_tradingview_match
KALU3,B3,KALUNGA S.A,,,,,,,,,no_tradingview_match
KITW,LSE,Kitwave Group PLC,,,,,,,,,no_tradingview_match
KKL.P,TSXV,Kelly Ventures Ltd.,KKL.P,Kelly Ventures Ltd.,TSXV,stock,CA48815M1059,Finance,Financial Conglomerates,,unsupported_sector
KLX,TSXV,Klimat X Developments Inc.,,,,,,,,,no_tradingview_match
KOVO,TSXV,Kovo Healthtech Corp,KOVO,Kovo+ Holdings Inc,TSXV,stock,CA5007421012,Technology Services,Information Technology Services,,name_mismatch
KPEN.P,TSXV,KP3993 Resources Inc.,KPEN.P,KP3993 Resources Inc,TSXV,stock,CA4826551075,Finance,Financial Conglomerates,,unsupported_sector
KUAI.P,TSXV,Kua Investments Inc.,KUAI.P,Kua Investments Inc,TSXV,stock,CA50117A1021,Finance,Financial Conglomerates,,unsupported_sector
LAZT3,B3,LAGO AZUL TRANSMISSO S.A.,,,,,,,,,no_tradingview_match
LCX,TSXV,Lycos Energy Inc.,LCX,Lycos Energy Inc,TSXV,stock,CA55082H2063,Miscellaneous,Miscellaneous,,unsupported_sector
LDB.P,TSXV,LDB Capital Corp.,LDB.P,LDB Capital Corp.,TSXV,stock,CA50203W2085,Finance,Financial Conglomerates,,unsupported_sector
LEGY,TSXV,Legacy Gold Mines Ltd.,LEGY,Legacy Gold Mines Ltd,TSXV,stock,CA52474Q1000,Finance,Financial Conglomerates,,unsupported_sector
LEND,LSE,Sancus Lending Group Ltd,LEND,Sancus Lending Group Limited,LSE,stock,GB00B0CL3P62,Miscellaneous,Investment Trusts/Mutual Funds,,unsupported_sector
LFC.P,TSXV,Left Field Capital Corp.,LFC.P,Left Field Capital Corp,TSXV,stock,CA5249451025,Finance,Financial Conglomerates,,unsupported_sector
LILL.P,TSXV,Little Fish Acquisition I Corp.,LILL.P,Little Fish Acquisition I Corp,TSXV,stock,CA5372261027,Finance,Financial Conglomerates,,unsupported_sector
LKCS,LSE,LKCS,,,,,,,,,no_tradingview_match
LNGE,TSXV,LNG Energy Group Corp.,,,,,,,,,no_tradingview_match
LOGS3,B3,LOGASA INDUSTRIA E COMERCIO S.A.,,,,,,,,,no_tradingview_match
LOGS4,B3,LOGASA INDUSTRIA E COMERCIO S.A.,,,,,,,,,no_tradingview_match
LSAA,LSE,Life Settlement Assets PLC,LSAA,Life Settlement Assets Plc Class A,LSE,fund,GB00BF1Q4B05,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
LSC.P,TSXV,Lombard Street Capital Corp.,,,,,,,,,no_tradingview_match
MAN.P,TSXV,Mandala Capital Inc.,MAN.P,Mandala Capital Inc,TSXV,stock,CA56256W1023,Finance,Financial Conglomerates,,unsupported_sector
MAND.P,TSXV,Mandeville Ventures Inc.,MAND.P,"Mandeville Ventures, Inc.",TSXV,stock,CA5626571064,Finance,Financial Conglomerates,,unsupported_sector
MAQN3,B3,MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
MAQN4,B3,MAQUINA DE VENDAS BRASIL PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
MAR-UN,TSXV,Marwest Apartment Real Estate Investment Trust,MAR.UN,Marwest Apartment REIT,TSXV,stock,CA57386R1047,Finance,Real Estate Investment Trusts,,name_mismatch
MBSP,LSE,Manchester Building Society 6.75% PIBS,,,,,,,,,no_tradingview_match
MCCP.P,TSXV,Michichi Capital Corp.,MCCP.P,Michichi Capital Corp.,TSXV,stock,CA5941101084,Finance,Financial Conglomerates,,unsupported_sector
MCT.P,TSXV,M3 Capital Corp.,MCT.P,M3 Capital Corp.,TSXV,stock,CA55378U1012,Finance,Financial Conglomerates,,unsupported_sector
MDIN3,B3,MUNDIAL INC,,,,,,,,,no_tradingview_match
MDK.P,TSXV,MDK Acquisition Inc.,MDK.P,"MDK Acquisition, Inc.",TSXV,stock,CA55285V1013,Finance,Financial Conglomerates,,unsupported_sector
MDSI3,B3,MUNDIAL ASIA HONG KONG,,,,,,,,,no_tradingview_match
MEED.P,TSXV,MEED Growth Corp.,MEED.P,Meed Growth Corp.,TSXV,stock,CA5851031040,Finance,Financial Conglomerates,,unsupported_sector
MEGO.P,TSXV,Amego Capital Corp.,MEGO.P,Amego Capital Corp.,TSXV,stock,CA02343T1084,Finance,Financial Conglomerates,,unsupported_sector
MFA.P,TSXV,Mayfair Acquisition Corporation,MFA.P,Mayfair Acquisition Corp.,TSXV,stock,CA57807J1030,Finance,Financial Conglomerates,,unsupported_sector
MGFB3,B3,M&G FIBRAS HOLDING S.A.,,,,,,,,,no_tradingview_match
MINK,TSXV,Mink Ventures Corporation,MINK,Mink Ventures Corp.,TSXV,stock,CA6037051043,Finance,Financial Conglomerates,,unsupported_sector
MKSS3,B3,MKS SOLUÇÕES INTEGRADAS S.A.,,,,,,,,,no_tradingview_match
MLHL,LSE,Malibu Life Holdings Limited,MLHL,Malibu Life Holdings Limited,LSE,fund,KYG8827C1006,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
MMBR3,B3,MAGNETI MARELLI DO BRASIL IND.COM S.A.,,,,,,,,,no_tradingview_match
MMBR4,B3,MAGNETI MARELLI DO BRASIL IND.COM S.A.,,,,,,,,,no_tradingview_match
MMCA3,B3,MAGNETI MARELLI COFAP AUTOPECAS S.A.,,,,,,,,,no_tradingview_match
MMCA4,B3,MAGNETI MARELLI COFAP AUTOPECAS S.A.,,,,,,,,,no_tradingview_match
MMCF3,B3,MAGNETI MARELLI COFAP-CIA FABR PECAS S/A,,,,,,,,,no_tradingview_match
MMCF4,B3,MAGNETI MARELLI COFAP-CIA FABR PECAS S/A,,,,,,,,,no_tradingview_match
MNBI3,B3,MLOG S.A.,,,,,,,,,no_tradingview_match
MNLX,TSXV,MiniLuxe Holding Corp.,MNLX,Miniluxe Holding Corp.,TSXV,stock,CA60365X1006,Finance,Financial Conglomerates,,unsupported_sector
MONA.P,TSXV,Monarch West Ventures Inc.,MONA.P,"Monarch West Ventures, Inc.",TSXV,stock,CA6091871096,Finance,Financial Conglomerates,,unsupported_sector
MONY.P,TSXV,Harmony Acquisitions Corp.,MONY.P,Harmony Acquisitions Corp,TSXV,stock,CA4131811081,Finance,Financial Conglomerates,,unsupported_sector
MPV.P,TSXV,Matchpoint Ventures Corp.,MPV.P,Matchpoint Ventures Corp.,TSXV,stock,CA57666X1024,Finance,Financial Conglomerates,,unsupported_sector
MRKI.P,TSXV,"Meraki Acquisition One, Inc.",MRKI.P,"Meraki Acquisition One, Inc.",TSXV,stock,CA5873301017,Finance,Financial Conglomerates,,unsupported_sector
MTAL3,B3,CIMETAL SIDERURGIA S/A,,,,,,,,,no_tradingview_match
MTAL6,B3,CIMETAL SIDERURGIA S/A,,,,,,,,,no_tradingview_match
MTNR5,B3,METANOR - METANOL DO NORDESTE S.A.,,,,,,,,,no_tradingview_match
MTNR7,B3,METANOR - METANOL DO NORDESTE S.A.,,,,,,,,,no_tradingview_match
MUST-H,TSXV,Must Capital Inc,MUST.H,"Must Capital, Inc.",TSXV,stock,CA62818R1029,Finance,Financial Conglomerates,,unsupported_sector
MVR2,LSE,Marwyn Value Investors 2021 Realisation,MVR2,Marwyn Value Investors Ltd,LSE,fund,KYG5897M2243,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
MWIS6,B3,MWI - SISTEMA DE COMUNICACAO S.A.,,,,,,,,,no_tradingview_match
NAII3,B3,NAI HOLDINGS S.A.,,,,,,,,,no_tradingview_match
NAII4,B3,NAI HOLDINGS S.A.,,,,,,,,,no_tradingview_match
NAQ.P,TSXV,Navigator Acquisition Corp.,NAQ.P,Navigator Acquisition Corp.,TSXV,stock,CA63941A1075,Finance,Financial Conglomerates,,unsupported_sector
NEME.P,TSXV,New Media Capital 2.0 Inc.,NEME.P,"New Media Capital 2.0, Inc.",TSXV,stock,CA6470391062,Finance,Financial Conglomerates,,unsupported_sector
NESB3,B3,NESBER S.A.,,,,,,,,,no_tradingview_match
NIPL3,B3,NIPLAN ENGENHARIA S.A.,,,,,,,,,no_tradingview_match
NIS.P,TSXV,Cann-is Capital Corp.,NIS.P,Cann Is Capital Corp.,TSXV,stock,CA13765T1049,Finance,Financial Conglomerates,,unsupported_sector
NKEP3,B3,NK 031 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
NKEP4,B3,NK 031 EMPREENDIMENTOS E PARTICIPAÇÕES S.A.,,,,,,,,,no_tradingview_match
NLII.P,TSXV,NL2 Capital Inc.,NLII.P,"NL2 Capital, Inc.",TSXV,stock,CA6291701010,Finance,Financial Conglomerates,,unsupported_sector
NODA3,B3,NOVADATA SISTEMAS E COMPUTADORES S/A,,,,,,,,,no_tradingview_match
NODA6,B3,NOVADATA SISTEMAS E COMPUTADORES S/A,,,,,,,,,no_tradingview_match
NOVI3,B3,NORTIS INCORPORADORA E CONSTRUTORA S.A.,,,,,,,,,no_tradingview_match
NRZ-H,TSXV,Norzan Enterprises Ltd.,,,,,,,,,no_tradingview_match
NSU,TSXV,North Shore Uranium Ltd.,NSU,North Shore Uranium Ltd,TSXV,stock,CA66240L1040,Finance,Financial Conglomerates,,unsupported_sector
NTLX,TSXV,Neurothera Labs Inc.,NTLX,NeuroThera Labs Inc.,TSXV,stock,CA64136J1012,Finance,Financial Conglomerates,,unsupported_sector
NVN.P,TSXV,Navion Capital II Inc.,NVN.P,"Navion Capital II, Inc.",TSXV,stock,CA6393541090,Finance,Financial Conglomerates,,unsupported_sector
NXVL3,B3,NOXVILLE INVESTIMENTOS S.A.,,,,,,,,,no_tradingview_match
NXVL4,B3,NOXVILLE INVESTIMENTOS S.A.,,,,,,,,,no_tradingview_match
OAC.P,TSXV,Oa Capital Corp.,OAC.P,Oa Capital Corp.,TSXV,stock,CA67116R1001,Finance,Financial Conglomerates,,unsupported_sector
OBAH3,B3,GRUPO FARTURA DE HORTIFRUT S/A,,,,,,,,,no_tradingview_match
OBIO3,B3,OLEOPLAN S.A - ÓLEOS VEGETAIS PLANALTO,,,,,,,,,no_tradingview_match
OCAP.P,TSXV,Ocean Shore Capital Corp.,OCAP.P,Ocean Shore Capital Corp.,TSXV,stock,CA67501T1093,Finance,Financial Conglomerates,,unsupported_sector
ODTR3,B3,OTP S.A.,,,,,,,,,no_tradingview_match
OGDC,LSE,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(REGS),,,,,,,,,no_tradingview_match
OKAI,TSXV,EvokAI Creative Labs Inc.,,,,,,,,,no_tradingview_match
ONDO,LSE,Ondo InsurTech PLC,ONDO,Ondo Insur Tech PLC,LSE,stock,GB00BNVVGD77,Finance,Financial Conglomerates,,unsupported_sector
ONWD,LSE,Onward Opportunities Ltd,ONWD,Onward Opportunities Ltd.,LSE,fund,GG00BMZR1514,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
OPDL3B,B3,DALETH PARTICIPACOES S.A.,,,,,,,,,no_tradingview_match
OPEN.P,TSXV,OpenSesame Acquisition Corp.,,,,,,,,,no_tradingview_match
OPGM3,B3,GAMA PARTICIPACOES S.A.,OPGM3,Gama Participacoes SA,BMFBOVESPA,stock,BROPGMACNOR6,Miscellaneous,Miscellaneous,,unsupported_sector
ORNA4B,B3,ORNATO S.A. INDL DE PISOS E AZULEJOS,,,,,,,,,no_tradingview_match
OT1,LSE,Oxford Technology 2 Venture Capital Trust PLC,OT1,Oxford Technology 2 Venture Capital Trust PLC,LSE,fund,GB00BN73FM99,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
OT3,LSE,Oxford Technology 2 Venture Capital Trust PLC OT3,OT3,Oxford Technology 2 Venture Capital Trust PLC,LSE,fund,GB00BN73FN07,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
OT4,LSE,Oxford Technology 2 Venture Capital Trust PLC OT4,OT4,Oxford Technology 2 Venture Capital Trust PLC,LSE,fund,GB00BN73FP21,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
OTPD,LSE,OTP Bank Plc,,,,,,,,,no_tradingview_match
OXH,LSE,Oxford Technology 2 Venture Capital Trust plc,OXH,Oxford Technology 2 Venture Capital Trust PLC,LSE,fund,GB0003105052,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
P5RD3,B3,MATRIZ COMPANHIA METALURGICA PRADA,,,,,,,,,no_tradingview_match
PCAA.P,TSXV,PC 1 Corp.,PCAA.P,PC 1 Corp,TSXV,stock,CA69323W1041,Finance,Financial Conglomerates,,name_mismatch
