ticker,exchange,name,tv_symbol,tv_name,tv_exchange,tv_type,tv_sector,tv_industry,sector_update,decision
BNRG3,B3,BRAZIL ENERGY S.A.,,,,,,,,no_tradingview_match
BOCA,TSXV,Bocana Resources Corp.,BOCA,Bocana Resources Corp,TSXV,stock,Energy Minerals,Integrated Oil,Energy,accept
BOFA,TSX,Bank of America CDR (CAD Hedged),BOFA,Bank of America Corp Shs Canadian Depositary Receipt Repr Shs Reg S,TSX,dr,Finance,Major Banks,,asset_type_mismatch
BOGO,TSXV,Borealis Mining Company Limited,BOGO,Borealis Mining Company Limited,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BONE,TSXV,Boron One Holdings Inc.,BONE,Boron One Holdings Inc,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BP1,ASX,BP CAPITAL MARKETS P.L.C.,,,,,,,,no_tradingview_match
BPAG,TSXV,BP Silver Corp.,BPAG,BP Silver Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BPCAP,BSE_IN,B. P. Capital Ltd,BPCAP,B. P. Capital Ltd.,BSE,stock,Finance,Finance/Rental/Leasing,,name_mismatch
BPO,TSX,Brookfield Office Properties Inc.,,,,,,,,no_tradingview_match
BRACEPORT,NSE_IN,Brace Port Logistics Limited,BRACEPORT,Brace Port Logistics Limited,NSE,stock,Transportation,Air Freight/Couriers,Industrials,accept
BRANDMAN,NSE_IN,Brandman Retail Limited,BRANDMAN,Brandman Retail Limited,NSE,stock,Retail Trade,Apparel/Footwear Retail,Consumer Discretionary,accept
BRCB.P,TSXV,Brachium2 Capital Corp.,BRCB.P,Brachium2 Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
BRED,TSXV,Purebread Brands Inc.,BRED,Purebread Brands Inc.,TSXV,stock,Consumer Services,Restaurants,Consumer Discretionary,accept
BRON,TSXV,Bronco Resources Corp.,BRON,Bronco Resources Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
BULKCORP,NSE_IN,Bulkcorp International Limited,BULKCORP,Bulkcorp International Limited,NSE,stock,Process Industries,Containers/Packaging,Materials,accept
BUZ.P,TSXV,Buzz Capital Inc.,BUZ.P,Buzz Capital Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
BUZH.P,TSXV,Buzz Capital 2 Inc.,BUZH.P,"Buzz Capital 2, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
BVEN3,B3,BOA VISTA ENERGIA S.A.,,,,,,,,no_tradingview_match
C1GT3,B3,CELG TRANSMISSÃO S.A. - CELG T,,,,,,,,no_tradingview_match
C2C,NSE_IN,C2C Advanced Systems Limited,C2C,C2C Advanced Systems Ltd.,NSE,stock,Technology Services,Packaged Software,Information Technology,accept
C3RP3,B3,COTRASA PARTICIPACOES S.A.,,,,,,,,no_tradingview_match
CAC.P,TSXV,Cinaport Acquisition Corp. III,CAC.P,Cinaport Acquisition Corp. III,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CADSYS,NSE_IN,Cadsys (India) Limited,CADSYS,Cadsys (India) Ltd.,NSE,stock,Technology Services,Packaged Software,Information Technology,accept
CANS,TSXV,Wildpack Beverage Inc.,CANS,Wildpack Beverage Inc.,TSXV,stock,Consumer Non-Durables,Beverages: Alcoholic,Consumer Staples,accept
CAPILLARY,NSE_IN,Capillary Technologies India Limited,CAPILLARY,Capillary Technologies India Ltd.,NSE,stock,Technology Services,Packaged Software,Information Technology,accept
CAPL.P,TSXV,Caplink Ventures Inc.,CAPL.P,Caplink Ventures Inc.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CBAR.P,TSXV,Castlebar Capital Corp.,CBAR.P,Castlebar Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CBIT,TSXV,Cathedra Bitcoin Inc.,CBIT,Cathedra Bitcoin Inc,TSXV,stock,Technology Services,Information Technology Services,Information Technology,accept
CBOH3,B3,CBO HOLDING S.A.,,,,,,,,no_tradingview_match
CBST,NEO,Cannabist Company Holdings Inc,CBST,Cannabist Company Holdings Inc,NEO,stock,Health Technology,Pharmaceuticals: Other,Health Care,accept
CCAT3,B3,COMFIO COMPANHIA CATARINENSE DE FIACAO,,,,,,,,no_tradingview_match
CCAT4,B3,COMFIO COMPANHIA CATARINENSE DE FIACAO,,,,,,,,no_tradingview_match
CCDS,TSXV,Carrier Connect Data Solutions Inc.,CCDS,Carrier Connect Data Solutions Inc.,TSXV,stock,Technology Services,Data Processing Services,Information Technology,accept
CCHH,NASDAQ,CCH Holdings Ltd Ordinary Shares,CCHH,CCH Holdings Ltd,NASDAQ,stock,Consumer Services,Restaurants,,name_mismatch
CCIC.P,TSXV,Chicane Capital I Corp.,CCIC.P,Chicane Capital I Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CCMC,TSXV,Core Critical Metals Corp.,CCMC,Core Critical Metals Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
CCTY3,B3,BELORA RDVC CITY DESENVOLVIMENTO  IMOBILIÁRIO S.A.,CCTY3,Belora RDVC City Desenvolvimento Imobiliario S.A.,BMFBOVESPA,stock,Consumer Durables,Homebuilding,Consumer Discretionary,accept
CCZ.P,TSXV,Chablis Capital Corp.,CCZ.P,Chablis Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CEAC3,B3,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,no_tradingview_match
CEAC4,B3,ENERGISA ACRE - DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,no_tradingview_match
CEAG3,B3,CIA DE ENTREPOSTOS E ARMAZENS GERAIS SP,,,,,,,,no_tradingview_match
CEAL3,B3,EQUATORIAL ALAGOAS - DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,no_tradingview_match
CEAL4,B3,EQUATORIAL ALAGOAS - DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,no_tradingview_match
CEAP3,B3,COMPANHIA DE ELETRICIDADE DO AMAPÁ - CEA,,,,,,,,no_tradingview_match
CEBD3,B3,Neoenergia Distribuicao Brasilia S.A,,,,,,,,no_tradingview_match
CEDAAR,NSE_IN,Cedaar Textile Limited,CEDAAR,Cedaar Textile Ltd.,NSE,stock,Process Industries,Textiles,Materials,accept
CEEP3,B3,CIA EST. DE ENERG. ELETRICA PARTICIPAÇÕES CEEE-PAR,,,,,,,,no_tradingview_match
CEGS,TSX,Constellation Energy CDR (CAD Hedged),CEGS,Constellation Energy Corporation Shs Unsponsored Canadian Depository Receipt Hedged Reg S,TSX,dr,Utilities,Electric Utilities,,asset_type_mismatch
CEL-H,TSXV,Columbus Energy Limited,CEL.H,Columbus Energy Limited,TSXV,stock,Energy Minerals,Integrated Oil,Energy,accept
CEQ,TSXV,Criterium Energy Ltd.,CEQ,Criterium Energy Ltd,TSXV,stock,Energy Minerals,Oil & Gas Production,Energy,accept
CERO3,B3,ENERGISA RONDONIA - DISTRIBUIDORA DE ENERGIA S/A,,,,,,,,no_tradingview_match
CEROW,NASDAQ,CERo Therapeutics Holdings Inc,,,,,,,,no_tradingview_match
CES.P,TSXV,Celestial Acquisition Corp.,CES.P,Celestial Acquisition Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CESA3,B3,CIA ESTADUAL DE SILOS E ARMAZENS,,,,,,,,no_tradingview_match
CFHO3,B3,CARVALHO HOLDINGS SA,,,,,,,,no_tradingview_match
CFHO4,B3,CARVALHO HOLDINGS SA,,,,,,,,no_tradingview_match
CGOS3,B3,EQUATORIAL GOIAS DISTRIBUIDORA DE ENERGIA S/A,,,,,,,,no_tradingview_match
CH,TSXV,Charbone Hydrogen Corporation,CH,Charbone Hydrogen Corporation,TSXV,stock,Utilities,Alternative Power Generation,Utilities,accept
CHAMUNDA,NSE_IN,Chamunda Electrical Limited,CHAMUNDA,Chamunda Electrical Limited,NSE,stock,Industrial Services,Engineering & Construction,Industrials,accept
CHANDAN,NSE_IN,Chandan Healthcare Limited,CHANDAN,CHANDAN HEALTHCARE LIMITED,NSE,stock,Health Services,Medical/Nursing Services,Health Care,accept
CHER,TSXV,Cheelcare Inc.,CHER,Cheelcare Inc.,TSXV,stock,Health Technology,Medical Specialties,Health Care,accept
CHETANA,NSE_IN,Chetana Education Limited,CHETANA,Chetana Education Limited,NSE,stock,Consumer Services,Publishing: Books/Magazines,Consumer Discretionary,accept
CHII.P,TSXV,Chicane Capital II Corp.,CHII.P,Chicane Capital II Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CITYON,BSE_IN,Cityon Systems (India) Ltd,,,,,,,,no_tradingview_match
CIU,TSX,CU Inc.,,,,,,,,no_tradingview_match
CKKRETAIL,NSE_IN,C K K Retail Mart Limited,CKKRETAIL,C K K Retail Mart Limited,NSE,stock,Distribution Services,Food Distributors,Consumer Staples,accept
CLASSICEIL,NSE_IN,Classic Electrodes (India) Limited,CLASSICEIL,Classic Electrodes India Limited,NSE,stock,Producer Manufacturing,Industrial Machinery,Industrials,accept
CLCH,TSX,Clinch Resources Ltd.,CLCH,Clinch Resources Ltd.,TSX,stock,Energy Minerals,Coal,Energy,accept
CLCIND,BSE_IN,CLC Industries Ltd,CLCIND,CLC Industries Limited,BSE,stock,Process Industries,Textiles,Materials,accept
CLENON,BSE_IN,Clenon Enterprises Ltd,CLENON,Clenon Enterprises Ltd,BSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
CLIC,TSXV,Comet Lithium Corporation,CLIC,Comet Lithium Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
CLNT3,B3,CLARANET TECHNOLOGY S.A.,,,,,,,,no_tradingview_match
CMICABLES,BSE_IN,CMI Ltd,CMICABLES,CMI Limited,BSE,stock,Producer Manufacturing,Electrical Products,,name_mismatch
CMNS3,B3,CMN SOLUTIONS AO18 PARTICIPACOES S.A.,,,,,,,,no_tradingview_match
CNCO,TSXV,Core Nickel Corp.,,,,,,,,no_tradingview_match
CNJ.P,TSXV,CNJ Capital Investments Inc.,CNJ.P,"CNJ Capital Investments, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CNRI,TSXV,Canadian North Resources Inc.,CNRI,"Canadian North Resources, Inc.",TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
CNRT5,B3,CICANORTE IND CONSERVAS ALIMENTICIAS S.A,,,,,,,,no_tradingview_match
CNST.P,TSXV,Constellation Capital Corp.,CNST.P,Constellation Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CNVI,TSXV,Conavi Medical Corp.,CNVI,Conavi Medical Corp.,TSXV,stock,Health Technology,Medical Specialties,Health Care,accept
COCN5,B3,CIA DE COCOS DO NORDESTE,,,,,,,,no_tradingview_match
COLAB,BSE_IN,Colab Platforms Ltd,COLAB,Colab Platforms Limited,BSE,stock,Distribution Services,Electronics Distributors,Industrials,accept
COLL.P,TSXV,Collingwood Resources Corp.,COLL.P,Collingwood Resources Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CONNPLEX,NSE_IN,Connplex Cinemas Limited,CONNPLEX,Connplex Cinemas Limited,NSE,stock,Consumer Services,Movies/Entertainment,Communication Services,accept
CONX3,B3,TRIPLE PLAY BRASIL PARTICIPAÇÕES S.A.,,,,,,,,no_tradingview_match
COP-U,TSX,Sprott Physical Copper Trust,COP.U,Sprott Physical Copper Trust Trust Units,TSX,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
COP-UN,TSX,Sprott Physical Copper Trust,COP.UN,Sprott Physical Copper Trust Trust Units,TSX,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
COSA,TSXV,Cosa Resources Corp.,COSA,Cosa Resources Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
CPCH3,B3,CAPITAL CENTER HOTEIS S.A.,,,,,,,,no_tradingview_match
CPCH7,B3,CAPITAL CENTER HOTEIS S.A.,,,,,,,,no_tradingview_match
CPIS12,B3,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,no_tradingview_match
CPIS3,B3,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,no_tradingview_match
CPIS4,B3,EQUATORIAL PIAUI DISTRIBUIDORA DE ENERGIA S.A,,,,,,,,no_tradingview_match
CPKR,TSX,Canada Packers Inc.,CPKR,Canada Packers Inc.,TSX,stock,Consumer Non-Durables,Food: Meat/Fish/Dairy,Consumer Staples,accept
CPNO7,B3,COPENOR - CIA PETROQUIMICA DO NORDESTE,,,,,,,,no_tradingview_match
CRESANTO,BSE_IN,Cresanto Global Ltd,CRESANTO,Cresanto Global Ltd,BSE,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
CRG,TSXV,Crossroads Gold Corp.,CRG,Crossroads Gold Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
CRML4,B3,CARBOMIL S.A.,,,,,,,,no_tradingview_match
CRPC4,B3,CRP CADERI CAPITAL DE RISCO S/A,,,,,,,,no_tradingview_match
CSAL4,B3,CIA ABASTEC. D'AGUA E SAN. EST. ALAGOAS,,,,,,,,no_tradingview_match
CSAM3,B3,COSAMA - CIA DE SANEAMENTO DA AMAZONIA,,,,,,,,no_tradingview_match
CSAM4,B3,COSAMA - CIA DE SANEAMENTO DA AMAZONIA,,,,,,,,no_tradingview_match
CSPN,TSXV,"CareSpan Health, Inc.",,,,,,,,no_tradingview_match
CSSL,NSE_IN,Clear Secured Services Limited,CSSL,Clear Secured Services Ltd.,NSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
CT.P,TSXV,CarbonTech Capital Corp.,CT.P,CarbonTech Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CTH,TSXV,CoTec Holdings Corp.,CTH,CoTec Holdings Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CTN,TSXV,Centurion Minerals Ltd.,CTN,Centurion Minerals Ltd.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
CTRL,TSXV,Edge Total Intelligence Inc.,CTRL,Edge Total Intelligence Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
CUCU,TSXV,Global Copper Corp.,CUCU,Global Copper Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
CUDML,NSE_IN,Cash Ur Drive Marketing Limited,CUDML,Cash Ur Drive Marketing Limited,NSE,stock,Commercial Services,Advertising/Marketing Services,,unsupported_sector
CUEX,TSXV,CopperEx Resources Corporation,CUEX,CopperEx Resources Corporation,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
CURIS,NSE_IN,Curis Lifesciences Limited,CURIS,Curis Lifesciences Limited,NSE,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
CVO,TSX,Coveo Solutions Inc.,CVO,"Coveo Solutions, Inc.",TSX,stock,Technology Services,Packaged Software,Information Technology,accept
CZZL,NEO,CIZZLE BRANDS CORPORATION,CZZL,Cizzle Brands Corporation,NEO,stock,Consumer Non-Durables,Beverages: Non-Alcoholic,Consumer Staples,accept
DANISH,NSE_IN,Danish Power Limited,DANISH,Danish Power Ltd.,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
DAQ.P,TSXV,Dominus Acquisition Corp.,DAQ.P,Dominus Acquisitions Corp.,TSXV,stock,Finance,Financial Conglomerates,,name_mismatch
DASS3,B3,DASS NORDESTE CALÇADOS E ARTIGOS ESPORTIVOS SA,,,,,,,,no_tradingview_match
DAY,TSX,"Dayforce, Inc.",,,,,,,,no_tradingview_match
DBM,TSX,Doman Building Materials Group Ltd.,DBM,Doman Building Materials Group Ltd,TSX,stock,Distribution Services,Wholesale Distributors,Industrials,accept
DCCL,NSE_IN,Dar Credit & Capital Limited,DCCL,Dar Credit & Capital Limited,NSE,stock,Finance,Finance/Rental/Leasing,Financials,accept
DECCANTRAN,NSE_IN,Deccan Transcon Leasing Limited,DECCANTRAN,Deccan Transcon Leasing Limited,NSE,stock,Transportation,Air Freight/Couriers,Industrials,accept
DELTIC,NSE_IN,Delta Autocorp Limited,DELTIC,Delta Autocorp Limited,NSE,stock,Consumer Durables,Motor Vehicles,Consumer Discretionary,accept
DFY,TSX,Definity Financial Corporation,DFY,Definity Financial Corp.,TSX,stock,Finance,Property/Casualty Insurance,Financials,accept
DGC,TSXV,Daura Gold Corp.,DGC,Daura Gold Corp.,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
DGL.P,TSXV,DGL Investments No. 1 Inc.,DGL.P,"DGL Investments No. 1, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
DHARAN,BSE_IN,Dharan Infra-EPC Ltd,DHARAN,Dharan Infra-EPC Ltd,BSE,stock,Finance,Real Estate Development,Real Estate,accept
DHARARAIL,NSE_IN,Dhara Rail Projects Limited,DHARARAIL,Dhara Rail Projects Limited,NSE,stock,Industrial Services,Engineering & Construction,Industrials,accept
DHARIWAL,NSE_IN,Dhariwalcorp Limited,DHARIWAL,Dhariwalcorp Limited,NSE,stock,Consumer Non-Durables,Household/Personal Care,Consumer Staples,accept
DHB,TSXV,Delivra Health Brands Inc.,DHB,Delivra Health Brands Inc,TSXV,stock,Process Industries,Agricultural Commodities/Milling,Materials,accept
DIG-H,TSXV,District Mines Ltd,DIG.H,District Mines Ltd.,TSXV,stock,Energy Minerals,Oil & Gas Production,Energy,accept
DIIL,PSX,Diamond Industries Limited,DIIL,Diamond Industries Limited,PSX,stock,Consumer Non-Durables,Household/Personal Care,Consumer Staples,accept
DIRL,NSE_IN,Dhanuka Infra Realty Limited,DIRL,Dhanuka Infra Realty Limited,NSE,stock,Finance,Real Estate Development,Real Estate,accept
DIVINEHIRA,NSE_IN,Divine Hira Jewellers Limited,DIVINEHIRA,Divine Hira Jewellers Limited,NSE,stock,Consumer Durables,Other Consumer Specialties,Consumer Discretionary,accept
DIVYADHAN,NSE_IN,Divyadhan Recycling Industries Limited,DIVYADHAN,Divyadhan Recycling Industries Ltd.,NSE,stock,Process Industries,Textiles,Materials,accept
DMCU,TSXV,Domestic Metals Corp.,DMCU,Domestic Metals Corp.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
DMN,ASX,DOMINION INVESTMENT GROUP LIMITED,,,,,,,,no_tradingview_match
DNEN3B,B3,DINAMICA ENERGIA S.A.,,,,,,,,no_tradingview_match
DNTL,TSX,dentalcorp Holdings Ltd.,,,,,,,,no_tradingview_match
DOLPHMED,BSE_IN,Dolphin Medical Services Ltd,DOLPHMED,Dolphin Medical Services Ltd,BSE,stock,Health Services,Medical/Nursing Services,Health Care,accept
DPF,TSXV,Dr. Phone Fix Canada Corporation,DPF,Dr. Phone Fix Canada Corporation,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
DPSCLTD,NSE_IN,DPSC Limited,DPSCLTD,India Power Corp. Ltd.,NSE,stock,Utilities,Electric Utilities,,name_mismatch
DRAX.P,TSXV,Draxos Capital Corp.,DRAX.P,Draxos Capital Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
DRSCARGO,NSE_IN,DRS Cargo Movers Limited,DRSCARGO,DRS Cargo Movers Pvt Ltd.,NSE,stock,,,,unsupported_sector
DRY,TSXV,Dryden Gold Corp.,DRY,Dryden Gold Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
DTEN3,B3,DETEN QUIMICA S.A.,,,,,,,,no_tradingview_match
DTEN6,B3,DETEN QUIMICA S.A.,,,,,,,,no_tradingview_match
DTOL,TSX,D2L Inc.,DTOL,"D2L, Inc.",TSX,stock,Technology Services,Packaged Software,,name_mismatch
DTWO,TSXV,D2 Lithium Corp.,DTWO,D2 Lithium Corp,TSXV,stock,Non-Energy Minerals,Precious Metals,Materials,accept
DVX.P,TSXV,Drummond Ventures Corp.,,,,,,,,no_tradingview_match
DXA,ASX,CAISSE FRANCAISE DE FINANCEMENT LOCAL,,,,,,,,no_tradingview_match
DXXI3,B3,DUXXI IMOBILIÁRIA S.A.,,,,,,,,no_tradingview_match
E3XT3,B3,IMIFARMA PRODUTOS FARMACEUTICOS E COSMETICOS SA,,,,,,,,no_tradingview_match
EBCD.P,TSXV,Eureka Capital Corp.,EBCD.P,Eureka Capital Corp.,TSXV,stock,Finance,Investment Banks/Brokers,Financials,accept
EBTL3,B3,EMBRATEL - EMPR.BRASILEIRA DE TELEC S.A.,,,,,,,,no_tradingview_match
EC3S3,B3,ENERGETICA CORUMBA III S.A.,,,,,,,,no_tradingview_match
EC3S4,B3,ENERGETICA CORUMBA III S.A.,,,,,,,,no_tradingview_match
ECAP.P,TSXV,Endurance Capital Corp.,ECAP.P,Endurance Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ECCF.P,TSXV,ECC Ventures 4 Corp.,ECCF.P,ECC Ventures 4 Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ECCS.P,TSXV,ECC Ventures 6 Corp.,ECCS.P,ECC Ventures 6 Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ECCV.P,TSXV,ECC Ventures 5 Corp.,ECCV.P,ECC Ventures 5 Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ECOLINE,NSE_IN,Ecoline Exim Limited,ECOLINE,Ecoline Exim Limited,NSE,stock,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
ECOP,PSX,Ecopack Ltd,ECOP,Ecopack Limited,PSX,stock,Process Industries,Containers/Packaging,Materials,accept
EDM,TSXV,EDM Resources Inc.,EDM,EDM Resources Inc,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
EDUCOMP,BSE_IN,Educomp Solutions Ltd,EDUCOMP,Educomp Solutions Limited,BSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
EDY,TSXV,Eddy Smart Home Solutions Ltd.,EDY,Eddy Smart Home Solutions Ltd.,TSXV,stock,Electronic Technology,Electronic Equipment/Instruments,Information Technology,accept
EEL,ASX,Enrg Elements Ltd,,,,,,,,no_tradingview_match
EEPL,NSE_IN,Eppeltone Engineers Limited,EEPL,Eppeltone Engineers Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
EESG3,B3,ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.,,,,,,,,no_tradingview_match
EESH.P,TSXV,Aneesh Capital Corp.,EESH.P,Aneesh Capital Corp,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
EGCE3,B3,ENERGISA GERACAO CENTRAIS EOLICAS RN S.A.,,,,,,,,no_tradingview_match
EGGY3,B3,GRANJA FARIA S.A.,EGGY3,Granja Faria SA,BMFBOVESPA,stock,Process Industries,Agricultural Commodities/Milling,Materials,accept
EIRE-P,TSXV,Monaghan Capital Fund Ltd.,EIRE.P,Monaghan Capital Fund Ltd,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ELBR4,B3,ELEBRA S/A ELETRONICA BRASILEIRA,,,,,,,,no_tradingview_match
ELGNZ,NSE_IN,Eleganz Interiors Limited,ELGNZ,Eleganz Interiors Ltd.,NSE,stock,Industrial Services,Engineering & Construction,Industrials,accept
ELL,TSXV,Everybody Loves Languages Corp.,,,,,,,,no_tradingview_match
EMAPARTNER,NSE_IN,EMA Partners India Limited,EMAPARTNER,Ema Partners India Limited,NSE,stock,Commercial Services,Personnel Services,,unsupported_sector
EMBDL,BSE_IN,Embassy Developments Ltd,EMBDL,Embassy Developments Limited,BSE,stock,Finance,Real Estate Development,Real Estate,accept
EMBP3,B3,EMBRAPAR PARTICIPACOES S.A.,,,,,,,,no_tradingview_match
EMBP4,B3,EMBRAPAR PARTICIPACOES S.A.,,,,,,,,no_tradingview_match
EMS,ASX,Eastern Metals Ltd,,,,,,,,no_tradingview_match
ENAC3,B3,CIA ARMAZENS GERAIS ENTREPOSTOS DO ACRE,,,,,,,,no_tradingview_match
ENCASH,BSE_IN,Encash Entertainment Ltd,ENCASH,Encash Entertainment Ltd,BSE,stock,Consumer Services,Movies/Entertainment,Communication Services,accept
ENCOMPAS,NSE_IN,Encompass Design India Limited,ENCOMPAS,Encompass Design India Limited,NSE,stock,Consumer Durables,Home Furnishings,Consumer Discretionary,accept
ENEV,TSXV,Enerev5 Metals Inc.,ENEV,Enerev5 Metals Inc.,TSXV,stock,Process Industries,Chemicals: Specialty,Materials,accept
ENSER,NSE_IN,Enser Communications Limited,ENSER,Enser Communications Limited,NSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
EPF,TSXV,Everyday People Financial Corp.,EPF,Everyday People Financial Inc,TSXV,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
EPTR4,B3,EMPR TURISMO DE PERNAMBUCO S.A. -EMPETUR,,,,,,,,no_tradingview_match
ERE-UN,TSX,European Residential Real Estate Investment Trust,,,,,,,,no_tradingview_match
ESAF,TSXV,Syntholene Energy Corp.,ESAF,Syntholene Energy Corp,TSXV,stock,Non-Energy Minerals,Steel,Materials,accept
ESBL,TSXV,Eshbal Functional Food Inc.,ESBL,Eshbal Functional Food Inc.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ESGS3,B3,COMPANHIA DE GAS DO ESPIRITO SANTO - ES GAS,,,,,,,,no_tradingview_match
ESGS4,B3,COMPANHIA DE GAS DO ESPIRITO SANTO - ES GAS,,,,,,,,no_tradingview_match
ESHAMEDIA,BSE_IN,Esha Media Research Ltd,ESHAMEDIA,Esha Media Research Ltd.,BSE,stock,Commercial Services,Miscellaneous Commercial Services,,unsupported_sector
ESPN,TSXV,Hispania Resources Inc.,ESPN,Hispania Resources Inc,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ESPRIT,NSE_IN,Esprit Stones Limited,ESPRIT,Esprit Stones Ltd.,NSE,stock,Non-Energy Minerals,Construction Materials,Materials,accept
ESSD3,B3,ENERGISA SUL-SUDESTE DISTRIBUIDORA DE ENERGIA S.A.,,,,,,,,no_tradingview_match
ESSE5,B3,ESSENCIA AGROPECUARIA S.A.,,,,,,,,no_tradingview_match
ESXR,TSXV,Essex Resources Corp.,ESXR,Essex Resources Corp.,TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
ETGO3,B3,EMPR DE TRANSP URBANO DO EST GOIAS S.A.,,,,,,,,no_tradingview_match
ETGO4,B3,EMPR DE TRANSP URBANO DO EST GOIAS S.A.,,,,,,,,no_tradingview_match
ETML,NSE_IN,Emerald Tyre Manufacturers Limited,ETML,Emerald Tyre Manufacturers Ltd.,NSE,stock,Consumer Durables,Automotive Aftermarket,Consumer Discretionary,accept
ETX,NYSE,Eaton Vance Municipal Income Term Closed Fund,ETX,Eaton Vance Municipal Income 2028 Term Trust,NYSE,fund,Miscellaneous,Investment Trusts/Mutual Funds,,asset_type_mismatch
EUFA3,B3,EUROFARMA LABORATORIOS S.A,EUFA3,Eurofarma Laboratorios SA,BMFBOVESPA,stock,Health Technology,Pharmaceuticals: Major,Health Care,accept
EVNI,TSXV,EV Nickel Inc.,EVNI,EV Nickel Inc.,TSXV,stock,Non-Energy Minerals,Other Metals/Minerals,Materials,accept
EVOC.P,TSXV,Evocati Capital Resources Inc.,EVOC.P,"Evocati Capital Resources, Inc.",TSXV,stock,Finance,Financial Conglomerates,,unsupported_sector
EXCELLENT,NSE_IN,Excellent Wires and Packaging Limited,EXCELLENT,Excellent Wires & Packaging Limited,NSE,stock,Producer Manufacturing,Electrical Products,Industrials,accept
