ticker,exchange,asset_type,name,figi_exch_code,openfigi_ticker,openfigi_name,openfigi_security_type,openfigi_isin,number_tokens_match,name_match,decision
LQDU,BATS,ETF,MicroSectors 3x Long Investment Grade Corporate Bond (LQD) ETNs,US,LQDU,MISE 3 LO INV GRA COP BO LET,ETP,,True,False,missing_isin
LRCC,BATS,ETF,Corgi LRCX 2x Daily ETF,US,LRCC,CORGI LRCX 2X DAILY ETF,ETP,,True,True,missing_isin
LTGO,NASDAQ,Stock,"Latigo Biotherapeutics, Inc. - Common Stock",US,LTGO,LATIGO BIOTHERAPEUTICS INC,Common Stock,,True,True,missing_isin
LTGR,NASDAQ,Stock,Long Table Growth Corp. - Class A Ordinary Shares,US,LTGR,LONG TABLE GROWTH CORP-A,Common Stock,,True,True,missing_isin
LYTE,BATS,ETF,Roundhill Photonics & Optics ETF,US,LYTE,ROUNDHILL PHOTONIS & OPT ETF,ETP,,True,False,missing_isin
MCAH,NASDAQ,Stock,Mountain Crest Acquisition 6 Corp. - Ordinary Shares,US,MCAH,MOUNTAIN CREST ACQUISITION 6,Common Stock,,True,True,missing_isin
MDPL,BATS,ETF,Northern Lights Fund Trust IV - Monarch Dividend Plus Index ETF,US,MDPL,MONARCH DIVIDEND PLUS INDEX,ETP,,True,False,missing_isin
MEIB,BATS,ETF,Direxion META Defined Income Boost ETF,US,MEIB,DIREXION META DEFN BOOST ETF,ETP,,True,True,missing_isin
MFP,NASDAQ,Stock,"Midera Food Processing, Inc.",US,MFP,MIDERA FOOD PROCESSI INC,Common Stock,,True,False,missing_isin
MHX,BATS,ETF,Corgi MARA 2x Daily ETF,US,MHX,CORGI MARA 2X DAILY ETF,ETP,,True,True,missing_isin
MLAC,NASDAQ,Stock,Mountain Lake Acquisition Corp. Class A Ordinary Shares,US,,,,,False,False,no_openfigi_match
MOB,NASDAQ,Stock,Mobilicom Limited,US,MOB,MOBILICOM LTD/AUSTRALIA,Common Stock,,True,False,missing_isin
MPDB,BATS,ETF,m+ DynaBuffer ETF,US,MPDB,M+ DYNABUFFER ETF,ETP,,True,True,missing_isin
MPIA,NASDAQ,ETF,m+ Nasdaq-100 Accelerator Autocall ETF,US,MPIA,M+ NASDAQ-100 ACCEL AUTO ETF,ETP,,True,False,missing_isin
MPWC,BATS,ETF,Corgi MPWR 2x Daily ETF,US,MPWC,CORGI MPWR 2X DAILY ETF,ETP,,True,True,missing_isin
MRAX,BATS,ETF,Tradr 2X Long MRAM Daily ETF,US,MRAX,TRADR 2X LONG MRAM DLY ETF,ETP,,True,True,missing_isin
MRVX,BATS,ETF,Corgi MRVL 2x Daily ETF,US,MRVX,CORGI MRVL 2X DAILY ETF,ETP,,True,True,missing_isin
MSSS,BATS,ETF,Northern Lights Fund Trust IV - Monarch Select Subsector Index ETF,US,MSSS,MONARCH SELECT SUBSEC IN ETF,ETP,,True,False,missing_isin
MUIB,BATS,ETF,Direxion MU Defined Income Boost ETF,US,MUIB,DIREXION MU DEFINED INC ETF,ETP,,True,True,missing_isin
MXLL,BATS,ETF,Leverage Shares 2X Long MXL Daily ETF,US,MXLL,LEVERAGE SHARES 2X MXL,ETP,,True,True,missing_isin
MYCO,NASDAQ,ETF,SPDR SSGA My2035 Corporate Bond ETF,US,MYCO,STATE STREET MY2035 CORPORAT,ETP,,True,False,missing_isin
MYMK,NASDAQ,ETF,SPDR SSGA My2031 Municipal Bond ETF,US,MYMK,STATE STREET MY2031 MUNICIPA,ETP,,True,False,missing_isin
MYX,NASDAQ,Stock,Maywood Acquisition Corp. 2,US,MYX,MAYWOOD ACQUISITION C2-CL-A,Common Stock,,True,True,missing_isin
NBIC,BATS,ETF,Corgi NBIS 2x Daily ETF,US,NBIC,CORGI NBIS 2X DAILY ETF,ETP,,True,True,missing_isin
NCEL,NASDAQ,Stock,NewcelX Ltd.,US,NCEL,NEWCELX LTD,Common Stock,,True,True,missing_isin
NCLD,NASDAQ,ETF,Roundhill Neocloud ETF,US,NCLD,ROUNDHILL NEOCLOUD ETF,ETP,,True,True,missing_isin
NCO,NASDAQ,Stock,Southern Cross Acquisition I Corp. - Ordinary Shares,US,NCO,SOUTHERN CROSS ACQUISITION I,Common Stock,,True,True,missing_isin
NETX,BATS,ETF,Tradr 2X Long NET Daily ETF,US,,,,,False,False,no_openfigi_match
NFLP,BATS,ETF,Kurv Yield Prm Stgy Netflix (NFLX) ETF,US,NFLP,KURV YLD PREM STR NFLX ETF,ETP,,True,False,missing_isin
NGEN,NASDAQ,Stock,NervGen Pharma Corp. - Common stock,US,NGEN,NERVGEN PHARMA CORP,Common Stock,,True,True,missing_isin
NHIV,NASDAQ,Stock,NewHold Investment Corp IV,US,NHIV,NEWHOLD INVESTMENT CORP IV-A,Common Stock,,True,True,missing_isin
NIKI,NASDAQ,Stock,"Niki BioSolutions, Inc. - Common Stock",US,NIKI,NIKI BIOSOLUTIONS INC,Common Stock,,True,True,missing_isin
NIPG,NASDAQ,Stock,NIP Group Inc.,US,NIPG,NIP GROUP INC,ADR,,True,False,missing_isin
NMAD,NASDAQ,Stock,"Nomad Power Solutions, Inc. - Common Stock",US,NMAD,NOMAD POWER SOLUTIONS INC,Common Stock,,True,True,missing_isin
NOWX,BATS,ETF,Corgi NOW 2x Daily ETF,US,NOWX,CORGI NOW 2X DAILY ETF,ETP,,True,True,missing_isin
NTAL,NASDAQ,ETF,GraniteShares 2x Long NTAP Daily ETF,US,NTAL,GRANITE 2X LONG NTAL ETF,ETP,,True,False,missing_isin
NVIB,BATS,ETF,Direxion NVDA Defined Income Boost ETF,US,NVIB,DIREXION NVDA DEFIND INC ETF,ETP,,True,False,missing_isin
NVOC,BATS,ETF,Corgi NVO 2x Daily ETF,US,NVOC,CORGI NVO 2X DAILY ETF,ETP,,True,True,missing_isin
NVTC,BATS,ETF,Corgi NVTS 2x Daily ETF,US,NVTC,CORGI NVTS 2X DAILY ETF,ETP,,True,True,missing_isin
NWGL,NASDAQ,Stock,CL Workshop Group Limited,US,NWGL,CL WORKSHOP GROUP LTD,ADR,,True,True,missing_isin
OBX,NASDAQ,Stock,"Obsidian Therapeutics, Inc. - Common Stock",US,OBX,OBSIDIAN THERAPEUTICS INC,Common Stock,,True,True,missing_isin
OCNL,BATS,ETF,T-REX 2X Long DOCN Daily Target ETF,US,OCNL,T-REX 2X L DOCN DL TRG  ETF,ETP,,True,False,missing_isin
OFAL,NASDAQ,Stock,OFA Group,US,OFAL,OFA GROUP-A,Common Stock,,True,False,missing_isin
OIO,NASDAQ,Stock,OIO Group,US,OIO,OIO GROUP,Common Stock,,True,False,missing_isin
OKLC,BATS,ETF,Corgi OKLO 2x Daily ETF,US,OKLC,CORGI OKLO 2X DAILY ETF,ETP,,True,True,missing_isin
ONDC,BATS,ETF,Corgi ONDS 2x Daily ETF,US,ONDC,CORGI ONDS 2X DAILY ETF,ETP,,True,True,missing_isin
ORCZ,BATS,ETF,Tradr 2X Short ORCL Daily ETF,US,ORCZ,TRADR 2X SHORT ORCL DALY ETF,ETP,,True,True,missing_isin
OUSL,BATS,ETF,Defiance Daily Target 2X Long OUST ETF,US,OUSL,DEFN DT 2X LON OUST ETF,ETP,,True,False,missing_isin
PARA,NASDAQ,Stock,"Banzai International, Inc. - Class A Common Stock",US,PARA,BANZAI INTERNATIONAL INC,Common Stock,,True,True,missing_isin
PBK,NASDAQ,Stock,PowerBank Corporation,US,PBK,POWERBANK CORP,Common Stock,,True,True,missing_isin
PDC,NASDAQ,Stock,Perpetuals.com Ltd,US,PDC,PERPETUALS.COM LTD,ADR,,True,True,missing_isin
PENU,BATS,ETF,T-REX 2X Long PENG Daily Target ETF,US,PENU,T-REX 2X L PENG DL TRG  ETF,ETP,,True,False,missing_isin
PFBC,NASDAQ,Stock,Preferred Bank,US,PFBC,PREFERRED BANK/LOS ANGELES,Common Stock,,True,True,missing_isin
PLCI,NASDAQ,Stock,Pelican Acquisition II Corporation - Ordinary Shares,US,PLCI,PELICAN ACQUISITION II CORP,Common Stock,,True,True,missing_isin
PLIB,BATS,ETF,Direxion PLTR Defined Income Boost ETF,US,PLIB,DIRXN PLTR DFND INCM BST ETF,ETP,,True,False,missing_isin
PLTW,BATS,ETF,PLTR WeeklyPay™ ETF,US,PLTW,ROUNDHILL PLTR WEEKLYPAY ETF,ETP,,True,False,missing_isin
PTAC,NASDAQ,Stock,Patriot Acquisition Corp. - Class A Ordinary Shares,US,PTAC,PATRIOT ACQUISITION-CL A,Common Stock,,True,True,missing_isin
PWCM,NASDAQ,Stock,"PowerCompute, Inc. - Common Stock",US,PWCM,POWERCOMPUTE INC,Common Stock,,True,True,missing_isin
QFF,NASDAQ,ETF,Qualivian Focus Fund ETF,US,QFF,QUALIVIAN FOCUS FUND ETF,ETP,,True,True,missing_isin
QMLS,NASDAQ,Stock,"QumulusAI, Inc. - Common Stock",US,QMLS,QUMULUSAI INC,Common Stock,,True,True,missing_isin
QNME,NASDAQ,Stock,"Quanome Technologies, Inc. - Common Stock",US,QNME,QUANOME TECHNOLOGIES INC,Common Stock,,True,True,missing_isin
QQAU,BATS,ETF,Corgi Growth & Technology 15% Structured Buffer ETF - August Series,US,QQAU,CORGI GR & TECH 15% STR-AUG,ETP,,True,False,missing_isin
QUA,BATS,ETF,Corgi QBTS 2x Daily ETF,US,QUA,CORGI QBTS 2X DAILY ETF,ETP,,True,True,missing_isin
QVC,NASDAQ,Stock,"QVC Group, Inc. - Common Stock",US,,,,,False,False,no_openfigi_match
QVCG,NASDAQ,Stock,"QVC Group, Inc. - Common Stock",US,QVCG,QVC GROUP INC,Common Stock,,True,False,missing_isin
RACC,NASDAQ,Stock,Research Alliance Corporation III,US,RACC,RESEARCH ALLIANCE CORP CL A,Common Stock,,True,False,missing_isin
RACD,NASDAQ,Stock,Research Alliance Corporation IV - Class A Ordinary Shares,US,RACD,RESEARCH ALLIANCE CORP IV-A,Common Stock,,True,True,missing_isin
RAML,BATS,ETF,Leverage Shares 2X Long Memory Daily ETF,US,RAML,LEVERAGE SHARES 2X MEMORY,ETP,,True,True,missing_isin
RAMZ,BATS,ETF,T-REX 2X Inverse DRAM Daily Target ETF,US,RAMZ,T-REX 2X INVRSE DD TRGET ETF,ETP,,True,False,missing_isin
RARE,NASDAQ,Stock,Ultragenyx,US,RARE,ULTRAGENYX PHARMACEUTICAL IN,Common Stock,,True,False,missing_isin
RDDC,BATS,ETF,Corgi RDDT 2x Daily ETF,US,RDDC,CORGI RDDT 2X DAILY ETF,ETP,,True,True,missing_isin
REMG,NASDAQ,ETF,Emerging Markets Active ETF,US,REMG,RU IN EM MARKE EQUITY ETF-US,ETP,,True,False,missing_isin
REXC,NASDAQ,ETF,Sprott Rare Earths Ex-China ETF,US,REXC,SPROTT RARE EARTHS EX-CHINA,ETP,,True,True,missing_isin
RGLO,NASDAQ,ETF,Global Equity Active ETF,US,RGLO,RUSSELL INVEST GLB EQ-USD IN,ETP,,True,False,missing_isin
RGTC,BATS,ETF,Corgi RGTI 2x Daily ETF,US,RGTC,CORGI RGTI 2X DAILY ETF,ETP,,True,True,missing_isin
RIFR,NASDAQ,ETF,Global Infrastructure Active ETF,US,RIFR,RUSSELL INVESTMENTS GLOBAL I,ETP,,True,False,missing_isin
RIVC,BATS,ETF,Corgi RIVN 2x Daily ETF,US,RIVC,CORGI RIVN 2X DAILY ETF,ETP,,True,True,missing_isin
RNMN,BATS,ETF,RiverNorth Market Neutral ETF,US,RNMN,RIVERNORTH MRKT NEUTRAL ETF,ETP,,True,False,missing_isin
SCAU,BATS,ETF,Corgi U.S. Small-Cap 15% Structured Buffer ETF - August Series,US,SCAU,CORGI US S/C 15% STR BUF-AUG,ETP,,True,False,missing_isin
SCTX,NASDAQ,Stock,Scribe Therapeutics Inc. - Common Stock,US,SCTX,SCRIBE THERAPEUTICS INC,Common Stock,,True,True,missing_isin
SEUS,NASDAQ,ETF,SEI QiM U.S. Equity Factor Allocation Active ETF,US,SEUS,SEI QIM US EQT ALL ETF,ETP,,True,False,missing_isin
SITX,BATS,ETF,Tradr 2X Long SITM Daily ETF,US,SITX,TRADR 2X LONG SITM DLY ETF,ETP,,True,True,missing_isin
SKDD,NASDAQ,ETF,GraniteShares 2x Short SK Hynix Daily ETF,US,SKDD,GRANTSHR 2X SHRT SK HYNX ETF,ETP,,True,False,missing_isin
SKHA,BATS,ETF,Tradr 2X Long SK hynix Daily ETF,US,SKHA,TRADR 2X LONG SKH DAILY ETF,ETP,,True,True,missing_isin
SKHN,BATS,ETF,Tradr 2X Short SK hynix Daily ETF,US,SKHN,TRADR 2X SHRT SK HYNIX ETF,ETP,,True,True,missing_isin
SKHX,BATS,ETF,Leverage Shares 2X Long SK Hynix Daily ETF,US,SKHX,LEVERAGE SHARES 2X SK HY ETF,ETP,,True,True,missing_isin
SKHZ,BATS,ETF,Leverage Shares 1X Short SK Hynix Daily ETF,US,SKHZ,LEVERAGE SHARES 1X SHRT SKHY,ETP,,True,False,missing_isin
SKK,NASDAQ,Stock,SKK Holdings Limited,US,SKK,SKK HOLDINGS LTD-CLASS A,Common Stock,,True,False,missing_isin
SKUU,NASDAQ,ETF,GraniteShares 2x Long SK Hynix Daily ETF,US,SKUU,GRANITE 2X LONG SKHY ETF,ETP,,True,False,missing_isin
SLBT,NASDAQ,Stock,SL Science Holding Limited,US,SLBT,SL SCIENCE HOLDING LTD,Common Stock,,True,True,missing_isin
SLM,NASDAQ,Stock,SLM Corp,US,SLM,SLM CORP,Common Stock,,True,False,missing_isin
SMHD,BATS,ETF,MicroSectors -3x Short Semiconductor ETNs,US,SMHD,MCRSCTRS -3X SH SEMI CON ETN,ETP,,True,False,missing_isin
SMHU,BATS,ETF,MicroSectors 3x Long Semiconductor ETNs,US,SMHU,MCRSCTRS 3X LG SEMI CON ETN,ETP,,True,False,missing_isin
SMRX,BATS,ETF,Corgi SMR 2x Daily ETF,US,SMRX,CORGI SMR 2X DAILY ETF,ETP,,True,True,missing_isin
SNTQ,BATS,ETF,MRP SynthEquity Nasdaq 100 ETF,US,SNTQ,MRP SYNTHEQUITY NSDQ 100 ETF,ETP,,True,False,missing_isin
SOFC,BATS,ETF,Corgi SOFI 2x Daily ETF,US,SOFC,CORGI SOFI 2X DAILY ETF,ETP,,True,True,missing_isin
SSM,NASDAQ,Stock,Sono Group N.V.,US,SSM,SONO GROUP NV,Common Stock,,True,False,missing_isin
STLL,BATS,ETF,Leverage Shares 2X Long STRL Daily ETF,US,STLL,LEVERAGE SHARES 2X STRL,ETP,,True,True,missing_isin
