ticker,name,exchange,asset_type,stock_sector,etf_category,country,country_code,isin,aliases,source_kind,source_exchange,source_mic,eodhd_exchange,eodhd_type,figi,lei,opendart_corp_code
ID9,HELLOWORLD TRAVEL LTD.,FSX,Stock,,,Germany,DE,AU000000HLO6,Helloworld Travel Limited,stocks,FSX,XFRA,F,Common Stock,BBG000GN3JX0,,
IDA,Indra Sistemas S.A,FSX,Stock,,,Germany,DE,ES0118594417,"Indra Sistemas, S.A.",stocks,FSX,XFRA,F,Common Stock,BBG000BRR891,,
IDA,INDRA SISTEMAS -A- (IDA.SG),XSTU,Stock,,,Germany,DE,ES0118594417,"Indra Sistemas, S.A.",stocks,XSTU,XSTU,STU,Common Stock,BBG000BRR891,,
IDA,Indiana Resources Ltd,ASX,Stock,,,Australia,AU,AU000000IDA0,Indiana Resources Ltd.,stocks,ASX,XASX,AU,Common Stock,BBG000BLWMY9,,
IDC2,IDT Corporation,FSX,Stock,,,Germany,DE,US4489475073,,stocks,FSX,XFRA,F,Common Stock,BBG000NSQW85,,
IDD,Innate Pharma S.A,FSX,Stock,,,Germany,DE,FR0010331421,Innate Pharma S.A.,stocks,FSX,XFRA,F,Common Stock,BBG000Q71CK5,,
IDD,Innate Pharma SA,XSTU,Stock,,,Germany,DE,FR0010331421,Innate Pharma S.A.,stocks,XSTU,XSTU,STU,Common Stock,BBG000Q71CK5,,
IDG,Imdex Limited,FSX,Stock,,,Germany,DE,AU000000IMD5,,stocks,FSX,XFRA,F,Common Stock,BBG000G5TFG8,,
IDG,IMDEX (IDG.SG),XSTU,Stock,,,Germany,DE,AU000000IMD5,Imdex Limited,stocks,XSTU,XSTU,STU,Common Stock,BBG000G5TFG8,,
IDI,InterDigital Inc,FSX,Stock,,,Germany,DE,US45867G1013,"InterDigital, Inc.",stocks,FSX,XFRA,F,Common Stock,BBG000DMJ906,,
IDI,INTERDIGITAL (IDI.SG),XSTU,Stock,,,Germany,DE,US45867G1013,"InterDigital, Inc.",stocks,XSTU,XSTU,STU,Common Stock,BBG000DMJ906,,
IDIN,IDI Insurance Company Ltd,TASE,Stock,,,Israel,IL,IL0011295016,Idi Insurance Co. Ltd.,stocks,TASE,XTAE,TA,Common Stock,BBG005012BS8,,
IDJ,Idacorp Inc,XSTU,Stock,,,Germany,DE,US4511071064,Idacorp Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000HR2YV0,,
IDJ,IDACORP Inc,FSX,Stock,,,Germany,DE,US4511071064,Idacorp Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000HR2YV0,,
IDKOY,Idemitsu Kosan Co Ltd ADR,OTC,Stock,,,United States,US,US45166E1047,"Idemitsu Kosan Co., Ltd. Unsponsored ADR",stocks,OTC,PINX,PINK,Common Stock,BBG000HVYGL6,,
IDMO,Idomoo Ltd,TASE,Stock,,,Israel,IL,IL0011763468,Idomoo Ltd.,stocks,TASE,XTAE,TA,Common Stock,BBG0109PFHD5,,
IDO1,PT Indosat Tbk,FSX,Stock,,,Germany,DE,ID1000097405,Indosat Tbk PT,stocks,FSX,XFRA,F,Common Stock,BBG000J6HXJ4,,
IDP,BIOGEN (IDP.SG),XSTU,Stock,,,Germany,DE,US09062X1037,Biogen Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000K21W91,,
IDP,Biogen Inc,FSX,Stock,,,Germany,DE,US09062X1037,Biogen Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000K21W91,,
IDT,IDT Australia Ltd,ASX,Stock,,,Australia,AU,AU000000IDT0,IDT Australia Limited,stocks,ASX,XASX,AU,Common Stock,BBG000BRR588,,
IDV1,INDUSTRIVÄRDEN AB C,XSTU,Stock,,,Germany,DE,SE0000107203,Industrivärden AB,stocks,XSTU,XSTU,STU,Common Stock,BBG0083CQJX6,,
IDV1,AB Industrivärden (publ),FSX,Stock,,,Germany,DE,SE0000107203,Industrivärden AB,stocks,FSX,XFRA,F,Common Stock,BBG0083CQJX6,,
IDVA,AB Industrivärden (publ),FSX,Stock,,,Germany,DE,SE0000190126,Industrivärden AB Class A Shares,stocks,FSX,XFRA,F,Common Stock,BBG000BV42H1,,
IDX,Integral Diagnostics Ltd,ASX,Stock,,,Australia,AU,AU000000IDX2,,stocks,ASX,XASX,AU,Common Stock,BBG00B2FQPN0,,
IDZ,IGO Limited,FSX,Stock,,,Germany,DE,AU000000IGO4,,stocks,FSX,XFRA,F,Common Stock,BBG000FPG4X5,,
IDZ,IGO Ltd,XSTU,Stock,,,Germany,DE,AU000000IGO4,IGO Limited,stocks,XSTU,XSTU,STU,Common Stock,BBG000FPG4X5,,
IE2A,Internet Thailand PCL,XSTU,Stock,,,Germany,DE,TH0662010014,,stocks,XSTU,XSTU,STU,Common Stock,BBG000BYJ4D9,,
IEA,Informa PLC,FSX,Stock,,,Germany,DE,GB00BMJ6DW54,Informa plc,stocks,FSX,XFRA,F,Common Stock,BBG000DJMYN9,,
IEI,Imperial Equities Inc.,TSXV,Stock,,,Canada,CA,CA4527371096,,stocks,TSXV,XTSX,V,Common Stock,BBG000BMXDR4,,
IEI,Insight Enterprises Inc,FSX,Stock,,,Germany,DE,US45765U1034,Insight Enterprises Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000C01W85,,
IEI,Insight Enterprises Inc,XSTU,Stock,,,Germany,DE,US45765U1034,Insight Enterprises Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000C01W85,,
IEP,Iep Invest,Euronext,Stock,,,Belgium,BE,BE0003748622,Iep Invest NV,stocks,Euronext,XBRU,BR,Common Stock,BBG000CTKT60,,
IES,I.E.S Holdings Ltd,TASE,Stock,,,Israel,IL,IL0004310152,"IES Holdings, Inc.",stocks,TASE,XTAE,TA,Common Stock,BBG000G204H0,,
IES,Intesa Sanpaolo S.p.A,XETRA,Stock,,,Germany,DE,IT0000072618,Intesa Sanpaolo S.p.A.,stocks,XETR,XETR,XETRA,Common Stock,BBG000BBP996,,
IES,Intesa Sanpaolo S.p.A,FSX,Stock,,,Germany,DE,IT0000072618,Intesa Sanpaolo S.p.A.,stocks,FSX,XFRA,F,Common Stock,BBG000BBP996,,
IES,INTESA SANPAOLO (IES.SG),XSTU,Stock,,,Germany,DE,IT0000072618,Intesa Sanpaolo S.p.A.,stocks,XSTU,XSTU,STU,Common Stock,BBG000BBP996,,
IEX,Iex Group NV,AMS,Stock,,,Netherlands,NL,NL0010556726,IEX Group N.V.,stocks,Euronext,XAMS,AS,Common Stock,BBG000J3XHK6,,
IF0,InflaRx N.V,FSX,Stock,,,Germany,DE,NL0012661870,InflaRx N.V.,stocks,FSX,XFRA,F,Common Stock,BBG00J7RXCP1,,
IF0,InflaRx NV,XSTU,Stock,,,Germany,DE,NL0012661870,InflaRx N.V.,stocks,XSTU,XSTU,STU,Common Stock,BBG00J7RXCP1,,
IF6N,Interface Inc,FSX,Stock,,,Germany,DE,US4586653044,Interface Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000GJGPD3,,
IF6N,Interface Inc,XSTU,Stock,,,Germany,DE,US4586653044,Interface Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000GJGPD3,,
IF7,Iofina plc,FSX,Stock,,,Germany,DE,GB00B2QL5C79,,stocks,FSX,XFRA,F,Common Stock,BBG000VG0M91,,
IF81,Immobiliare Grande Distribuzione SIIQ S.p.A.,FSX,Stock,,,Germany,DE,IT0005322612,,stocks,FSX,XFRA,F,Common Stock,BBG000BVPRV7,,
IFA,iFabric Corp,TSX,Stock,,,Canada,CA,CA45172X2032,iFabric Corp.,stocks,TSX,XTSE,TO,Common Stock,BBG00334WWS5,,
IFC,Intact Financial Corporation,TSX,Stock,,,Canada,CA,CA45823T1066,,stocks,TSX,XTSE,TO,Common Stock,BBG000QDQ4F9,,
IFF,International Flavors & Fragrances Inc,FSX,Stock,,,Germany,DE,US4595061015,International Flavors & Fragrances Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000BLSL58,,
IFF,International Flavors & Fragrances Inc.,XSTU,Stock,,,Germany,DE,US4595061015,,stocks,XSTU,XSTU,STU,Common Stock,BBG000BLSL58,,
IFNNY,Infineon Technologies AG ADR,OTC,Stock,,,United States,US,US45662N1037,Infineon Technologies AG - ADR,stocks,OTC,OTCQ,OTCQX,Common Stock,BBG000BG3DK7,,
IFS,Infas Holding AG,FSX,Stock,,,Germany,DE,DE0006097108,,stocks,FSX,XFRA,F,Common Stock,BBG000BH1TJ4,,
IFS,IFS Capital (Thailand) Public Company Limited,SET,Stock,,,Thailand,TH,TH1036010003,Ifs Capital Public Company Limited,stocks,SET,XBKK,BK,Common Stock,BBG000Q6C1K9,,
IFX,Infineon Technologies AG,FSX,Stock,,,Germany,DE,DE0006231004,,stocks,FSX,XFRA,F,Common Stock,BBG000C8L0S4,,
IFX,Infineon Technologies AG,XSTU,Stock,,,Germany,DE,DE0006231004,,stocks,XSTU,XSTU,STU,Common Stock,BBG000C8L0S4,,
IG7,MEMPHASYS LTD,FSX,Stock,,,Germany,DE,AU000000MEM5,Memphasys Limited,stocks,FSX,XFRA,F,Common Stock,BBG000F31VM2,,
IGE,Image Scan Holdings Plc,LSE,Stock,,,United Kingdom,GB,GB0031410581,Image Scan Holdings PLC,stocks,LSE,AIMX,LSE,Common Stock,BBG000MV4RM8,,
IGGHY,IG Group Holdings PLC ADR,OTC,Stock,,,United States,US,US4495512091,IG Group Holdings Plc Sponsored ADR,stocks,OTC,PINX,PINK,Common Stock,BBG005SW38D2,,
IGIL,IGI Life Insurance Ltd,PSX,Stock,,,Pakistan,PK,PK0069401013,Igi Life Insurance Ltd.,stocks,PSX,XKAR,KAR,Common Stock,BBG000BJ2MW9,,
IGM,IGM Financial Inc.,TSX,Stock,,,Canada,CA,CA4495861060,,stocks,TSX,XTSE,TO,Common Stock,BBG000BZ6FG2,,
IGO,IGO Ltd,ASX,Stock,,,Australia,AU,AU000000IGO4,IGO Limited,stocks,ASX,XASX,AU,Common Stock,BBG000BB1BP9,,
IGQ5,3I GROUP,FSX,Stock,,,Germany,DE,GB00B1YW4409,3i Group plc,stocks,FSX,XFRA,F,Common Stock,BBG000LKXWM0,,
IGX,Ingevity Corporation,FSX,Stock,,,Germany,DE,US45688C1071,,stocks,FSX,XFRA,F,Common Stock,BBG00CX8GJZ2,,
IH1,Inghams Group Limited,FSX,Stock,,,Germany,DE,AU000000ING6,,stocks,FSX,XFRA,F,Common Stock,BBG00F7SVN84,,
IHB1,DEVELOP GLOBAL LTD.,FSX,Stock,,,Germany,DE,AU0000179707,Develop Global Ltd,stocks,FSX,XFRA,F,Common Stock,BBG000R5NRQ5,,
IHCB,SBM Offshore N.V,FSX,Stock,,,Germany,DE,NL0000360618,SBM Offshore N.V.,stocks,FSX,XFRA,F,Common Stock,BBG000BQ1HX4,,
IHCB,SBM OFFSHORE (IHCB.SG),XSTU,Stock,,,Germany,DE,NL0000360618,SBM Offshore N.V.,stocks,XSTU,XSTU,STU,Common Stock,BBG000BQ1HX4,,
IHF,Safestore Holdings PLC,XSTU,Stock,,,Germany,DE,GB00B1N7Z094,Safestore Holdings plc,stocks,XSTU,XSTU,STU,Common Stock,BBG000PKKZN2,,
IHG,InterContinental Hotels Group PLC,LSE,Stock,,,United Kingdom,GB,GB00BHJYC057,,stocks,LSE,XLON,LSE,Common Stock,BBG000C2C4D5,,
IHP,Dine Brands Global Inc,FSX,Stock,,,Germany,DE,US2544231069,Dine Brands Global Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000GS59X9,,
II6,Enity Holding AB,FSX,Stock,,,Germany,DE,SE0025011554,Enity Holding AB (publ),stocks,FSX,XFRA,F,Common Stock,BBG01VKQ9QX7,,
III,3I Group PLC,LSE,Stock,,,United Kingdom,GB,GB00B1YW4409,3i Group plc,stocks,LSE,XLON,LSE,Common Stock,BBG000BZZ876,,
III,Imperial Metals Corporation,TSX,Stock,,,Canada,CA,CA4528921022,Imperial Metals Corp.,stocks,TSX,XTSE,TO,Common Stock,BBG000MVTTZ3,,
III,Triple i Logistics Public Company Limited,SET,Stock,,,Thailand,TH,TH8127010008,Triple I Logistics Public Company Limited,stocks,SET,XBKK,BK,Common Stock,BBG00GM96YW4,,
IIJIY,Internet Initiative Japan Inc ADR,OTC,Stock,,,United States,US,US46059T1097,Internet Initiative Japan Inc. Sponsored ADR,stocks,OTC,PINX,PINK,Common Stock,BBG000BHTXX9,,
IINN,Inspira Technologies Oxy BHN Ltd,NASDAQ,Stock,,,United States,US,IL0011715781,Inspira Technologies Oxy B.H.N. Ltd.,stocks,NASDAQ,XNCM,NASDAQ,Common Stock,,,
IIO,Iida Group Holdings Co. Ltd.,FSX,Stock,,,Germany,DE,JP3131090007,"Iida Group Holdings Co., Ltd.",stocks,FSX,XFRA,F,Common Stock,BBG005JYV543,,
IIO,Iida Group Holdings Co. Ltd,XSTU,Stock,,,Germany,DE,JP3131090007,"Iida Group Holdings Co., Ltd.",stocks,XSTU,XSTU,STU,Common Stock,BBG005JYV543,,
IJ6,Avax S.A,XSTU,Stock,,,Germany,DE,GRS213213002,Avax S.A.,stocks,XSTU,XSTU,STU,Common Stock,BBG000QK8F59,,
IJ7,ITV plc,FSX,Stock,,,Germany,DE,GB0033986497,,stocks,FSX,XFRA,F,Common Stock,BBG000CFM9W3,,
IJ8,ITM Power PLC,XSTU,Stock,,,Germany,DE,GB00B0130H42,ITM Power Plc,stocks,XSTU,XSTU,STU,Common Stock,BBG000QC89F0,,
IJ8,ITM Power Plc,FSX,Stock,,,Germany,DE,GB00B0130H42,,stocks,FSX,XFRA,F,Common Stock,BBG000QC89F0,,
IJA2,REVOLUGROUP CANADA INC,FSX,Stock,,,Germany,DE,CA76156R1029,RevoluGroup Canada Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000LQCLZ0,,
IJCA,Inchcape plc,FSX,Stock,,,Germany,DE,GB00B61TVQ02,,stocks,FSX,XFRA,F,Common Stock,BBG000FT9K05,,
IJU,Intrum AB (publ),FSX,Stock,,,Germany,DE,SE0000936478,,stocks,FSX,XFRA,F,Common Stock,BBG000DBR965,,
IKAP,Aurinia Pharmaceuticals Inc,XSTU,Stock,,,Germany,DE,CA05156V1022,Aurinia Pharmaceuticals Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000DZTRY9,,
IKAP,Aurinia Pharmaceuticals Inc,FSX,Stock,,,Germany,DE,CA05156V1022,Aurinia Pharmaceuticals Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000DZTRY9,,
IKF,China Shenhua Energy Company Limited,FSX,Stock,,,Germany,DE,CNE1000002R0,,stocks,FSX,XFRA,F,Common Stock,BBG000GC5027,,
IKL,IMPACT Silver Corp,FSX,Stock,,,Germany,DE,CA45257A1021,Impact Silver Corp.,stocks,FSX,XFRA,F,Common Stock,BBG000LFTPN0,,
IKL,IMPACT SILVER (IKL.SG),XSTU,Stock,,,Germany,DE,CA45257A1021,Impact Silver Corp.,stocks,XSTU,XSTU,STU,Common Stock,BBG000LFTPN0,,
IKP,PT Indah Kiat Pulp & Paper Tbk,FSX,Stock,,,Germany,DE,ID1000062201,Indah Kiat Pulp & Paper Tbk,stocks,FSX,XFRA,F,Common Stock,BBG000BMD085,,
IKP,PT Indah Kiat Pulp & Paper Corp Tbk,XSTU,Stock,,,Germany,DE,ID1000062201,Indah Kiat Pulp & Paper Tbk,stocks,XSTU,XSTU,STU,Common Stock,BBG000BMD085,,
IL0A,permanent tsb Group Holdings p.l.c,XSTU,Stock,,,Germany,DE,IE00BWB8X525,Permanent TSB Group Holdings plc,stocks,XSTU,XSTU,STU,Common Stock,BBG000LN9J40,,
IL0A,Permanent TSB Group Holdings plc,FSX,Stock,,,Germany,DE,IE00BWB8X525,,stocks,FSX,XFRA,F,Common Stock,BBG000LN9J40,,
IL3,Integra LifeSciences Holdings Corporation,FSX,Stock,,,Germany,DE,US4579852082,,stocks,FSX,XFRA,F,Common Stock,BBG000KR6W46,,
IL8,IT Link SA,FSX,Stock,,,Germany,DE,FR0000072597,It Link S.A.,stocks,FSX,XFRA,F,Common Stock,BBG000CKJ126,,
ILA,Imugene Limited,FSX,Stock,,,Germany,DE,AU000000IMU9,Imugene Ltd.,stocks,FSX,XFRA,F,Common Stock,BBG000QBRQF3,,
ILC,Inversiones la Construccion S.A.,SSE_CL,Stock,,,Chile,CL,CL0001892547,Inversiones La Construcción S.A.,stocks,BVS,XSGO,SN,Common Stock,BBG0035ZTPD9,,
ILDR,Israel Land Development Urban Renewal Ltd,TASE,Stock,,,Israel,IL,IL0011214744,Israel Land Development Company Ltd.,stocks,TASE,XTAE,TA,Common Stock,BBG00193BT87,,
ILKAY,Iluka Resources Ltd ADR,OTC,Stock,,,United States,US,US4523631046,Iluka Resources Limited - Unsponsored ADR,stocks,OTC,PINX,PINK,Common Stock,BBG000K03M95,,
ILM1,Medios AG,XSTU,Stock,,,Germany,DE,DE000A1MMCC8,,stocks,XSTU,XSTU,STU,Common Stock,BBG000BJNVX5,,
ILM1,Medios AG,FSX,Stock,,,Germany,DE,DE000A1MMCC8,,stocks,FSX,XFRA,F,Common Stock,BBG000BJNVX5,,
ILPMY,Permanent TSB Group Holdings PLC ADR,OTC,Stock,,,United States,US,US7142031068,Permanent TSB Group Holdings Public Limited Company ADR,stocks,OTC,PINX,PINK,Common Stock,BBG000K7PB18,,
ILT,Illinois Tool Works Inc,FSX,Stock,,,Germany,DE,US4523081093,Illinois Tool Works Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000FGT9M2,,
ILT,ILLINOIS TOOL WORKS (ILT.SG),XSTU,Stock,,,Germany,DE,US4523081093,Illinois Tool Works Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000FGT9M2,,
ILU,Illumina Inc,XSTU,Stock,,,Germany,DE,US4523271090,"Illumina, Inc.",stocks,XSTU,XSTU,STU,Common Stock,BBG000F2TZ45,,
ILU,Illumina Inc,FSX,Stock,,,Germany,DE,US4523271090,"Illumina, Inc.",stocks,FSX,XFRA,F,Common Stock,BBG000F2TZ45,,
ILZ,Iluka Resources Limited,FSX,Stock,,,Germany,DE,AU000000ILU1,,stocks,FSX,XFRA,F,Common Stock,BBG000CM2CZ0,,
ILZ,ILUKA RESOURCES (ILZ.SG),XSTU,Stock,,,Germany,DE,AU000000ILU1,Iluka Resources Limited,stocks,XSTU,XSTU,STU,Common Stock,BBG000CM2CZ0,,
IM50,WESTWARD GOLD INC.,FSX,Stock,,,Germany,DE,CA9616821018,Westward Gold Inc.,stocks,FSX,XFRA,F,Common Stock,BBG011S21Q93,,
IM8N,Insmed Incorporated,XSTU,Stock,,,Germany,DE,US4576693075,Insmed Inc.,stocks,XSTU,XSTU,STU,Common Stock,BBG000BH8KM2,,
IM8N,Insmed Incorporated,FSX,Stock,,,Germany,DE,US4576693075,Insmed Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000BH8KM2,,
IMA,IMAX Corporation,FSX,Stock,,,Germany,DE,CA45245E1097,Imax Corporation,stocks,FSX,XFRA,F,Common Stock,BBG000JH0LF8,,
IMA,Image Resources NL,ASX,Stock,,,Australia,AU,AU000000IMA1,,stocks,ASX,XASX,AU,Common Stock,BBG000BJ12R0,,
IMAQ,International Media Acquisition Corp,OTC,Stock,,,United States,US,US4598671075,International Media Acquisition Corp.,stocks,OTC,PINX,NASDAQ,Common Stock,BBG00ZYYXBB7,,
IMC,INOMIN MINES INC,FSX,Stock,,,Germany,DE,CA45782J1075,Inomin Mines Inc.,stocks,FSX,XFRA,F,Common Stock,BBG00J403YH7,,
IMG,IAMGold Corporation,TSX,Stock,,,Canada,CA,CA4509131088,Iamgold Corporation,stocks,TSX,XTSE,TO,Common Stock,BBG000G9PPD5,,
IMI,Ironman International Ltd.,TSXV,Stock,,,Canada,CA,CA4629231032,,stocks,TSXV,XTSX,V,Common Stock,BBG009BJZKV9,,
IMI,Integrated Micro-Electronics Inc,PSE,Stock,,,Philippines,PH,PHY4092J1026,Integrated Micro-Electronics Inc.,stocks,PSE,XPHS,PSE,Common Stock,BBG000Q6ZBH6,,
IMI1,IMI plc,FSX,Stock,,,Germany,DE,GB00BGLP8L22,,stocks,FSX,XFRA,F,Common Stock,BBG000C08CJ0,,
IMI1,IMI PLC,XSTU,Stock,,,Germany,DE,GB00BGLP8L22,IMI plc,stocks,XSTU,XSTU,STU,Common Stock,BBG000C08CJ0,,
IMK,IMAX China Holding Inc,FSX,Stock,,,Germany,DE,KYG476341030,"Imax China Holding, Inc.",stocks,FSX,XFRA,F,Common Stock,BBG00B5C5KZ5,,
IMK,IMAX China Holding Inc,XSTU,Stock,,,Germany,DE,KYG476341030,"Imax China Holding, Inc.",stocks,XSTU,XSTU,STU,Common Stock,BBG00B5C5KZ5,,
IMM,Immutep Ltd,ASX,Stock,,,Australia,AU,AU000000IMM6,Immutep Limited,stocks,ASX,XASX,AU,Common Stock,BBG000BLY789,,
IMO,Imperial Oil Ltd,TSX,Stock,,,Canada,CA,CA4530384086,Imperial Oil Limited,stocks,TSX,XTSE,TO,Common Stock,BBG000C32XT3,,
IMP,Imperial Oil Limited,FSX,Stock,,,Germany,DE,CA4530384086,,stocks,FSX,XFRA,F,Common Stock,BBG000D0V9C7,,
IMP,Intermap Technologies Corp,TSX,Stock,,,Canada,CA,CA4589774021,Intermap Technologies Corp.,stocks,TSX,XTSE,TO,Common Stock,BBG000C34XN7,,
IMPJY,Webuild SpA ADR,OTC,Stock,,,United States,US,US94845M1036,Webuild S.p.A.,stocks,OTC,PINX,PINK,Common Stock,BBG000BLNZZ9,,
IMR,Imricor Medical Systems Inc,ASX,Stock,,,Australia,AU,AU0000054942,"Imricor Medical Systems, Inc.",stocks,ASX,XASX,AU,Common Stock,BBG00PZ2JPX9,,
IMT1,GreenFirst Forest Products Inc.,FSX,Stock,,,Germany,DE,CA39526C1068,,stocks,FSX,XFRA,F,Common Stock,BBG000JCB1H9,,
IMV,Immersion Corporation,XSTU,Stock,,,Germany,DE,US4525211078,,stocks,XSTU,XSTU,STU,Common Stock,BBG000C3WV78,,
IMV,Immersion Corporation,FSX,Stock,,,Germany,DE,US4525211078,,stocks,FSX,XFRA,F,Common Stock,BBG000C3WV78,,
IMW,4imprint Group PLC,XSTU,Stock,,,Germany,DE,GB0006640972,4imprint Group plc,stocks,XSTU,XSTU,STU,Common Stock,BBG000F4HVP0,,
IMW,4imprint Group plc,FSX,Stock,,,Germany,DE,GB0006640972,,stocks,FSX,XFRA,F,Common Stock,BBG000F4HVP0,,
IMY,Immsi S.p.A,FSX,Stock,,,Germany,DE,IT0001413837,Immsi S.p.A.,stocks,FSX,XFRA,F,Common Stock,BBG000BYHBP2,,
IMY,Immsi S.p.A,XSTU,Stock,,,Germany,DE,IT0001413837,Immsi S.p.A.,stocks,XSTU,XSTU,STU,Common Stock,BBG000BYHBP2,,
IN3A,Ingles Markets Incorporated,FSX,Stock,,,Germany,DE,US4570301048,Ingles Markets Inc.,stocks,FSX,XFRA,F,Common Stock,BBG000GHYFT2,,
INAC,InvestAcc Group Limited,LSE,Stock,,,United Kingdom,GB,VGG5877D1033,,stocks,LSE,XLON,LSE,Common Stock,BBG00YFDQ500,,
INCR,Intercure,TASE,Stock,,,Israel,IL,IL0011063760,Intercure Ltd.,stocks,TASE,XTAE,TA,Common Stock,BBG000RN0197,,
INEO,INEO Tech Corp,TSXV,Stock,,,Canada,CA,CA45674Q1028,INEO Tech Corp.,stocks,TSXV,XTSX,V,Common Stock,BBG00QG056V1,,
INF,Infotel SA,Euronext,Stock,,,France,FR,FR0000071797,,stocks,Euronext,XPAR,PA,Common Stock,BBG000DB3NJ6,,
INFA,SciDev Ltd,XSTU,Stock,,,Germany,DE,AU000000SDV5,SciDev Ltd.,stocks,XSTU,XSTU,STU,Common Stock,BBG000BGGHF0,,
INFA,SciDev Limited,FSX,Stock,,,Germany,DE,AU000000SDV5,SciDev Ltd.,stocks,FSX,XFRA,F,Common Stock,BBG000BGGHF0,,
INGN,ING Groep N.V,BMV,Stock,,,Mexico,MX,US4568371037,ING Groep N.V. Sponsored ADR,stocks,BMV,XMEX,MX,Common Stock,BBG000BQV1M8,,
INH,INDUS HOLDING (INH.SG),XSTU,Stock,,,Germany,DE,DE0006200108,Indus Holding AG,stocks,XSTU,XSTU,STU,Common Stock,BBG000MLT0K4,,
INH,INDUS Holding AG,FSX,Stock,,,Germany,DE,DE0006200108,Indus Holding AG,stocks,FSX,XFRA,F,Common Stock,BBG000MLT0K4,,
ININ,Inter Industries,TASE,Stock,,,Israel,IL,IL0010809288,Inter Industries Plus Ltd.,stocks,TASE,XTAE,TA,Common Stock,BBG000BWDYZ9,,
INL,Intel Corporation,XSTU,Stock,,,Germany,DE,US4581401001,,stocks,XSTU,XSTU,STU,Common Stock,BBG000K236H7,,
INL,Intel Corporation,XHAN,Stock,,,Germany,DE,US4581401001,,stocks,XHAN,XHAN,HA,Common Stock,BBG000K236H7,,
INL,Intel Corporation,Munich,Stock,,,Germany,DE,US4581401001,,stocks,Munich,XMUN,MU,Common Stock,BBG000K236H7,,
INL,Intel Corporation,XDUS,Stock,,,Germany,DE,US4581401001,,stocks,XDUS,XDUS,DU,Common Stock,BBG000K236H7,,
INL,Intel Corporation,FSX,Stock,,,Germany,DE,US4581401001,,stocks,FSX,XFRA,F,Common Stock,BBG000K236H7,,
INN1,ING Groep NV,XSTU,Stock,,,Germany,DE,NL0011821202,ING Groep N.V.,stocks,XSTU,XSTU,STU,Common Stock,BBG000BHBN24,,
INN1,ING Groep NV,FSX,Stock,,,Germany,DE,NL0011821202,ING Groep N.V.,stocks,FSX,XFRA,F,Common Stock,BBG000BHBN24,,
INNA,ING Groep N.V,FSX,Stock,,,Germany,DE,US4568371037,ING Groep N.V. Sponsored ADR,stocks,FSX,XFRA,F,Common Stock,BBG000C3SGX7,,
INNA,ING Groep NV,XSTU,Stock,,,Germany,DE,US4568371037,ING Groep N.V. Sponsored ADR,stocks,XSTU,XSTU,STU,Common Stock,BBG000C3SGX7,,
INP,International Paper Company,FSX,Stock,,,Germany,DE,US4601461035,,stocks,FSX,XFRA,F,Common Stock,BBG000DQWHC1,,
INR,Ioneer Ltd,ASX,Stock,,,Australia,AU,AU0000028946,,stocks,ASX,XASX,AU,Common Stock,BBG000TS1VS6,,
INR,International Consolidated Airlines Group S.A,FSX,Stock,,,Germany,DE,ES0177542018,International Consolidated Airlines Group S.A.,stocks,FSX,XFRA,F,Common Stock,BBG000FB8MW6,,
INS,Instone Real Estate Group AG,XDUS,Stock,,,Germany,DE,DE000A2NBX80,Instone Real Estate Group SE,stocks,XDUS,XDUS,DU,Common Stock,BBG00JVBVQ34,,
INS,Instone Real Estate Group AG,XSTU,Stock,,,Germany,DE,DE000A2NBX80,Instone Real Estate Group SE,stocks,XSTU,XSTU,STU,Common Stock,BBG00JVBVQ34,,
INS,Instone Real Estate Group AG,Munich,Stock,,,Germany,DE,DE000A2NBX80,Instone Real Estate Group SE,stocks,Munich,XMUN,MU,Common Stock,BBG00JVBVQ34,,
INS,Instone Real Estate Group AG,XHAN,Stock,,,Germany,DE,DE000A2NBX80,Instone Real Estate Group SE,stocks,XHAN,XHAN,HA,Common Stock,BBG00JVBVQ34,,
INS,Instone Real Estate Group AG,FSX,Stock,,,Germany,DE,DE000A2NBX80,Instone Real Estate Group SE,stocks,FSX,XFRA,F,Common Stock,BBG00JVBVQ34,,
INSG,Insig Ai PLC,LSE,Stock,,,United Kingdom,GB,GB00BYV31355,Insig AI Plc,stocks,LSE,AIMX,LSE,Common Stock,BBG000BHYD03,,
INSP,Insplorion AB,STO,Stock,,,Sweden,SE,SE0006994943,,stocks,OMX,XSTO,ST,Common Stock,BBG008LDC8G2,,
