campaign,listing_key,ticker,exchange,asset_type,name,isin,residual_type,severity,cluster_size,evidence_source,decision,review_priority,verification_evidence_required,recommended_next_source,source_gate
C4_identity_residual_burn_down,STO::APOTEA,APOTEA,STO,Stock,Apotea,SE0023313762,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::APXIF,APXIF,OTC,Stock,APXIF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::ARCUD,ARCUD,OTC,Stock,ARCUD,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::ATEA,ATEA,OSL,Stock,ATEA,NO0004822503,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::AXNLF,AXNLF,OTC,Stock,AXNLF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,CSE_MA::BALIMA,BALIMA,CSE_MA,Stock,BALIMA,MA0000011991,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::BARKWS,BARKWS,OTC,Stock,BARKWS,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::BBII,BBII,OTC,Stock,BBII,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::BCHXF,BCHXF,OTC,Stock,BCHXF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::BDPTD,BDPTD,OTC,Stock,BDPTD,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,STO::BESQAB,BESQAB,STO,Stock,Besqab,SE0010547786,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::BEWI,BEWI,OSL,Stock,BEWI,NO0010890965,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::BLRZD,BLRZD,OTC,Stock,BLRZD,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,ATHEX::BOCHGR,BOCHGR,ATHEX,Stock,BOCHGR,IE00BD5B1Y92,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,AMS::CABKA,CABKA,AMS,Stock,CABKA,NL00150000S7,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::CAMBI,CAMBI,OSL,Stock,CAMBI,NO0010078850,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::CDNPV,CDNPV,OTC,Stock,CDNPV,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::CHRB,CHRB,OTC,Stock,CHRB,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,CSE_MA::COLORADO,COLORADO,CSE_MA,Stock,COLORADO,MA0000011934,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::CRTUF,CRTUF,OTC,Stock,CRTUF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::CRUCD,CRUCD,OTC,Stock,CRUCD,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,AMS::CSG,CSG,AMS,Stock,CSG,NL0015073TS8,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,AMS::CTAC,CTAC,AMS,Stock,CTAC,NL0000345577,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::CYVIZ,CYVIZ,OSL,Stock,CYVIZ,NO0010015175,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,CSE_MA::DISWAY,DISWAY,CSE_MA,Stock,DISWAY,MA0000011637,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::DNO,DNO,OSL,Stock,DNO,NO0003921009,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,CSE_MA::ENNAKL,ENNAKL,CSE_MA,Stock,ENNAKL,MA0000011942,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::ENTRA,ENTRA,OSL,Stock,ENTRA,NO0010716418,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,CSE_MA::EQDOM,EQDOM,CSE_MA,Stock,EQDOM,MA0000010357,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::EQVA,EQVA,OSL,Stock,EQVA,NO0010708605,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::EREUF,EREUF,OTC,Stock,EREUF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,WSE::ETFBTCPL,ETFBTCPL,WSE,ETF,ETFBTCPL,PLBTFBN00014,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,WSE::ETFPZUGOLD,ETFPZUGOLD,WSE,ETF,ETFPZUGOLD,PLPZUGD00010,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::FHNPV,FHNPV,OTC,Stock,FHNPV,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,Euronext::FIPP,FIPP,Euronext,Stock,FIPP,FR0000038184,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,STO::FLERIE,FLERIE,STO,Stock,Flerie,SE0022447348,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::FUNR,FUNR,OTC,Stock,FUNR,US1265241075,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,BSE_BW::GR1B-EQP,GR1B-EQP,BSE_BW,Stock,GR1B-EQP,ZAE400000234,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,AMS::HAVAS,HAVAS,AMS,Stock,HAVAS,NL0015002K83,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::HWTNF,HWTNF,OTC,Stock,HWTNF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,AMS::IMCD,IMCD,AMS,Stock,IMCD,NL0010801007,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,CSE_MA::INVOLYS,INVOLYS,CSE_MA,Stock,INVOLYS,MA0000011579,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::IQOLF,IQOLF,OTC,Stock,IQOLF,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::ITERA,ITERA,OSL,Stock,ITERA,NO0010001118,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::JSLGY,JSLGY,OTC,Stock,JSLGY,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OSL::KID,KID,OSL,Stock,KID,NO0010743545,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::KKRPV,KKRPV,OTC,Stock,KKRPV,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::KLSVD,KLSVD,OTC,Stock,KLSVD,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,HEL::KOJAMO,KOJAMO,HEL,Stock,Kojamo,FI4000312251,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,LSE::LKCS,LKCS,LSE,Stock,LKCS,US5495202039,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
C4_identity_residual_burn_down,OTC::LOBCV,LOBCV,OTC,Stock,LOBCV,,name_equals_ticker,medium,1,data/listings.csv,manual_review_requires_official_identifier_evidence,P2,valid_isin_checksum_openfigi_id_isin_and_official_masterfile_or_same_legal_entity_evidence,"Official masterfile, national numbering agency, OpenFIGI ID_ISIN, issuer page, CIK/LEI, or corporate-action evidence.","Never collapse or rewrite identities from shared ticker, shared name token, or umbrella ISIN alone."
