campaign,listing_key,ticker,exchange,asset_type,current_name,official_or_feed_name,source_kind,evidence_source,decision,review_priority,confidence_reason,verification_evidence_required,recommended_next_source,source_gate
C2_name_freshness,NYSE::BVN,BVN,NYSE,Stock,Compania de Minas Buenaventura SAA ADR,BUENAVENTURA MINING CO INC,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_other_listed|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,Euronext::CBDG,CBDG,Euronext,Stock,Compagnie du Cambodge,CAMBODGE NOM.,entry_quality_official_name_mismatch,Euronext:euronext_equities,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::CLUS,CLUS,OTC,Stock,"China Teletech Holding, Inc.",Cluster Group Holdings Ltd Co,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::CSXXY,CSXXY,OTC,Stock,Carsales.Com Ltd ADR,CAR GROUP LTD U/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NYSE MKT::CTGO,CTGO,NYSE MKT,Stock,Contango ORE Inc,Contango Silver & Gold Inc. Common Stock,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_other_listed,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NYSE ARCA::CTWO,CTWO,NYSE ARCA,ETF,COtwo Advisors Physical European Carbon Allowance Trust,Common units,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_other_listed,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::DCNSF,DCNSF,OTC,Stock,Dai-ichi Life Holdings Inc,DAIICHI LIFE GROUP INC,entry_quality_official_name_mismatch,OTC Markets:otc_markets_security_profile|OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::EQLCF,EQLCF,OTC,Stock,Invesco Canada Ltd.,CI INVESCO S&P 500 EQUAL WEIGHT INDEX ETF,entry_quality_official_name_mismatch,OTC Markets:otc_markets_security_profile,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::FLXI,FLXI,OTC,Stock,FlexiInternational Software Inc,Invesco Actively Managed Exchange-Traded Fund Trust,entry_quality_official_name_mismatch,OTC Markets:otc_markets_security_profile,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::GCWOF,GCWOF,OTC,Stock,"GCC, S.A.B. de C.V.",GRUPO CEMENTOS DE CHIHUAH,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NYSE::GORO,GORO,NYSE,Stock,Gold Resource Corporation,Goldgroup Mining Inc.,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::GPUSF,GPUSF,OTC,Stock,Alset AI Ventures Inc.,Alset Capital Inc.,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NASDAQ::GREE,GREE,NASDAQ,Stock,Greenidge Generation Holdings Inc,Vulcan Infrastructure & Power Inc.,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::HISEF,HISEF,OTC,Stock,Hisense Home Appliances Group Co. Ltd,HISENSE KELON ELECTR HLDG,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::HKSHY,HKSHY,OTC,Stock,Hongkong and Shanghai Hotels Ltd ADR,HONG KNG & SGHI UNSP/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,LSE::ISEM,ISEM,LSE,ETF,iShares II Public Limited Company - iShares MSCI Emerging Markets Islamic UCITS ETF,LEVERAGE SHARES PUBLIC LIMITED CO. IS SEMICONDUCTORS LEADERS ETP,entry_quality_official_name_mismatch,LSE:lse_company_reports|LSE:lse_price_explorer,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::KPCPF,KPCPF,OTC,Stock,Kasikornbank Public Company Limited,KASIKORNBANK PCL FGN REG,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::LIPO,LIPO,OTC,Stock,Lipella Pharmaceuticals Inc. Common Stock,LIPELLA PHARMS INC,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,ASX::MGX,MGX,ASX,Stock,Mount Gibson Iron Ltd,MGX RESOURCES LIMITED,entry_quality_official_name_mismatch,ASX:asx_listed_companies,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,TSXV::MKT,MKT,TSXV,Stock,Prospect Prediction Markets Inc.,DeepMarkit Corp.,entry_quality_official_name_mismatch,TMX:tmx_listed_issuers,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::MNZO,MNZO,OTC,Stock,Manzo Pharmaceut,Exxsun Corp,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::MTGRY,MTGRY,OTC,Stock,Mount Gibson Iron Ltd ADR,MGX RESOURCES UNSP/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::NISUY,NISUY,OTC,Stock,Nippon Suisan Kaisha Ltd ADR,NISSUI CORP  U/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::NMKCP,NMKCP,OTC,Stock,Niagara Mohawk Power Corporation,NATIONAL GRID PLC,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::NWSGY,NWSGY,OTC,Stock,NWS Holdings Ltd ADR,CTF SERVICES LTD S/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,BATS::OCNL,OCNL,BATS,ETF,T-REX 2X Long DOCN Daily Target ETF,ETF Opportunities Trust,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_trading_system_adds_deletes,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::OLOXF,OLOXF,OTC,ETF,DB Crude Oil Long ETN,Deutsche Bank AG (London Branch),entry_quality_official_name_mismatch,OTC Markets:otc_markets_security_profile,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,BATS::PENU,PENU,BATS,ETF,T-REX 2X Long PENG Daily Target ETF,ETF Opportunities Trust,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_trading_system_adds_deletes,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,ASX::PFE,PFE,ASX,Stock,Pantera Lithium Ltd,PANTERA MINERALS LIMITED,entry_quality_official_name_mismatch,ASX:asx_listed_companies,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::PHDWY,PHDWY,OTC,Stock,PT Ace Hardware Indonesia Tbk,PT ASPIRASI HIDU U/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,ASX::PMT,PMT,ASX,Stock,Patriot Battery Metals Inc,PMET RESOURCES INC.,entry_quality_official_name_mismatch,ASX:asx_listed_companies,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NASDAQ::PN,PN,NASDAQ,Stock,Skycorp Solar Group Limited Ordinary Shares,PN Smart Energy Limited - Class A Ordinary Shares,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_listed|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::RDEIY,RDEIY,OTC,Stock,Red Electrica Corporacion SA ADR,REDEIA CORP U/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::REXC,REXC,OTC,ETF,Sprott Rare Earths Ex-China ETF,SPROTT FUNDS TRUST,entry_quality_official_name_mismatch,OTC Markets:otc_markets_security_profile,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NASDAQ::RTB,RTB,NASDAQ,Stock,Ryvyl Inc,"RTB Digital, Inc.",entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_listed|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NASDAQ::RUM,RUM,NASDAQ,Stock,Rumble Inc.,RUM Group Inc.,entry_quality_official_name_mismatch,Nasdaq Trader:nasdaq_listed|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::SAXJY,SAXJY,OTC,Stock,Sa Sa International Holdings Ltd ADR,SA SA INTL UNSP/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NYSE::SRXH,SRXH,NYSE,Stock,SRx Health Solutions Inc.,SRX Global Inc.,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NYSE::TGB,TGB,NYSE,Stock,Taseko Mines Ltd,Trekor Metals Ltd,entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,LSE::TIR,TIR,LSE,Stock,Tiger Royalties and investments Plc,TIGER ALPHA PLC ORD 0.1P,entry_quality_official_name_mismatch,LSE:lse_company_reports,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::TLGYF,TLGYF,OTC,Stock,TLGY Acquisition Corporation,TLGY ACQ CORP A,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::VIAAY,VIAAY,OTC,Stock,Flughafen Wien AG ADR,VIENNA INTL AIRPORT S/ADR,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,NASDAQ::VYNE,VYNE,NASDAQ,Stock,Vyne Therapeutics Inc,"Yarrow Bioscience, Inc.",entry_quality_official_name_mismatch,SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::XESP,XESP,OTC,Stock,CannAssist International Corp,ELECTRONIC SERVITOR PUBN NETWORK INC,entry_quality_official_name_mismatch,OTC Markets:otc_markets_security_profile,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::ZCRMF,ZCRMF,OTC,Stock,ZINCORE METALS INC,GOLDEN CROSS RES INC,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
C2_name_freshness,OTC::ZPTA,ZPTA,OTC,Stock,Zapata Computing Holdings Inc. Common Stock,ZAPATA QUANTUM INC,entry_quality_official_name_mismatch,OTC Markets:otc_markets_stock_screener|SEC:sec_company_tickers_exchange,manual_review_name_update_or_matcher_false_positive,P1,official_active_reference_name_has_weak_overlap_with_current_name,official_current_name_plus_same_listing_identity_or_matcher_regression_evidence,"Official exchange directory, issuer page, OpenFIGI mismatch evidence, or corporate-action notice.",Do not update names until official current-name evidence proves the same listing identity.
