ticker,exchange,asset_type,name,isin,sector_update,peer_count,peer_examples,decision
37OC,LSE,Stock,OIL & GAS DEVELOPMENT COMPANY LD GDR (EACH REPR 10 ORD)(144A),US67778Q1013,,0,,no_sector_peer
3IN,LSE,Stock,3I Infrastructure PLC,JE00BF5FX167,,0,,no_sector_peer
3RB0,XETRA,Stock,"RECKITT BENCK.LS-,1041666",GB00BSZBP530,,0,,no_sector_peer
4001,TADAWUL,Stock,A.OTHAIM MARKET,SA1230K1UGH7,,0,,no_sector_peer
4002,TADAWUL,Stock,MOUWASAT,SA12C051UH11,,0,,no_sector_peer
4003,TADAWUL,Stock,EXTRA,SA12U0RHUHH8,,0,,no_sector_peer
4007,TADAWUL,Stock,ALHAMMADI,SA13J051UJH4,,0,,no_sector_peer
4009,TADAWUL,Stock,SAUDI GERMAN HEALTH,SA141H01UKH9,,0,,no_sector_peer
4018,TADAWUL,Stock,ALMOOSA,SA1661VHUP11,,0,,no_sector_peer
401A,TSE,Stock,Kasumigaseki Hotel REIT Investment Corporation,JP3050870009,,0,,no_sector_peer
4030,TADAWUL,Stock,BAHRI,SA0007870054,,0,,no_sector_peer
4050,TADAWUL,Stock,SASCO,SA0007870070,,0,,no_sector_peer
4070,TADAWUL,Stock,TAPRCO,SA0007870096,,0,,no_sector_peer
4080,TADAWUL,Stock,SINAD HOLDING,SA0007870104,,0,,no_sector_peer
4083,TADAWUL,Stock,TASHEEL,SA165I21VPH1,,0,,no_sector_peer
4084,TADAWUL,Stock,DERAYAH,SA1690F1VQ15,,0,,no_sector_peer
4090,TADAWUL,Stock,TAIBA,SA0007879790,,0,,no_sector_peer
40T,SGX,Stock,ISEC,SG1AD9000001,,0,,no_sector_peer
40V,SGX,Stock,Alset,SG1AE2000006,,0,,no_sector_peer
40W,SGX,Stock,ZICO Hldgs,MYA007968003,,0,,no_sector_peer
4110,TADAWUL,Stock,BATIC,SA0007879808,,0,,no_sector_peer
4140,TADAWUL,Stock,SIECO,SA0007879675,,0,,no_sector_peer
4141,TADAWUL,Stock,ALOMRAN,SA153H820MH5,,0,,no_sector_peer
4143,TADAWUL,Stock,TALCO,SA162GLI0NH7,,0,,no_sector_peer
4144,TADAWUL,Stock,RAOOM,SA168J0I0O19,,0,,no_sector_peer
4145,TADAWUL,Stock,OGC,SA16BGJ20OH1,,0,,no_sector_peer
4146,TADAWUL,Stock,GAS,SA16D0820P10,,0,,no_sector_peer
4162,TADAWUL,Stock,ALMUNAJEM,SA15DGU21117,,0,,no_sector_peer
4191,TADAWUL,Stock,ABO MOATI,SA14TGAI1FH7,,0,,no_sector_peer
41H,SGX,Stock,BlackGoldNatural,SG1AH0000001,,0,,no_sector_peer
41T,SGX,Stock,GCCP,KYG377411080,,0,,no_sector_peer
4200,TADAWUL,Stock,ALDREES,SA000A0HNGZ6,,0,,no_sector_peer
4210,TADAWUL,Stock,SRMG,SA000A0JK5M3,,0,,no_sector_peer
4230,TADAWUL,Stock,RED SEA,SA000A0KEWM4,,0,,no_sector_peer
426330,KRX,ETF,KOSEF USA ETF Industry STOXX,KR7426330007,,0,,no_sector_peer
4280,TADAWUL,Stock,KINGDOM,SA31RG522S19,,0,,no_sector_peer
4291,TADAWUL,Stock,NCLE,SA14L09I31H9,,0,,no_sector_peer
4292,TADAWUL,Stock,ATAA,SA11RGEI3218,,0,,no_sector_peer
42F,SGX,Stock,Totm Tech,SG1BF8000005,,0,,no_sector_peer
4300,TADAWUL,Stock,DAR ALARKAN,SA11U0S23612,,0,,no_sector_peer
4321,TADAWUL,Stock,CENOMI CENTERS,SA14QG523GH3,,0,,no_sector_peer
4322,TADAWUL,Stock,RETAL,SA15J1S23H17,,0,,no_sector_peer
4325,TADAWUL,Stock,MASAR,SA169G7I3IH8,,0,,no_sector_peer
4327,TADAWUL,Stock,ALRAMZ,SA16E1323JH6,,0,,no_sector_peer
4590,TWSE,Stock,富田電機股份有限公司,TW0004590005,,0,,no_sector_peer
462A,TSE,ETF,"FUNDINNO,INC.",JP3802630008,,0,,no_sector_peer
46IE,LSE,Stock,S & U PLC 6% CUM PRF #1,GB0007655250,,0,,no_sector_peer
47HA,LSE,Stock,INVESTEC INVESTMENT TRUST PLC 5% CUM PRF STK #1,GB0004058433,,0,,no_sector_peer
49B,SGX,Stock,AMOS Group,SGXE89972934,,0,,no_sector_peer
4C,STO,Stock,4C Group AB,SE0017936891,,0,,no_sector_peer
4THGEN,BSE_IN,Stock,Fourth Generation Information Systems Ltd,INE739B01039,,0,,no_sector_peer
4X0,XETRA,Stock,Steyr Motors AG,AT0000A3FW25,,0,,no_sector_peer
5007,TWSE,Stock,三星科技股份有限公司,TW0005007009,,0,,no_sector_peer
51FL,LSE,Stock,SOCIETATEA ENERGETICA ELECTRICA SA GDR (EACH REPR 4ORD) (144A),US83367Y1082,,0,,no_sector_peer
51O,SGX,Stock,MSMIntl,SGXE66633194,,0,,no_sector_peer
5292,TWSE,Stock,華懋科技股份有限公司,TW0005292007,,0,,no_sector_peer
5306,TWSE,Stock,桂盟國際股份有限公司,TW0005306005,,0,,no_sector_peer
532,SGX,Stock,DISA,SG0532000247,,0,,no_sector_peer
533,SGX,Stock,ABR,SG0533000253,,0,,no_sector_peer
540,SGX,Stock,Tung Lok Rest,SG1J65890803,,0,,no_sector_peer
541,SGX,Stock,Abundance Intl,SG1I02877971,,0,,no_sector_peer
543,SGX,Stock,Noel Gifts Intl,SG0543000335,,0,,no_sector_peer
546,SGX,Stock,Medtecs Intl,BMG5958R1043,,0,,no_sector_peer
5555,Bursa,Stock,SUNWAY HEALTHCARE HOLDINGS BERHAD,MYL5555OO007,,0,,no_sector_peer
558,SGX,Stock,UMS,SG1J94892465,,0,,no_sector_peer
566,SGX,Stock,SHS,SG1G33866144,,0,,no_sector_peer
569,SGX,Stock,Vicplas Intl,SG1G57870584,,0,,no_sector_peer
575,SGX,Stock,ASTI,SG1G77872271,,0,,no_sector_peer
595,SGX,Stock,GKE,SG1N09908665,,0,,no_sector_peer
59OT,LSE,Stock,JSC NATIONAL ATOMIC CO KAZATOMPROM GDR (EACH REPR 1 ORD) (144A),US63253R1023,,0,,no_sector_peer
5AB,SGX,Stock,Trek 2000 Intl,SG1I59882965,,0,,no_sector_peer
5AE,SGX,Stock,Pollux Prop,SG1I77884290,,0,,no_sector_peer
5CF,SGX,Stock,OKP,SG1M55904841,,0,,no_sector_peer
5DN,SGX,Stock,Ezra,SG1O34912152,,0,,no_sector_peer
5EB,SGX,Stock,CFM,SG1P02915996,,0,,no_sector_peer
5G1,SGX,Stock,EuroSports Gbl,SG2G55000001,,0,,no_sector_peer
5GI,SGX,Stock,Interra Resource,SG1R37924805,,0,,no_sector_peer
5GZ,SGX,Stock,HGH,SG1S12926576,,0,,no_sector_peer
5HH,SGX,Stock,ProsperaGlobal,SG1S49927944,,0,,no_sector_peer
5I1,SGX,Stock,KOP,SG2G85000005,,0,,no_sector_peer
5IC,SGX,Stock,SingHoldings,SG1T28930090,,0,,no_sector_peer
5IE,SGX,Stock,Lorenzo Intl,SG1T35930281,,0,,no_sector_peer
5KI,SGX,Stock,Soup Holdings,SG1U97935860,,0,,no_sector_peer
5OC,SGX,Stock,Koyo Intl,SG1X69942156,,0,,no_sector_peer
5OQ,SGX,Stock,Teho Intl,SG1Y15944495,,0,,no_sector_peer
5PD,SGX,Stock,Hengyang Petro,SG1Y78948920,,0,,no_sector_peer
5QY,SGX,Stock,Net Pac Hldgs,SG2B83959223,,0,,no_sector_peer
5RA,SGX,Stock,AP Strategic,SG2B89959318,,0,,no_sector_peer
5RC,SGX,Stock,ES,SG2B91959363,,0,,no_sector_peer
5RF,SGX,Stock,Mercurius,SG2B96959558,,0,,no_sector_peer
5SO,SGX,Stock,Duty Free Intl,SG2C70966271,,0,,no_sector_peer
5TI,SGX,Stock,SDAI,SG2D45972171,,0,,no_sector_peer
5UA,SGX,Stock,Luminor,SG2E72981474,,0,,no_sector_peer
5UL,SGX,Stock,Atlantic Nav,SG2F00983534,,0,,no_sector_peer
5VC,SGX,Stock,Kori,SG2F40988253,,0,,no_sector_peer
5WG,SGX,Stock,SingaporeKitchen,SG2F97994568,,0,,no_sector_peer
5WJ,SGX,Stock,MoneyMax Fin,SG2G06995143,,0,,no_sector_peer
6001,TADAWUL,Stock,HB,SA1230A2TOH3,,0,,no_sector_peer
6002,TADAWUL,Stock,HERFY FOODS,SA12GGPITP13,,0,,no_sector_peer
6004,TADAWUL,Stock,CATRION,SA1330R2TQ16,,0,,no_sector_peer
6010,TADAWUL,Stock,NADEC,SA0007879568,,0,,no_sector_peer
6014,TADAWUL,Stock,ALAMAR,SA15JHPITV18,,0,,no_sector_peer
6019,TADAWUL,Stock,ALMASAR ALSHAMIL,SA56DG9IU1H8,,0,,no_sector_peer
6060,TADAWUL,Stock,SHARQIYAH DEV,SA0007879618,,0,,no_sector_peer
6139,TWSE,Stock,亞翔工程股份有限公司,TW0006139009,,0,,no_sector_peer
6491,TWSE,Stock,晶碩光學股份有限公司,TW0006491004,,0,,no_sector_peer
6722,TWSE,Stock,輝創電子股份有限公司,TW0006722002,,0,,no_sector_peer
67GX,LSE,Stock,ZIGUP PLC 5% CUM PRF 50P,GB0003775664,,0,,no_sector_peer
6934,TWSE,Stock,心誠鎂行動醫電股份有限公司,TW0006934003,,0,,no_sector_peer
70GD,LSE,Stock,ANTOFAGASTA PLC 5% CUM PRF #1,GB0000455849,,0,,no_sector_peer
72HN,LSE,Stock,MERCHANTS TRUST PLC 3.65% CUM PRF #1,GB0005800296,,0,,no_sector_peer
75S,XETRA,Stock,SDM SE,DE000A3CM708,,0,,no_sector_peer
