ticker,exchange,asset_type,name,isin,sector_update,peer_count,peer_examples,decision
BGXXQ,OTC,Stock,Bright Green Corp,US10920G1004,,0,,no_sector_peer
BHILQ,OTC,Stock,"Benson Hill, Inc.",US0824902029,,0,,no_sector_peer
BHLWQ,OTC,Stock,"Benson Hill, Inc.",US0824901112,,0,,no_sector_peer
BHMCAPITAL,DFM,Stock,BHM Capital Financial Services PSC,AEA006001019,,0,,no_sector_peer
BHOLM,STO,Stock,Bergholm Fritidsfordon Ab,SE0027691668,,0,,no_sector_peer
BIEN,OSL,Stock,BIEN SPAREBANK,NO0012706763,,0,,no_sector_peer
BIMT,OTC,Stock,Bitmis Corp,US09174H1032,,0,,no_sector_peer
BIOLQ,OTC,Stock,Biolase Inc,US0909117022,,0,,no_sector_peer
BIPJ,NYSE,Stock,Brookfield Infrastructure Finance ULC,US11276B2088,,0,,no_sector_peer
BIPS,LSE,Stock,Invesco Bond Income Plus Limited,JE00B6RMDP68,,0,,no_sector_peer
BISB,BHB,Stock,Bahrain Islamic Bank B.S.C.,BH0004648950,,0,,no_sector_peer
BJV,SGX,Stock,Yamada Green Res,SG1CA8000004,,0,,no_sector_peer
BJZ,SGX,Stock,Koda,SG1CB1000009,,0,,no_sector_peer
BKBLF,OTC,Stock,Magnetic North Acquisition Corp,CA55948L3002,,0,,no_sector_peer
BKC,HNX,Stock,BacKan Mineral Joint Stock Corp,VN000000BKC7,,0,,no_sector_peer
BKCYF,OTC,Stock,Bank Of Cyprus Holdings PCL,IE00BD5B1Y92,,0,,no_sector_peer
BKFG,OTC,Stock,BKF Capital Group Inc,US05548G1022,,0,,no_sector_peer
BKFL,OTC,Stock,BankFLORIDA Bancorp Inc.,US06645F1049,,0,,no_sector_peer
BKFR,TASE,Stock,Bait Bakfar Ltd,IL0011836561,,0,,no_sector_peer
BKIC,BHB,Stock,Bahrain Kuwait Insurance Company B.S.C.,BH0004654263,,0,,no_sector_peer
BKMA,LSE,Stock,BANKMUSCAT (S.A.O.G) GDR (EACH REPR 4 COM STK) (144A),US0637461015,,0,,no_sector_peer
BKTSF,OTC,Stock,BECKETTS INC.,CA07568L1022,,0,,no_sector_peer
BLCC.P,TSXV,Stock,Bow Lake Capital Corp.,CA10215F1062,,0,,no_sector_peer
BLFBY,OTC,Stock,Balfour Beatty plc/ADR,US05845R4056,,0,,no_sector_peer
BLI.N0000,CSE_LK,Stock,BIMPUTH LANKA INVESTMENTS PLC,LK0383N00006,,0,,no_sector_peer
BLMH,OTC,Stock,Blum Holdings Inc,US09642F1012,,0,,no_sector_peer
BLMS,OTC,Stock,Bloomios Inc,US0948571098,,0,,no_sector_peer
BLOOM,PSE,Stock,Bloomberry Resorts Corp,PHY0927M1046,,0,,no_sector_peer
BLPTF,OTC,Stock,Buffalo Potash Corp.,CA1197941059,,0,,no_sector_peer
BLQC,OTC,Stock,BlockQuarry Corp,US09370T1097,,0,,no_sector_peer
BLR,RSE,Stock,BRALIRWA LTD,RW000A1H63N6,,0,,no_sector_peer
BLRDY,OTC,Stock,BillerudKorsnäs AB (publ),US09006V1061,,0,,no_sector_peer
BLSIF,OTC,Stock,BRITANNIA LIFE SCIENCES INC.,CA11042D1087,,0,,no_sector_peer
BLT,WSE,Stock,Balticon,PLBLT0000013,,0,,no_sector_peer
BLTC.P,TSXV,Stock,Baltic I Acquisition Corp.,CA0588261085,,0,,no_sector_peer
BLUE.N0000,CSE_LK,Stock,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193N00009,,0,,no_sector_peer
BLUE.X0000,CSE_LK,Stock,BLUE DIAMONDS JEWELLERY WORLDWIDE PLC,LK0193X00008,,0,,no_sector_peer
BLUVF,OTC,Stock,BlueRiver Acquisition Corp,USG1261Q1236,,0,,no_sector_peer
BMB,BHB,Stock,Bahrain Middle East Bank,BH0004657779,,0,,no_sector_peer
BMCI,CSE_MA,Stock,BMCI,MA0000010811,,0,,no_sector_peer
BMMI,BHB,Stock,BMMI B.S.C.,BH0004648679,,0,,no_sector_peer
BMVVF,OTC,Stock,Bathurst Metals Corp,CA0712052079,,0,,no_sector_peer
BMXXY,OTC,Stock,bioMérieux SA,US09074E1010,,0,,no_sector_peer
BNCOM,PSE,Stock,Bank of Commerce (Philippines),PHY1000E1002,,0,,no_sector_peer
BNH,BHB,Stock,Bahrain National Holding Company B.S.C.,BH0004658074,,0,,no_sector_peer
BNJW,AMS,Stock,BANIJAY GROUP WARR,NL0015000H56,,0,,no_sector_peer
BOAR,LSE,Stock,BANK OF AFRICA GDR (REPR 1/3 ORD MAD10)(REG S),US06427C2044,,0,,no_sector_peer
BOBU,USE_UG,Stock,BANK OF BARODA UGANDA LTD,UG0000000055,,0,,no_sector_peer
BOFA,TSX,Stock,Bank of America CDR (CAD Hedged),CA06048X1087,,0,,no_sector_peer
BOG,XETRA,Stock,STOCK3 AG NA O.N.,DE000A0S9QZ8,,0,,no_sector_peer
BOHO,STO,Stock,Boho Group AB,SE0009697204,,0,,no_sector_peer
BOLL,OTC,Stock,Alliance Sports Group L.P,US0976761009,,0,,no_sector_peer
BOMO,OTC,Stock,Bowmo Inc,US2288913054,,0,,no_sector_peer
BOOK,LSE,Stock,Literacy Capital PLC,GB00BMF1L080,,0,,no_sector_peer
BORMF,OTC,Stock,BOREALIS MNG CO LTD,CA09972D1069,,0,,no_sector_peer
BOUBYAN,BK,Stock,Boubyan Bank,KW0EQ0102065,,0,,no_sector_peer
BOURSA,BK,Stock,Boursa Kuwait Securities Co KPSC,KW0EQ0607022,,0,,no_sector_peer
BP-A,LSE,Stock,BP p.l.c,GB0001385250,,0,,no_sector_peer
BPAIF,OTC,Stock,BrandPilot AI Inc.,CA1053241073,,0,,no_sector_peer
BPCAP,BSE_IN,Stock,B. P. Capital Ltd,INE947C01010,,0,,no_sector_peer
BPCC,BK,Stock,Boubyan Petrochemical Co KSCP,KW0EQ0500979,,0,,no_sector_peer
BPG,NZX,Stock,Black Pearl Group Limited Ordinary Shares,NZBPGE0004S2,,0,,no_sector_peer
BPOL,OTC,Stock,BlackPoll Fleet International Inc,US09258J1088,,0,,no_sector_peer
BPPL.N0000,CSE_LK,Stock,B P P L HOLDINGS PLC,LK0451N00001,,0,,no_sector_peer
BPRO,NYSE ARCA,ETF,Bitwise Proficio Currency Debasement ETF,US09174D2018,,0,,no_sector_peer
BPTSY,OTC,Stock,Biophytis S.A.,US09076G4010,,0,,no_sector_peer
BQD,SGX,Stock,Envictus,SG1CF4000007,,0,,no_sector_peer
BQF,SGX,Stock,XMH,SG1CF5000006,,0,,no_sector_peer
BQGE,XETRA,ETF,Ossiam Lux Barclays Quantic Global E NR,LU2491211004,,0,,no_sector_peer
BQP,SGX,Stock,Southern Pkg,SG1CG0000009,,0,,no_sector_peer
BRBL,OTC,Stock,Brewbilt Brewing Co,US10756B1008,,0,,no_sector_peer
BRCB.P,TSXV,Stock,Brachium2 Capital Corp.,CA10378A1003,,0,,no_sector_peer
BRDLF,OTC,Stock,Broadleaf Co. Ltd,JP3831490002,,0,,no_sector_peer
BRDNF,OTC,Stock,BREEDON GROUP PLC,JE00B2419D89,,0,,no_sector_peer
BREJY,OTC,Stock,mBank S.A,US5527501010,,0,,no_sector_peer
BRELY,OTC,Stock,Brazilian Rare Earths Limited/ADR,US10600A1007,,0,,no_sector_peer
BRETEC,HEL,Stock,Bioretec Oy,FI4000480454,,0,,no_sector_peer
BRIGHT,STO,Stock,Maximum Entertainment AB,SE0017937279,,0,,no_sector_peer
BRIM,ICE_IS,Stock,Brim hf,IS0000000297,,0,,no_sector_peer
BRIO,BCBA,Stock,Banco Santander Río S.A,ARBRIO010194,,0,,no_sector_peer
BRIO6,BCBA,Stock,Banco Santander Río S.A,ARBRIO010475,,0,,no_sector_peer
BRITAM,NSE_KE,Stock,BRITAM HOLDINGS PLC,KE2000002192,,0,,no_sector_peer
BRIX,STO,Stock,Briox,SE0008588131,,0,,no_sector_peer
BRKBD,BCBA,Stock,BERKSHIRE HATHAWAY INC CEDEAR E,ARBCOM4603L1,,0,,no_sector_peer
BRKO,OTC,Stock,Broke Out Inc,US1120931092,,0,,no_sector_peer
BRS,LSE,Stock,Beacon Rise Holdings PLC,GB00BMC0V753,,0,,no_sector_peer
BRUT,OSL,Stock,BRUTON,NO0013036814,,0,,no_sector_peer
BRWC,OTC,Stock,Birdie Win Corporation,US09084P1049,,0,,no_sector_peer
BSH,WSE,Stock,Bridge Solutions Hub S.A.,PLBRSLH00012,,0,,no_sector_peer
BSNLF,OTC,Stock,Blue Star Helium Ltd,AU0000014458,,0,,no_sector_peer
BSSC,OTC,Stock,Bank of Southside Virginia Corporation The,US0651211056,,0,,no_sector_peer
BSWGF,OTC,Stock,Black Swan Graphene Inc.,CA09226M2094,,0,,no_sector_peer
BTAEF,OTC,Stock,Beta Energy Corp.,CA08660C2067,,0,,no_sector_peer
BTAX,OTC,Stock,Biostax Corp.,US45252A1079,,0,,no_sector_peer
BTC-B,STO,Stock,B Treasury Capital AB,SE0025198542,,0,,no_sector_peer
BTCFF,OTC,Stock,Bitcoin Treasury Corporation,CA09175U1030,,0,,no_sector_peer
BTLS,Euronext,Stock,Biotalys NV,BE0974386188,,0,,no_sector_peer
BTRMF,OTC,Stock,Battery Mineral Resources Corp,CA07133G1090,,0,,no_sector_peer
BTS-B,STO,Stock,BTS Group AB (publ),SE0000805426,,0,,no_sector_peer
BTSNY,OTC,Stock,Betsson AB (publ),US08764P1030,,0,,no_sector_peer
BTVRF,OTC,Stock,BlueRush Inc,CA09629N2005,,0,,no_sector_peer
BTZRF,OTC,Stock,Bitzero Holdings Inc.,CA09175N1096,,0,,no_sector_peer
BUKI.N0000,CSE_LK,Stock,BUKIT DARAH PLC,LK0019N00006,,0,,no_sector_peer
BURG,BK,Stock,Burgan Bank,KW0EQ0100077,,0,,no_sector_peer
BUSC,OTC,Stock,Blue Star Global Inc,US09606J1079,,0,,no_sector_peer
BUZ.P,TSXV,Stock,Buzz Capital Inc.,CA12429L1013,,0,,no_sector_peer
BUZH.P,TSXV,Stock,Buzz Capital 2 Inc.,CA12430G1090,,0,,no_sector_peer
BVHMY,OTC,Stock,VISTRY GROUP PLC.,US92841G1040,,0,,no_sector_peer
BWRA,LSE,Stock,Bristol Water Holdings UK Limited 8.75% CUM IRRD PRF GBP1,GB0001257988,,0,,no_sector_peer
BXE,SGX,Stock,CDW,BMG2022E1104,,0,,no_sector_peer
BXLC,OTC,Stock,Bexil Cp,US0885771016,,0,,no_sector_peer
BXNS,OTC,Stock,BLOCKCHAIN INSTITUTE OF TECHNOLOGY INC.,US09369B1017,,0,,no_sector_peer
BXSY,OTC,Stock,Bexil Investment Trust,US25538A2042,,0,,no_sector_peer
BYCRF,OTC,Stock,BayCurrent Consulting Inc,JP3835250006,,0,,no_sector_peer
BYDMF,OTC,Stock,Beyond Minerals Inc,CA08863D1006,,0,,no_sector_peer
BYRRF,OTC,Stock,Bayridge Resources Corp.,CA07309M2031,,0,,no_sector_peer
BZLEY,OTC,Stock,Beazley Plc,US07556T2087,,0,,no_sector_peer
C&G,NSE_KE,Stock,CAR & GENERAL (K) LTD,KE0000000109,,0,,no_sector_peer
C04,SGX,Stock,Casa,SG1B93012089,,0,,no_sector_peer
C05,SGX,Stock,Chemical Ind,SG1B37000984,,0,,no_sector_peer
C06,SGX,Stock,CSC,SG1F84861094,,0,,no_sector_peer
C07,SGX,Stock,Jardine C&C,SG1B51001017,,0,,no_sector_peer
C09,SGX,Stock,CityDev,SG1R89002252,,0,,no_sector_peer
C0M,XETRA,Stock,CCS ABWICKLUNGS AG,DE000A2QDNX9,,0,,no_sector_peer
CABKA,AMS,Stock,CABKA,NL00150000S7,,0,,no_sector_peer
CABLE,AMS,Stock,GIG,GG00BMB5XZ39,,0,,no_sector_peer
CABO.N0000,CSE_LK,Stock,CARGO BOAT DEVELOPMENT COMPANY PLC,LK0021N00002,,0,,no_sector_peer
CAC.P,TSXV,Stock,Cinaport Acquisition Corp. III,CA17185C1041,,0,,no_sector_peer
CAEN,OTC,Stock,California-Engels Mining Company,US1301991022,,0,,no_sector_peer
CAFCA,ZSE_ZW,Stock,CAFCA LIMITED,ZW0009011942,,0,,no_sector_peer
CALH.N0000,CSE_LK,Stock,CAPITAL ALLIANCE HOLDINGS PLC,LK0504N00007,,0,,no_sector_peer
CALT.N0000,CSE_LK,Stock,CAPITAL ALLIANCE PLC,LK0477N00006,,0,,no_sector_peer
CALVIK,STO,Stock,Hernö Gin AB (publ),SE0017564800,,0,,no_sector_peer
CAMNF,OTC,Stock,Cascadia Minerals Ltd.,CA1469261004,,0,,no_sector_peer
CANATU,HEL,Stock,Canatu Oyj A,FI4000512496,,0,,no_sector_peer
CANUF,OTC,Stock,Canadian Uranium Corp.,CA1369511003,,0,,no_sector_peer
CAPL.P,TSXV,Stock,Caplink Ventures Inc.,CA14065G1072,,0,,no_sector_peer
CAPRI,BME,Stock,BBVA Capital Privado FCR,ES0180660039,,0,,no_sector_peer
CAPSL,OSL,Stock,CAPSOL TECHNOLOGI,NO0010923121,,0,,no_sector_peer
CARTAVC1,BVL,Stock,Cartavio S.A.A,PEP771431009,,0,,no_sector_peer
CARTIER-SA,CSE_MA,Stock,CARTIER SAADA,MA0000011868,,0,,no_sector_peer
CASAGRC1,BVL,Stock,Casa Grande S.A.A.,PEP771461006,,0,,no_sector_peer
CASE,STO,Stock,Case Group AB,SE0017082514,,0,,no_sector_peer
CATTL,BK,Stock,Livestock Transport and Trading Co KSC,KW0EQ0701213,,0,,no_sector_peer
CAVEN,OSL,Stock,CAVENDISH HYDROGEN,NO0013219535,,0,,no_sector_peer
CAVERTON,NGX,Stock,CAVERTON OFFSHORE SUPPORT GRP PLC,NGCAVERTON07,,0,,no_sector_peer
CAVG,OTC,Stock,ACC Aviation Holdings Ltd,US00086F1030,,0,,no_sector_peer
CBAR.P,TSXV,Stock,Castlebar Capital Corp.,CA14852T1066,,0,,no_sector_peer
CBDW,OTC,Stock,1606 Corp.,US68249C1018,,0,,no_sector_peer
CBIH,OTC,Stock,Cannabis Bioscience International Holdings Inc.,US16948K1060,,0,,no_sector_peer
CBKD,LSE,Stock,Commercial International Bank -Egypt S.A.E,US2017122050,,0,,no_sector_peer
CBKL,NSE_KE,Stock,THE CO-OPERATIVE BANK OF KENYA PLC,KE1000001568,,0,,no_sector_peer
CBNK.N0000,CSE_LK,Stock,CARGILLS BANK PLC,LK0491N00007,,0,,no_sector_peer
CBRF,OTC,Stock,Cyberfuels Holding Company Inc.,US2787441078,,0,,no_sector_peer
CBRJ,OTC,Stock,Carbon Race Corp,US14115Q1058,,0,,no_sector_peer
CBTN,OTC,Stock,Citizens Bancorp Investment Inc,US17315T1007,,0,,no_sector_peer
CBTTF,OTC,Stock,Cathedra Bitcoin Inc,CA14919F2061,,0,,no_sector_peer
CBUIF,OTC,Stock,C=Holdings B.V,BS2026601063,,0,,no_sector_peer
CCAF,LUSE,Stock,CEC AFRICA INVESTMENTS LIMITED,ZM0000000516,,0,,no_sector_peer
CCFLU,OTC,Stock,Community Choice Financial Holdings LLC,US12509J2087,,0,,no_sector_peer
CCHH,NASDAQ,Stock,CCH Holdings Ltd Ordinary Shares,KYG1993F1063,,0,,no_sector_peer
CCIC.P,TSXV,Stock,Chicane Capital I Corp.,CA1682731007,,0,,no_sector_peer
CCPUF,OTC,Stock,SATO Technologies Corp.,CA78435J1093,,0,,no_sector_peer
CCVL,OTC,Stock,Crown Cap Ventures Ltd,US22822C1036,,0,,no_sector_peer
CCZ.P,TSXV,Stock,Chablis Capital Corp.,CA15723C1077,,0,,no_sector_peer
CDB.N0000,CSE_LK,Stock,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368N00007,,0,,no_sector_peer
CDB.X0000,CSE_LK,Stock,CITIZENS DEVELOPMENT BUSINESS FINANCE PLC,LK0368X00006,,0,,no_sector_peer
CDMNF,OTC,Stock,Canadian Manganese Company Inc.,CA1363431000,,0,,no_sector_peer
CDN,HNX,Stock,Danang Port JSC,VN000000CDN7,,0,,no_sector_peer
CDO,ASX,ETF,CADENCE OPPORTUNITIES FUND LIMITED.,AU0000186165,,0,,no_sector_peer
CDXQ,OTC,Stock,China De Xiao Quan Care Group Co. Ltd,US65341J1097,,0,,no_sector_peer
CECAF,OTC,Stock,CanAsia Energy Corp.,CA13722B1058,,0,,no_sector_peer
CECV,XETRA,Stock,CECONOMY V AG,DE000A40ZVV0,,0,,no_sector_peer
CECZ,LUSE,Stock,COPPERBELT ENERGY CORPORATION PLC,ZM0000000136,,0,,no_sector_peer
CEDU,SGX,Stock,Dasin Retail Tr,SG1DE2000000,,0,,no_sector_peer
CEIR,LSE,Stock,Compal Electronics Inc. GDR Reg S,US20440Y2000,,0,,no_sector_peer
CENBF,OTC,Stock,CEN Biotech Inc,CA15130L1040,,0,,no_sector_peer
CENTUM,NSE_KE,Stock,CENTUM INVESTMENT COMPANY PLC,KE0000000265,,0,,no_sector_peer
CERA.N0000,CSE_LK,Stock,LANKA CERAMIC PLC,LK0206N00009,,0,,no_sector_peer
CEROW,NASDAQ,Stock,CERo Therapeutics Holdings Inc,US71902K1135,,0,,no_sector_peer
CES.P,TSXV,Stock,Celestial Acquisition Corp.,CA15102Q1072,,0,,no_sector_peer
CESSA,STO,Stock,Cessatech,DK0061411964,,0,,no_sector_peer
CFAGF,OTC,Stock,CLEAR GOLD RES INC.,CA1845634015,,0,,no_sector_peer
CFCI,OTC,Stock,CIPHER-CORE Inc.,KE2000002168,,0,,no_sector_peer
CFG-BANK,CSE_MA,Stock,CFG BANK,MA0000012627,,0,,no_sector_peer
CFI.N0000,CSE_LK,Stock,COLOMBO FORT INVESTMENTS PLC,LK0048N00005,,0,,no_sector_peer
CFIPIONERO,SSE_CL,Stock,Pionero Fondo De Inversion,CL0001834614,,0,,no_sector_peer
CFS,WSE,Stock,Centrum Finansowe Banku BPS SA,PLCFBPS00019,,0,,no_sector_peer
CGDCF,OTC,Stock,Carlin Gold Corp.,CA1422402091,,0,,no_sector_peer
CGL,LSE,Stock,Castelnau Group Limited,GG00BMWWJM28,,0,,no_sector_peer
CGMXF,OTC,Stock,CANADIAN GOLDFIELDS DISCOVERY CORP.,CA1358711010,,0,,no_sector_peer
CGNO,OTC,Stock,"CognoGroup, Inc.",US0485391009,,0,,no_sector_peer
CGSI,OTC,Stock,CGS International Inc,US1253611057,,0,,no_sector_peer
CGTRF,OTC,Stock,GT Resources Inc.,CA36254S1056,,0,,no_sector_peer
CHALF,OTC,Stock,Chalice Brands Ltd,US15756R1041,,0,,no_sector_peer
CHDHF,OTC,Stock,Ev Dynamics (Holdings) Limited,BMG321571108,,0,,no_sector_peer
CHELF,OTC,Stock,Champion Electric Metals Inc.,CA3815712078,,0,,no_sector_peer
CHELLARAM,NGX,Stock,CHELLARAMS PLC,NGCHELLARAM5,,0,,no_sector_peer
CHIB,LSE,Stock,CT UK High Income Trust Plc,GB00B1N4H594,,0,,no_sector_peer
CHII.P,TSXV,Stock,Chicane Capital II Corp.,CA16827P1018,,0,,no_sector_peer
CHIL,LUSE,Stock,CHILANGA CEMENT PLC,ZM0000000011,,0,,no_sector_peer
CHLSY,OTC,Stock,Chocoladefabriken Lindt & Sprüngli AG,US1702721085,,0,,no_sector_peer
CHMX,OTC,Stock,NEXT-ChemX Corporation,US65344R1086,,0,,no_sector_peer
CHNXF,OTC,Stock,ChitogenX Inc.,CA1699161032,,0,,no_sector_peer
CHOU.N0000,CSE_LK,Stock,CITY HOUSING & REAL ESTATE CO. PLC,LK0177N00002,,0,,no_sector_peer
CHP,LSE,Stock,Caledonian Holdings PLC,GB00BYZ9XC29,,0,,no_sector_peer
CHSL,SEM,Stock,CONSTANCE HOTELS SERVICES  LTD,MU0155I00005,,0,,no_sector_peer
CHVKY,OTC,Stock,China Vanke Co. Ltd,US16948J2087,,0,,no_sector_peer
CHWWQ,OTC,Stock,Chesswood Group Ltd.,CA16550A1075,,0,,no_sector_peer
CIC.N0000,CSE_LK,Stock,C I C HOLDINGS PLC,LK0045N00001,,0,,no_sector_peer
CIC.X0000,CSE_LK,Stock,C I C HOLDINGS PLC,LK0045X00000,,0,,no_sector_peer
CIEL,SEM,Stock,CIEL LIMITED,MU0177I00025,,0,,no_sector_peer
CIL,NSE_KE,Stock,CARBACID INVESTMENTS LTD,KE0000000117,,0,,no_sector_peer
CILEASING,NGX,Stock,C & I LEASING PLC,NGCILEASING2,,0,,no_sector_peer
CIMENTS-DU,CSE_MA,Stock,CIMENTS DU MAROC,MA0000010506,,0,,no_sector_peer
CINECO,BHB,Stock,Bahrain Cinema Company B.S.C.,BH0004653588,,0,,no_sector_peer
CINS.N0000,CSE_LK,Stock,CEYLINCO HOLDINGS PLC,LK0176N00004,,0,,no_sector_peer
CINS.X0000,CSE_LK,Stock,CEYLINCO HOLDINGS PLC,LK0176X00003,,0,,no_sector_peer
CIPI,OTC,Stock,Correlate Infrastructure Partners Inc,US89609L1017,,0,,no_sector_peer
CIRF,EGX,Stock,Cairo For Investment And Real Estate Development,EGS70021C018,,0,,no_sector_peer
CISCF,OTC,Stock,Ciscom Corp.,CA17282B1085,,0,,no_sector_peer
CITAY,OTC,Stock,COSCO SHIPPING Development Co. Ltd,US12636Q1094,,0,,no_sector_peer
CITLF,OTC,Stock,Critical Infrastructure Technologies Ltd.,CA2267401081,,0,,no_sector_peer
CITYON,BSE_IN,Stock,Cityon Systems (India) Ltd,INE324P01014,,0,,no_sector_peer
CITYVA,HEL,Stock,Cityvarasto Oyj,FI4000176557,,0,,no_sector_peer
CJN,SGX,Stock,B&M Hldg,SG1DI0000003,,0,,no_sector_peer
CKNHY,OTC,Stock,Clarkson PLC,US18223P1075,,0,,no_sector_peer
CLAZF,OTC,Stock,Claritas Pharmaceuticals Inc,US1806342069,,0,,no_sector_peer
CLDVF,OTC,Stock,Cloud3 Ventures Inc.,CA18914M1086,,0,,no_sector_peer
CLEANING,BK,Stock,National Cleaning Co KSCP,KW0EQ0601108,,0,,no_sector_peer
CLGOF,OTC,Stock,CleanGo Innovations Inc,CA18453D3031,,0,,no_sector_peer
CLLMF,OTC,Stock,Collective Metals Inc.,CA1939291060,,0,,no_sector_peer
CLPMF,OTC,Stock,Clip Money Inc.,CA1888341056,,0,,no_sector_peer
CLRD,OTC,Stock,Clearday Inc,US1847911013,,0,,no_sector_peer
CLYD,GSE,Stock,CLYDESTONE (GHANA) LIMITED,GH0000000573,,0,,no_sector_peer
CMBG,LSE,ETF,UBS AG LONDON CERT PERP(CMDJGMT IDX),CH0348206365,,0,,no_sector_peer
CMCZ,OTC,Stock,Curtis Mathes Corp,US2314681097,,0,,no_sector_peer
CMGP-GROUP,CSE_MA,Stock,CMGP GROUP,MA0000012718,,0,,no_sector_peer
CMHSF,OTC,Stock,Comprehensive Healthcare Systems Inc,CA2046632071,,0,,no_sector_peer
CMICABLES,BSE_IN,Stock,CMI Ltd,INE981B01011,,0,,no_sector_peer
CMLT,GSE,Stock,CAMELOT GHANA LTD.,GH0000000227,,0,,no_sector_peer
CMTNF,OTC,Stock,Cullinan Metals Corp.,CA23003L2012,,0,,no_sector_peer
CNDF,Euronext,Stock,Caisse Régionale de Crédit Agricole Mutuel Nord de France Société coopérative,FR0000185514,,0,,no_sector_peer
CNJ.P,TSXV,Stock,CNJ Capital Investments Inc.,CA12598T1093,,0,,no_sector_peer
CNNN,OTC,Stock,ConneXionONE Corp.,US2082111020,,0,,no_sector_peer
CNPF,PSE,Stock,Century Pacific Food Inc,PHY1249R1024,,0,,no_sector_peer
CNQQF,OTC,Stock,Clean Teq Water Ltd,AU0000153280,,0,,no_sector_peer
CNRCF,OTC,Stock,Canter Resources Corp.,CA13810W2013,,0,,no_sector_peer
CNST.P,TSXV,Stock,Constellation Capital Corp.,CA21036W1032,,0,,no_sector_peer
CNUN,OTC,Stock,Community Bancshares Inc. (McArthur OH),US20343K1097,,0,,no_sector_peer
CNVRG,PSE,Stock,Converge Information & Communications Technology Solutions Inc,PHY1757W1054,,0,,no_sector_peer
CNW,XETRA,Stock,CO.DON AG   INH. O.N.,DE000A3E5C08,,0,,no_sector_peer
COAST,BK,Stock,Coast Investment and Development,KW0EQ0201453,,0,,no_sector_peer
COCR.N0000,CSE_LK,Stock,COMMERCIAL CREDIT AND FINANCE PLC,LK0380N00002,,0,,no_sector_peer
COF.U0000,CSE_LK,Stock,SENFIN SECURITIES LIMITED,LK0441U00007,,0,,no_sector_peer
COLL.P,TSXV,Stock,Collingwood Resources Corp.,CA1947972057,,0,,no_sector_peer
COLO.N0000,CSE_LK,Stock,C M HOLDINGS PLC,LK0052N00007,,0,,no_sector_peer
COLOCOLO,SSE_CL,Stock,Blanco Y Negro,CL0000001041,,0,,no_sector_peer
COLORADO,CSE_MA,Stock,COLORADO,MA0000011934,,0,,no_sector_peer
COMD.N0000,CSE_LK,Stock,COMMERCIAL DEVELOPMENT COMPANY PLC,LK0054N00003,,0,,no_sector_peer
CONN.N0000,CSE_LK,Stock,HAYLEYS LEISURE PLC,LK0281N00002,,0,,no_sector_peer
COOP.N0000,CSE_LK,Stock,Co-operative Insurance Company PLC,LK0481N00008,,0,,no_sector_peer
CORAREC1,BVL,Stock,Corporacion Aceros Arequipa S.A.,PEP206011004,,0,,no_sector_peer
CORAREI1,BVL,Stock,Corporacion Aceros Arequipa S.A. (I share),PEP206015005,,0,,no_sector_peer
CORBF,OTC,Stock,Global Cord Blood Corp,KYG393421030,,0,,no_sector_peer
COSCO,PSE,Stock,Cosco Capital Inc,PHY1765W1054,,0,,no_sector_peer
COSH,OSL,Stock,CONSTELLATION OIL,NO0013597419,,0,,no_sector_peer
COSRF,OTC,Stock,Cosigo Resources Ltd.,CA22122T1030,,0,,no_sector_peer
COSUMAR,CSE_MA,Stock,COSUMAR,MA0000012247,,0,,no_sector_peer
COUV,OTC,Stock,Corporate Universe Inc,US22004M1018,,0,,no_sector_peer
COVCF,OTC,Stock,COVER Corporation,JP3218500001,,0,,no_sector_peer
CPARK,BHB,Stock,Bahrain Car Parks Company (Amakin) B.S.C.,BH0004653638,,0,,no_sector_peer
CPC,HNX,Stock,CTCP Thuốc sát trùng Cần Thơ,VN000000CPC4,,0,,no_sector_peer
CPCPF,OTC,Stock,CopperCorp Resources Inc.,CA2176371078,,0,,no_sector_peer
CPE-I,STO,Stock,Coeli Private Equity,SE0012012268,,0,,no_sector_peer
CPIC,LSE,Stock,China Pacific Insurance (Group) Co. Ltd.,US16951T1198,,0,,no_sector_peer
CPIFF,OTC,Stock,Carlton Precious Inc,CA14306B1076,,0,,no_sector_peer
CPKL,NSE_KE,Stock,CROWN PAINTS KENYA PLC,KE0000000141,,0,,no_sector_peer
CPRT.N0000,CSE_LK,Stock,KERNER HAUS GLOBAL SOLUTIONS PLC,LK0036N00000,,0,,no_sector_peer
CRDB,DSE_TZ,Stock,CRDB BANK LTD,TZ1996100305,,0,,no_sector_peer
CRDV,OTC,Stock,Community Redevelopment Inc,US20403Q1031,,0,,no_sector_peer
CREDITC1,BVL,Stock,Banco de Credito del Peru,PEP120001008,,0,,no_sector_peer
CREIT,PSE,Stock,Citicore Energy REIT Corp,PHY1642D1064,,0,,no_sector_peer
CRET,STO,Stock,Creturner Group,SE0013460375,,0,,no_sector_peer
CRFU,OTC,Stock,Carefree Group Inc,US14169Q2093,,0,,no_sector_peer
CRL.N0000,CSE_LK,Stock,SOFTLOGIC FINANCE PLC,LK0358N00008,,0,,no_sector_peer
CRNAS,OSL,Stock,CIRCIO HOLDING TR,NO0013711523,,0,,no_sector_peer
CROWN,PSE,Stock,Crown Asia Chemicals Corp,PHY1804M1000,,0,,no_sector_peer
