ticker,exchange,asset_type,name,stockanalysis_symbol,stockanalysis_name,stockanalysis_isin,stockanalysis_sector,stockanalysis_industry,stockanalysis_category,isin_update,sector_update,category_update,decision,source_url
AF7,ASX,ETF,ANGLE ASSET FINANCE - RADIAN TRUST 2025-2,,,,,,,,,,no_symbol_match,
AFOF11,B3,ETF,Alianza Fofii Fundo De Investimento Imobiliario,,,,,,,,,,no_symbol_match,
AFR,TSXV,Stock,AFR NuVenture Resources Inc.,,,,,,,,,,no_symbol_match,
AFV.P,TSXV,Stock,Apolo V Acquisition Corp.,,,,,,,,,,no_symbol_match,
AGCX11,B3,ETF,FDO INV IMOB RIO BRAVO RENDA VAREJO - FII,,,,,,,,,,no_symbol_match,
AGF,TSX,Stock,AGF Management Limited,,,,,,,,,,no_symbol_match,
AGMR,TSXV,Stock,Silver Mountain Resources Inc.,,,,,,,,,,no_symbol_match,
AGORF,OTC,Stock,AGORA Hospitality Group Co. Ltd,,,,,,,,,,no_symbol_match,
AGREF,OTC,Stock,ORPHEUS URANIUM LTD.,,,,,,,,,,no_symbol_match,
AHADS,OTC,Stock,ARRIVED HOMES 4 LLC,,,,,,,,,,no_symbol_match,
AHCRS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
AHRKS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
AHVGS,OTC,Stock,ARRIVED HOMES 5 LLC,,,,,,,,,,no_symbol_match,
AHWSF,OTC,Stock,Athens Water Supply and Sewerage Company S.A,,,,,,,,,,no_symbol_match,
AHWYS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
AICHF,OTC,Stock,AICHI STEEL CORP.,AICHF,Aichi Steel Corporation,,Materials,Steel,,,,,no_update,https://stockanalysis.com/quote/otc/AICHF/
AICXF,OTC,Stock,Aichi Corp,AICXF,Aichi Corporation,,Industrials,Farm & Heavy Construction Machinery,,,,,no_update,https://stockanalysis.com/quote/otc/AICXF/
AIFLF,OTC,Stock,Aiful Corp,,,,,,,,,,no_symbol_match,
AIGC,LSE,ETF,WisdomTree Broad Commodities,,,,,,,,,,no_symbol_match,
AIGG,LSE,ETF,WisdomTree Grains,,,,,,,,,,no_symbol_match,
AIHZF,OTC,Stock,Ai Holdings Corporation,,,,,,,,,,no_symbol_match,
AITVF,OTC,Stock,Asian Television Network International Limited,,,,,,,,,,no_symbol_match,
AJA,TSXV,Stock,Aja Health and Wellness Inc.,AJA,AJA Health and Wellness Inc.,,Healthcare,Health Information Services,,,,,no_update,https://stockanalysis.com/quote/tsxv/AJA/
AKBKF,OTC,Stock,Akita Bank Ltd.,,,,,,,,,,no_symbol_match,
AKOBF,OTC,Stock,Akobo Minerals AB,AKOBF,Akobo Minerals AB (publ),,Materials,Gold,,,,,no_update,https://stockanalysis.com/quote/otc/AKOBF/
ALEGF,OTC,Stock,Allegro.eu SA,,,,,,,,,,no_symbol_match,
ALHDF,OTC,Stock,ALCO HLDGS LTD.,,,,,,,,,,no_symbol_match,
ALLDF,OTC,Stock,Ayvens SA,ALLDF,Ayvens,,Industrials,Rental & Leasing Services,,,,,no_update,https://stockanalysis.com/quote/otc/ALLDF/
ALPKF,OTC,Stock,ALPEK S.A.B. de C.V,,,,,,,,,,no_symbol_match,
ALRHF,OTC,Stock,Allreal,ALRHF,Allreal Holding AG,,Real Estate,Real Estate Services,,,,,no_update,https://stockanalysis.com/quote/otc/ALRHF/
ALTHF,OTC,Stock,Altech Batteries Limited,ALTHF,Altech Batteries Limited,,Materials,Specialty Chemicals,,,,,no_update,https://stockanalysis.com/quote/otc/ALTHF/
ALVSF,OTC,Stock,A LIVING SMART CITY SVCS CO LTD,ALVSF,"A-Living Smart City Services Co., Ltd.",,Real Estate,Real Estate Services,,,,,no_update,https://stockanalysis.com/quote/otc/ALVSF/
ALXPF,OTC,Stock,ALPHA EXPL LTD.,ALXPF,Alpha Exploration Ltd.,,Materials,Other Precious Metals & Mining,,,,,name_mismatch,https://stockanalysis.com/quote/otc/ALXPF/
AMD3,LSE,ETF,Leverage Shares 3x AMD ETP Securities,,,,,,,,,,no_symbol_match,
AMMHF,OTC,Stock,AMMB Holdings Berhad,,,,,,,,,,no_symbol_match,
AMNGV,OTC,Stock,AMNGV,,,,,,,,,,no_symbol_match,
AMOIF,OTC,Stock,Anemoi International Ltd,AMOIF,Anemoi International Limited,,,Prepackaged Software,,,,,no_update,https://stockanalysis.com/quote/otc/AMOIF/
AN3,ASX,Stock,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED.,,,,,,,,,,no_symbol_match,
ANNSD,OTC,Stock,ANNSD,,,,,,,,,,no_symbol_match,
ANTVF,OTC,Stock,Antares Vision SpA,,,,,,,,,,no_symbol_match,
AO2,ASX,ETF,APOLLO SERIES 2017-2 TRUST,,,,,,,,,,no_symbol_match,
AO3,ASX,ETF,APOLLO SERIES 2018-1 TRUST,,,,,,,,,,no_symbol_match,
AOHLF,OTC,Stock,Autohellas S.A,,,,,,,,,,no_symbol_match,
APMRF,OTC,Stock,Amper S.A.,,,,,,,,,,no_symbol_match,
APPTF,OTC,Stock,Automotive Properties Real Estate Investment Trust,,,,,,,,,,no_symbol_match,
APXIF,OTC,Stock,APXIF,,,,,,,,,,no_symbol_match,
AQCP,OTC,Stock,AQ Corp,,,,,,,,,,no_symbol_match,
AQIMD,OTC,Stock,Alicanto Minerals Ltd.,,,,,,,,,,no_symbol_match,
AQLL11,B3,ETF,ÁQUILLA FDO INV IMOB - FII,,,,,,,,,,no_symbol_match,
AQR.P,TSXV,Stock,Anquiro Ventures Ltd.,,,,,,,,,,no_symbol_match,
ARCUD,OTC,Stock,ARCUD,,,,,,,,,,no_symbol_match,
ARDGS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
ARGH,TSXV,Stock,Argo Corporation,ARGH,Argo Corporation,,Technology,Software - Application,,,,,name_mismatch,https://stockanalysis.com/quote/tsxv/ARGH/
AROAF,OTC,Stock,Aroa Biosurgery Ltd.,AROAF,Aroa Biosurgery Limited,,Healthcare,Medical Devices,,,,,no_update,https://stockanalysis.com/quote/otc/AROAF/
ARPQS,OTC,Stock,ARRIVED STR LLC,,,,,,,,,,no_symbol_match,
ARPRF,OTC,Stock,"Airports of Thailand Public Co., Ltd.",,,,,,,,,,no_symbol_match,
ARPTF,OTC,Stock,Airport City Ltd,,,,,,,,,,no_symbol_match,
ARSRF,OTC,Stock,Aeris Resources Ltd.,ARSRF,Aeris Resources Limited,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/otc/ARSRF/
ARVVS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
ARVWS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
ASDRS,OTC,Stock,ARRIVED HOMES 4 LLC,,,,,,,,,,no_symbol_match,
ASHGY,OTC,Stock,Ashtead Group plc,,,,,,,,,,no_symbol_match,
ASHTF,OTC,Stock,Ashtead Group plc,,,,,,,,,,no_symbol_match,
ASNFF,OTC,Stock,ASIAINFO TECHNOLOGIES LTD.,,,,,,,,,,no_symbol_match,
ASRMF,OTC,Stock,SOUTHEAST AIRPORT GROUP,ASRMF,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",MXP001661018,Industrials,Airports & Air Services,,,,,name_mismatch,https://stockanalysis.com/quote/otc/ASRMF/
ASULS,OTC,Stock,ARRIVED HOMES 4 LLC,,,,,,,,,,no_symbol_match,
ATCUF,OTC,Stock,Alta Copper Corp.,,,,,,,,,,no_symbol_match,
ATMTF,OTC,Stock,Andrada Mining Limited,ATMTF,Andrada Mining Limited,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/otc/ATMTF/
ATNNF,OTC,Stock,Autoneum Holding AG,,,,,,,,,,no_symbol_match,
ATTGF,OTC,Stock,Auto Italia Holdings Limited,,,,,,,,,,no_symbol_match,
ATVKD,OTC,Stock,"Ameritek Ventures, Inc.",,,,,,,,,,no_symbol_match,
AUBBF,OTC,Stock,AUB GROUP LTD.,AUBBF,AUB Group Limited,,Financials,Insurance Brokers,,,,,name_mismatch,https://stockanalysis.com/quote/otc/AUBBF/
AUGB.F,TSX,ETF,First Trust Vest U.S. Equity Buffer ETF - August,AUGB.F,First Trust Vest U.S. Equity Buffer ETF - August,CA33732U1093,,,Alternatives,,,,no_update,https://stockanalysis.com/etf/TSX-AUGB.F/
AUHYF,OTC,Stock,Anadolu Hayat Emeklilik Anonim Sirketi,,,,,,,,,,no_symbol_match,
AULSF,OTC,Stock,AUSTAR LIFESCIENCES LTD,,,,,,,,,,no_symbol_match,
AUXXD,OTC,Stock,Allegiant Gold Ltd.,,,,,,,,,,no_symbol_match,
AVDNS,OTC,Stock,ARRIVED HOMES 3 LLC,,,,,,,,,,no_symbol_match,
AVGY,LSE,ETF,YMST,,,,,,,,,,no_symbol_match,
AVMPF,OTC,Stock,"Asia Vital Components Co., Ltd.",,,,,,,,,,no_symbol_match,
AWDSS,OTC,Stock,ARRIVED HOMES 5 LLC,,,,,,,,,,no_symbol_match,
AWDVS,OTC,Stock,ARRIVED HOMES 5 LLC,,,,,,,,,,no_symbol_match,
AWFDF,OTC,Stock,A & W FOOD SVCS CDA INC,AWFDF,A & W Food Services of Canada Inc.,,,Eating Places,,,,,name_mismatch,https://stockanalysis.com/quote/otc/AWFDF/
AWPWS,OTC,Stock,ARRIVED HOMES 5 LLC,,,,,,,,,,no_symbol_match,
AXDDF,OTC,Stock,Azucar Minerals Ltd,,,,,,,,,,no_symbol_match,
AXNLF,OTC,Stock,AXNLF,,,,,,,,,,no_symbol_match,
AYUHD,ASX,Stock,Australian Unity Limited,,,,,,,,,,no_symbol_match,
B01,ASX,Stock,BANCO SANTANDER S.A.,,,,,,,,,,no_symbol_match,
B1003,B3,Stock,CIABRASF CIA BRASILEIRA DE SERVIÇOS FINANCEIROS SA,B1003,B100 S.A.,,,Investment Advice,,,,,name_mismatch,https://stockanalysis.com/quote/bvmf/B1003/
BA2,ASX,ETF,SERIES 2019-1 REDS TRUST,,,,,,,,,,no_symbol_match,
BAB3,LSE,ETF,Leverage Shares 3x Alibaba ETP Securities,,,,,,,,,,no_symbol_match,
BAL-H,TSXV,Stock,Balto Resources Ltd,,,,,,,,,,no_symbol_match,
BAQ.P,TSXV,Stock,Bluewater Acquisition Corp.,,,,,,,,,,no_symbol_match,
BARKWS,OTC,Stock,BARKWS,,,,,,,,,,no_symbol_match,
BATMF,OTC,Stock,British American Tobacco (Malaysia) Berhad,BATMF,British American Tobacco (Malaysia) Berhad,,Consumer Staples,Tobacco,,,,,no_update,https://stockanalysis.com/quote/otc/BATMF/
BBBXD,OTC,Stock,Brixton Metals Corporation,,,,,,,,,,no_symbol_match,
BBD,TSX,Stock,Bombardier Inc.,,,,,,,,,,no_symbol_match,
BBII,OTC,Stock,BBII,,,,,,,,,,no_symbol_match,
BBTT,OTC,Stock,Btab Ecommerce Group Inc.,BBTT,"Btab Ecommerce Group, Inc.",,Consumer Discretionary,Internet Retail,,,,,no_update,https://stockanalysis.com/quote/otc/BBTT/
BCEXF,OTC,Stock,BCE Inc,,,,,,,,,,no_symbol_match,
BCHTD,OTC,Stock,Birchtech Corp,,,,,,,,,,no_symbol_match,
BCHXF,OTC,Stock,BCHXF,,,,,,,,,,no_symbol_match,
BCKMF,OTC,Stock,The Becker Milk Company Limited,,,,,,,,,,no_symbol_match,
BCPPF,OTC,Stock,BCE Inc,,,,,,,,,,no_symbol_match,
BCWG,OTC,Stock,BCW Group Holding Inc,,,,,,,,,,no_symbol_match,
BDPTD,OTC,Stock,BDPTD,,,,,,,,,,no_symbol_match,
BEK,TSX,Stock,Becker Milk Company Ltd. (The),,,,,,,,,,no_symbol_match,
BEK-B,TSX,Stock,Becker Milk Co Ltd Cl B Nv Spec (BEK-B.TO,,,,,,,,,,no_symbol_match,
BENH,OTC,Stock,Bio-En Holdings Corp,,,,,,,,,,no_symbol_match,
BESAF,OTC,Stock,Besra Gold Inc.,,,,,,,,,,no_symbol_match,
BETI,LSE,ETF,Bitwise Physical Ethereum ETC,,,,,,,,,,no_symbol_match,
BFRE,OTC,ETF,Ultimus Managers Trust,,,,,,,,,,no_symbol_match,
BGADF,OTC,Stock,Brigadier Gold Limited,,,,,,,,,,no_symbol_match,
BGI-UN,TSX,Stock,Brookfield Global Infrastructure Securities Income Fund,,,,,,,,,,no_symbol_match,
BGPBF,OTC,Stock,BTS Group AB (publ),,,,,,,,,,no_symbol_match,
BHLLD,OTC,Stock,Bunker Hill Mining Corp.,,,,,,,,,,no_symbol_match,
BIJBF,OTC,Stock,Bijou Brigitte Modische Accessoires AG,,,,,,,,,,no_symbol_match,
BINP,OTC,Stock,AI Maverick Intel Inc,,,,,,,,,,no_symbol_match,
BKAYF,OTC,Stock,Bank of Ayudhya Public Company Limited,,,,,,,,,,no_symbol_match,
BKLPF,OTC,Stock,PT Bukalapak.com Tbk.,,,,,,,,,,no_symbol_match,
BKPKF,OTC,Stock,Bank Pekao S.A./ADR,BKPKF,Bank Polska Kasa Opieki S.A.,PLPEKAO00016,Financials,Banks - Regional,,,,,name_mismatch,https://stockanalysis.com/quote/otc/BKPKF/
BKZHY,OTC,Stock,Santander Bank Polska S.A,BKZHY,Erste Bank Polska S.A.,,,Commercial Banks,,,,,name_mismatch,https://stockanalysis.com/quote/otc/BKZHY/
BLBRF,OTC,Stock,Bloomberry Resorts Corporation,,,,,,,,,,no_symbol_match,
BLCAF,OTC,Stock,BLACK CAT SYND LTD,BLCAF,Black Cat Syndicate Limited,,,Gold And Silver Ores,,,,,name_mismatch,https://stockanalysis.com/quote/otc/BLCAF/
BLRZD,OTC,Stock,BLRZD,,,,,,,,,,no_symbol_match,
BMBRF,OTC,Stock,Bim Birlesik Magazalar ,,,,,,,,,,no_symbol_match,
BMTHF,OTC,Stock,BEST MART 360 HLDGS LTD.,,,,,,,,,,no_symbol_match,
BNOBF,OTC,ETF,OBAM N.V. Classic,,,,,,,,,,no_symbol_match,
BNXA,TSXV,Stock,Banxa Holdings Inc.,,,,,,,,,,no_symbol_match,
BNXYF,OTC,Stock,Open Up Group Inc.,,,,,,,,,,no_symbol_match,
BOGO,TSXV,Stock,Borealis Mining Company Limited,BOGO,Borealis Mining Company Limited,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/tsxv/BOGO/
BOLU,LSE,ETF,21SHARES AG 21SHARES BITCOIN GOLD ETP,,,,,,,,,,no_symbol_match,
BONE,TSXV,Stock,Boron One Holdings Inc.,BONE,Boron One Holdings Inc.,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/tsxv/BONE/
BOPFF,OTC,Stock,Border Petroleum Limited,,,,,,,,,,no_symbol_match,
BP-B,LSE,Stock,BP p.l.c,,,,,,,,,,no_symbol_match,
BP1,ASX,Stock,BP CAPITAL MARKETS P.L.C.,,,,,,,,,,no_symbol_match,
BPF,TSX,ETF,Boston Pizza Royalties Income Fund,,,,,,,,,,no_symbol_match,
BPF-UN,TSX,Stock,Boston Pizza Royalties Income Fund,,,,,,,,,,no_symbol_match,
BPKKF,OTC,Stock,BP Castrol KK,,,,,,,,,,no_symbol_match,
BPO,TSX,Stock,Brookfield Office Properties Inc.,,,,,,,,,,no_symbol_match,
BPSCF,OTC,Stock,BP SILVER CORP,BPSCF,BP Silver Corp.,,,Silver Ores,,,,,no_update,https://stockanalysis.com/quote/otc/BPSCF/
BRCND,OTC,Stock,Burcon NutraScience Corporation,,,,,,,,,,no_symbol_match,
BREJY,OTC,Stock,mBank S.A,,,,,,,,,,no_symbol_match,
BRETF,OTC,Stock,Brazilian Rare Earths Limited,BRETF,Brazilian Rare Earths Limited,,Materials,Other Precious Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/otc/BRETF/
BRNHF,OTC,Stock,Broncus Holding Corporation,,,,,,,,,,no_symbol_match,
BROGF,OTC,Stock,Brooge Energy Limited,BROGF,Brooge Energy Limited,,Energy,Oil & Gas Midstream,,,,,no_update,https://stockanalysis.com/quote/otc/BROGF/
BRSGF,OTC,Stock,Queens Rd Cap Invt Ltd.,BRSGF,Queen's Road Capital Investment Ltd.,KYG7315B1297,Financials,Asset Management,,,,,name_mismatch,https://stockanalysis.com/quote/otc/BRSGF/
BS1,ASX,ETF,BLUESTONE PRIME 2024-1 TRUST,,,,,,,,,,no_symbol_match,
BSFAF,OTC,Stock,BSF Enterprise Plc,BSFAF,BSF Enterprise Plc,,Healthcare,Biotechnology,,,,,no_update,https://stockanalysis.com/quote/otc/BSFAF/
BSMAF,OTC,Stock,Bursa Malaysia Bhd Ord,,,,,,,,,,no_symbol_match,
BSPDF,OTC,Stock,PT Bumi Serpong Damai,,,,,,,,,,no_symbol_match,
BTB,TSX,ETF,BTB Real Estate Investment Trust,,,,,,,,,,no_symbol_match,
BTC3,LSE,ETF,Bitwise Core Bitcoin ETC,,,,,,,,,,no_symbol_match,
BTCE,LSE,ETF,Bitwise Physical Bitcoin ETC,,,,,,,,,,no_symbol_match,
BTCQ.U,TSX,ETF,3iQ Bitcoin ETF,,,,,,,,,,no_symbol_match,
BUMTF,OTC,Stock,BUMITAMA AGRI LTD.,BUMTF,Bumitama Agri Ltd.,,Consumer Staples,Farm Products,,,,,no_update,https://stockanalysis.com/quote/otc/BUMTF/
BUSCD,OTC,Stock,Blue Star Global Inc,,,,,,,,,,no_symbol_match,
BW6,ASX,ETF,BLACKWATTLE SERIES RMBS TRUST NO.6,,,,,,,,,,no_symbol_match,
BWNAF,OTC,Stock,VERITY RES LTD.,,,,,,,,,,no_symbol_match,
BYMAF,OTC,Stock,BOLSAS Y MERCADOS ARGENTINOS,,,,,,,,,,no_symbol_match,
C3RP3,B3,Stock,COTRASA PARTICIPACOES S.A.,,,,,,,,,,no_symbol_match,
CAHLF,OTC,Stock,Celestial Asia Secs Holdings Ltd.,,,,,,,,,,no_symbol_match,
CAOHF,OTC,Stock,FDG Electric Vehicles Limited,,,,,,,,,,no_symbol_match,
CATR,TSX,Stock,Caterpillar CDR (CAD Hedged),CATR,Caterpillar Inc.,,,Construction Machinery and Equipment,,,,,name_mismatch,https://stockanalysis.com/quote/tsx/CATR/
CBHC,OTC,Stock,CBC Holding Company,,,,,,,,,,no_symbol_match,
CBIPF,OTC,Stock,Crypto Blockchain Industries,CBIPF,Crypto Blockchain Industries,,,Computer Processing and Data Preparation and Processing Services,,,,,no_update,https://stockanalysis.com/quote/otc/CBIPF/
CBLNF,OTC,Stock,Mersen,,,,,,,,,,no_symbol_match,
CBOAF,OTC,Stock,COBRAM ESTATE OLIVES LTD.,CBOAF,Cobram Estate Olives Limited,,Consumer Staples,Packaged Foods,,,,,no_update,https://stockanalysis.com/quote/otc/CBOAF/
CBRA,OTC,Stock,"Caring Brands, Inc.",,,,,,,,,,no_symbol_match,
CBSTF,OTC,Stock,The Cannabist Company Holdings Inc.,,,,,,,,,,no_symbol_match,
CBTTD,OTC,Stock,Cathedra Bitcoin Inc.,,,,,,,,,,no_symbol_match,
CCDSF,OTC,Stock,Carrier Connect Data Solutions Inc.,CCDSF,Carrier Connect Data Solutions Inc.,,,"Computer Programming, Data Processing, And Other Computer Related Services",,,,,no_update,https://stockanalysis.com/quote/otc/CCDSF/
CCL-B,TSX,Stock,CCL Industries Inc,,,,,,,,,,no_symbol_match,
CCOJF,OTC,Stock,Coca-Cola Bottlers Japan Holdings Inc,,,,,,,,,,no_symbol_match,
CCOM.B,TSX,ETF,CI Auspice Broad Commodity ETF - Unhedged Common Units Acc,,,,,,,,,,no_symbol_match,
CCOOD,OTC,Stock,Core Silver Corp.,,,,,,,,,,no_symbol_match,
CCPPF,OTC,Stock,Capital & Counties Properties PLC,CCPPF,Shaftesbury Capital PLC,GB00B62G9D36,Real Estate,REIT - Retail,,,,,name_mismatch,https://stockanalysis.com/quote/otc/CCPPF/
CCTTF,OTC,Stock,CITIC Telecom International Holdings Limited,,,,,,,,,,no_symbol_match,
CDCTF,OTC,Stock,GOLDCREST Co.Ltd,,,,,,,,,,no_symbol_match,
CDNPV,OTC,Stock,CDNPV,,,,,,,,,,no_symbol_match,
CEGHF,OTC,Stock,China Education Group Holdings Limited,,,,,,,,,,no_symbol_match,
CEGS,TSX,Stock,Constellation Energy CDR (CAD Hedged),CEGS,Constellation Energy Corporation,,,Electric Services,,,,,no_update,https://stockanalysis.com/quote/tsx/CEGS/
CELX,OTC,Stock,Celexpress Inc,,,,,,,,,,no_symbol_match,
CFIN,OTC,Stock,Citizens Financial Corporation,,,,,,,,,,no_symbol_match,
CFLSF,OTC,Stock,CASH Financial Services Group Limited,,,,,,,,,,no_symbol_match,
CFMOF,OTC,Stock,Cofinimmo SA/NV,,,,,,,,,,no_symbol_match,
CFNCF,OTC,Stock,Compagnie Financière Tradition SA,,,,,,,,,,no_symbol_match,
CFRLF,OTC,Stock,China Aircraft Leasing Group Holdings Limited,,,,,,,,,,no_symbol_match,
CGEGF,OTC,Stock,CGN New Energy Holdings Co. Ltd,,,,,,,,,,no_symbol_match,
CGUIF,OTC,Stock,Casino Guichard-Perrachon Société Anonyme,,,,,,,,,,no_symbol_match,
CGXYF,OTC,Stock,China Galaxy Securities Co. Ltd,,,,,,,,,,no_symbol_match,
CHBOF,OTC,Stock,China Health Technology Group Holding Company Limited,CHBOF,China Health Technology Group Holding Company Limited,,Materials,Lumber & Wood Production,,,,,no_update,https://stockanalysis.com/quote/otc/CHBOF/
CHCL.B,TSX,ETF,CI Global Healthcare Leaders Index ETF,,,,,,,,,,no_symbol_match,
CHCLF,OTC,Stock,Citizen Watch Company Ltd,,,,,,,,,,no_symbol_match,
CHI3,LSE,ETF,Leverage Shares 3x Long China ETP Securities,,,,,,,,,,no_symbol_match,
CHKMF,OTC,Stock,Cohiba Minerals Limited,CHKMF,Altair Minerals Limited,AU0000333676,Materials,Other Industrial Metals & Mining,,,,,name_mismatch,https://stockanalysis.com/quote/otc/CHKMF/
CHNTF,OTC,Stock,China HK Power Smart Energy Group Limited,,,,,,,,,,no_symbol_match,
CHRB,OTC,Stock,CHRB,,,,,,,,,,no_symbol_match,
CHRCF,OTC,Stock,CHRYSOS CORP LTD,CHRCF,Chrysos Corporation Limited,,Technology,Software - Application,,,,,no_update,https://stockanalysis.com/quote/otc/CHRCF/
CHYYY,OTC,Stock,"Cathay Financial Holding Co., Ltd.",,,,,,,,,,no_symbol_match,
CITI,TSX,Stock,Citigroup CDR (CAD Hedged),CITI,Citigroup Inc.,CA17331G1081,Financials,Banks - Diversified,,,,,name_mismatch,https://stockanalysis.com/quote/tsx/CITI/
CIU,TSX,Stock,CU Inc.,,,,,,,,,,no_symbol_match,
CKALF,OTC,Stock,Cokal Ltd.,CKALF,Cokal Limited,,Materials,Coking Coal,,,,,no_update,https://stockanalysis.com/quote/otc/CKALF/
CLCIV,OTC,Stock,CLCIV,,,,,,,,,,no_symbol_match,
CLDHF,OTC,Stock,CapitaLand China Trust,,,,,,,,,,no_symbol_match,
CLGMF,OTC,Stock,Cleghorn Minerals Ltd,,,,,,,,,,no_symbol_match,
CLMHF,OTC,Stock,Calgro M3 Holdings Limited,,,,,,,,,,no_symbol_match,
CLUP,TSX,ETF,SavvyLong Geared Crude Oil ETF,,,,,,,,,,no_symbol_match,
CMBNF,OTC,Stock,Cembra Money Bank AG,,,,,,,,,,no_symbol_match,
CMDKF,OTC,Stock,China Modern Dairy Holdings Ltd.,,,,,,,,,,no_symbol_match,
CMDO.U,TSX,ETF,CI Alternative Diversified Opportunities Fund,CMDO.U,CI Alternative Diversified Opportunities Fund,CA12546P2098,,,Alternatives,,,,no_update,https://stockanalysis.com/etf/TSX-CMDO.U/
CMEY.U,TSX,ETF,CI Marret Alternative Enhanced Yield Fund,,,,,,,,,,no_symbol_match,
CMGS,TSX,Stock,Chipotle CDR (CAD Hedged),CMGS,"Chipotle Mexican Grill, Inc.",,Consumer Discretionary,Restaurants,,,,,name_mismatch,https://stockanalysis.com/quote/tsx/CMGS/
CMTND,OTC,Stock,Cullinan Metals Corp.,,,,,,,,,,no_symbol_match,
CNALF,OTC,Stock,CANAL+SA,CNALF,Canal+ SA,,,Television Broadcasting Stations,,,,,no_update,https://stockanalysis.com/quote/otc/CNALF/
CNAO.U,TSX,ETF,CI Alternative North American Opportunities Fund,CNAO.U,CI Alternative North American Opportunities Fund,CA12546N2041,,,Alternatives,,,,no_update,https://stockanalysis.com/etf/TSX-CNAO.U/
CNCO,TSXV,Stock,Core Nickel Corp.,,,,,,,,,,no_symbol_match,
CNDHF,OTC,Stock,Conduit Holdings Limited,CNDHF,Conduit Holdings Limited,,Financials,Insurance - Reinsurance,,,,,no_update,https://stockanalysis.com/quote/otc/CNDHF/
CNFHF,OTC,Stock,CanaFarma Hemp Products Corp,,,,,,,,,,no_symbol_match,
CNNRF,OTC,Stock,Canadian Net Real Estate Investment Trust,,,,,,,,,,no_symbol_match,
CNRC,OTC,Stock,Cunningham Natural Resources Corp,,,,,,,,,,no_symbol_match,
CNVAF,OTC,Stock,Cnova N.V,,,,,,,,,,no_symbol_match,
CNVEF,OTC,Stock,CENOVUS ENERGY INC.,,,,,,,,,,no_symbol_match,
COCSF,OTC,Stock,Coca-Cola FEMSA S.A.B. de C.V,,,,,,,,,,no_symbol_match,
CODMF,OTC,Stock,Coda Minerals Limited,,,,,,,,,,no_symbol_match,
COHTF,OTC,Stock,COHORT PLC,COHTF,Cohort plc,,Industrials,Aerospace & Defense,,,,,no_update,https://stockanalysis.com/quote/otc/COHTF/
COLZF,OTC,Stock,Coca-Cola Içecek Anonim Sirketi,COLZF,Coca-Cola Içecek Anonim Sirketi,,Consumer Staples,Beverages - Non-Alcoholic,,,,,no_update,https://stockanalysis.com/quote/otc/COLZF/
CON3,LSE,ETF,Leverage Shares 3x Long Coinbase (COIN) ETP Securities,,,,,,,,,,no_symbol_match,
COP-U,TSX,Stock,Sprott Physical Copper Trust,,,,,,,,,,no_symbol_match,
COP-UN,TSX,Stock,Sprott Physical Copper Trust,,,,,,,,,,no_symbol_match,
COTGF,OTC,Stock,Concurrent Technologies Plc,COTGF,Concurrent Technologies Plc,,Technology,Computer Hardware,,,,,no_update,https://stockanalysis.com/quote/otc/COTGF/
COUTF,OTC,Stock,Huicheng International Holdings Co. Ltd.,COUTF,Huicheng International Holdings Limited,,Consumer Discretionary,Apparel Manufacturing,,,,,no_update,https://stockanalysis.com/quote/otc/COUTF/
CPBLF,OTC,Stock,ALS Limited,CPBLF,ALS Limited,AU000000ALQ6,Industrials,Consulting Services,,,,,name_mismatch,https://stockanalysis.com/quote/otc/CPBLF/
CPHGF,OTC,Stock,CONSUN PHARMACEUTICAL GP,,,,,,,,,,no_symbol_match,
CPTS11B,B3,ETF,Capitania Securities II Fundo Investimento Imobiliario FII,,,,,,,,,,no_symbol_match,
CRD,TSXV,Stock,Copper Road Resources Inc.,CRD,Copper Road Resources Inc.,,Materials,Other Industrial Metals & Mining,,,,,no_update,https://stockanalysis.com/quote/tsxv/CRD/
CRMIF,OTC,Stock,CARMILA SAS,CRMIF,Carmila S.A.,,Real Estate,REIT - Retail,,,,,name_mismatch,https://stockanalysis.com/quote/otc/CRMIF/
CROTF,OTC,Stock,Spenda Ltd.,,,,,,,,,,no_symbol_match,
CRPGF,OTC,Stock,CHINA RES PHARMACEUTICAL GROUP LTD.,,,,,,,,,,no_symbol_match,
CRTDD,OTC,Stock,"Creatd, Inc.",,,,,,,,,,no_symbol_match,
CRTHF,OTC,Stock,CARsgen Therapeutics Holdings Limited,,,,,,,,,,no_symbol_match,
